"","treatment","phyto","bkgrd","bad.reps","tot.reps","combos","true.reps"
"510","D","LOMU","PLER",0,12,"LOMU_PLER_D",12
"511","D","LOMU","PLNO",4,13,"LOMU_PLNO_D",9
"512","D","LOMU","TACA",0,18,"LOMU_TACA_D",18
"513","D","LOMU","THIR",0,10,"LOMU_THIR_D",10
"514","D","LOMU","TWIL",1,13,"LOMU_TWIL_D",12
"515","D","MAEL","ACAM",0,3,"MAEL_ACAM_D",3
"516","D","MAEL","AMME",0,2,"MAEL_AMME_D",2
"517","D","MAEL","ANAR",0,5,"MAEL_ANAR_D",5
"518","D","MAEL","AVBA",3,4,"MAEL_AVBA_D",1
"519","D","MAEL","BRHO",0,6,"MAEL_BRHO_D",6
"520","D","MAEL","BRNI",0,6,"MAEL_BRNI_D",6
"521","D","MAEL","CESO",0,4,"MAEL_CESO_D",4
"522","D","MAEL","CLPU",0,5,"MAEL_CLPU_D",5
"523","D","MAEL","GITR",0,7,"MAEL_GITR_D",7
"524","D","MAEL","LENI",0,7,"MAEL_LENI_D",7
"525","D","MAEL","LOMU",0,4,"MAEL_LOMU_D",4
"526","D","MAEL","MAEL",0,11,"MAEL_MAEL_D",11
"527","D","MAEL","MICA",0,5,"MAEL_MICA_D",5
"528","D","MAEL","PLER",0,3,"MAEL_PLER_D",3
"529","D","MAEL","PLNO",2,4,"MAEL_PLNO_D",2
"530","D","MAEL","TACA",0,6,"MAEL_TACA_D",6
"531","D","MAEL","THIR",0,4,"MAEL_THIR_D",4
"532","D","MAEL","TWIL",0,3,"MAEL_TWIL_D",3
"533","D","MICA","ACAM",4,11,"MICA_ACAM_D",7
"534","D","MICA","AMME",4,10,"MICA_AMME_D",6
"535","D","MICA","ANAR",0,13,"MICA_ANAR_D",13
"536","D","MICA","AVBA",3,11,"MICA_AVBA_D",8
"537","D","MICA","BRHO",0,10,"MICA_BRHO_D",10
"538","D","MICA","BRNI",0,8,"MICA_BRNI_D",8
"539","D","MICA","CESO",1,9,"MICA_CESO_D",8
"540","D","MICA","CLPU",0,12,"MICA_CLPU_D",12
"541","D","MICA","GITR",0,10,"MICA_GITR_D",10
"542","D","MICA","LENI",0,8,"MICA_LENI_D",8
"543","D","MICA","LOMU",0,11,"MICA_LOMU_D",11
"544","D","MICA","MAEL",1,9,"MICA_MAEL_D",8
"545","D","MICA","MICA",0,11,"MICA_MICA_D",11
"546","D","MICA","PLER",1,13,"MICA_PLER_D",12
"547","D","MICA","PLNO",3,11,"MICA_PLNO_D",8
"548","D","MICA","TACA",0,12,"MICA_TACA_D",12
"549","D","MICA","THIR",4,11,"MICA_THIR_D",7
"550","D","MICA","TWIL",0,10,"MICA_TWIL_D",10
"551","D","PLER","ACAM",5,14,"PLER_ACAM_D",9
"552","D","PLER","AMME",7,11,"PLER_AMME_D",4
"553","D","PLER","ANAR",1,12,"PLER_ANAR_D",11
"554","D","PLER","AVBA",8,13,"PLER_AVBA_D",5
"555","D","PLER","BRHO",0,12,"PLER_BRHO_D",12
"556","D","PLER","BRNI",1,11,"PLER_BRNI_D",10
"557","D","PLER","CESO",0,12,"PLER_CESO_D",12
"558","D","PLER","CLPU",1,7,"PLER_CLPU_D",6
"559","D","PLER","GITR",0,12,"PLER_GITR_D",12
"560","D","PLER","LENI",0,9,"PLER_LENI_D",9
"561","D","PLER","LOMU",0,11,"PLER_LOMU_D",11
"562","D","PLER","MAEL",4,10,"PLER_MAEL_D",6
"563","D","PLER","MICA",0,11,"PLER_MICA_D",11
"564","D","PLER","PLER",0,12,"PLER_PLER_D",12
"565","D","PLER","PLNO",5,12,"PLER_PLNO_D",7
"566","D","PLER","TACA",0,10,"PLER_TACA_D",10
"567","D","PLER","THIR",2,12,"PLER_THIR_D",10
"568","D","PLER","TWIL",2,16,"PLER_TWIL_D",14
"569","D","PLNO","ACAM",0,4,"PLNO_ACAM_D",4
"570","D","PLNO","AMME",1,3,"PLNO_AMME_D",2
"571","D","PLNO","ANAR",0,3,"PLNO_ANAR_D",3
"572","D","PLNO","AVBA",3,4,"PLNO_AVBA_D",1
"573","D","PLNO","BRHO",0,4,"PLNO_BRHO_D",4
"574","D","PLNO","BRNI",0,2,"PLNO_BRNI_D",2
"575","D","PLNO","CESO",0,2,"PLNO_CESO_D",2
"576","D","PLNO","CLPU",0,1,"PLNO_CLPU_D",1
"577","D","PLNO","GITR",0,7,"PLNO_GITR_D",7
"578","D","PLNO","LENI",0,3,"PLNO_LENI_D",3
"579","D","PLNO","LOMU",0,2,"PLNO_LOMU_D",2
"580","D","PLNO","MAEL",0,5,"PLNO_MAEL_D",5
"581","D","PLNO","MICA",0,6,"PLNO_MICA_D",6
"582","D","PLNO","PLER",0,6,"PLNO_PLER_D",6
"583","D","PLNO","PLNO",0,12,"PLNO_PLNO_D",12
"584","D","PLNO","TACA",0,5,"PLNO_TACA_D",5
"585","D","PLNO","THIR",0,5,"PLNO_THIR_D",5
"586","D","PLNO","TWIL",0,4,"PLNO_TWIL_D",4
"587","D","TACA","ACAM",2,8,"TACA_ACAM_D",6
"588","D","TACA","AMME",6,12,"TACA_AMME_D",6
"589","D","TACA","ANAR",0,13,"TACA_ANAR_D",13
"590","D","TACA","AVBA",6,9,"TACA_AVBA_D",3
"591","D","TACA","BRHO",0,12,"TACA_BRHO_D",12
"592","D","TACA","BRNI",1,10,"TACA_BRNI_D",9
"593","D","TACA","CESO",0,8,"TACA_CESO_D",8
"594","D","TACA","CLPU",0,9,"TACA_CLPU_D",9
"595","D","TACA","GITR",0,13,"TACA_GITR_D",13
"596","D","TACA","LENI",0,10,"TACA_LENI_D",10
"597","D","TACA","LOMU",1,9,"TACA_LOMU_D",8
"598","D","TACA","MAEL",4,16,"TACA_MAEL_D",12
"599","D","TACA","MICA",0,10,"TACA_MICA_D",10
"600","D","TACA","PLER",0,19,"TACA_PLER_D",19
"601","D","TACA","PLNO",3,9,"TACA_PLNO_D",6
"602","D","TACA","TACA",0,10,"TACA_TACA_D",10
"603","D","TACA","THIR",0,14,"TACA_THIR_D",14
"604","D","TACA","TWIL",1,10,"TACA_TWIL_D",9
"605","D","THIR","ACAM",0,9,"THIR_ACAM_D",9
"606","D","THIR","AMME",2,8,"THIR_AMME_D",6
"607","D","THIR","ANAR",0,9,"THIR_ANAR_D",9
"608","D","THIR","AVBA",4,8,"THIR_AVBA_D",4
"609","D","THIR","BRHO",0,7,"THIR_BRHO_D",7
"610","D","THIR","BRNI",0,11,"THIR_BRNI_D",11
"611","D","THIR","CESO",0,11,"THIR_CESO_D",11
"612","D","THIR","CLPU",0,8,"THIR_CLPU_D",8
"613","D","THIR","GITR",0,8,"THIR_GITR_D",8
"614","D","THIR","LENI",0,6,"THIR_LENI_D",6
"615","D","THIR","LOMU",0,10,"THIR_LOMU_D",10
"616","D","THIR","MAEL",1,10,"THIR_MAEL_D",9
"617","D","THIR","MICA",0,10,"THIR_MICA_D",10
"618","D","THIR","PLER",0,10,"THIR_PLER_D",10
"619","D","THIR","PLNO",0,9,"THIR_PLNO_D",9
"620","D","THIR","TACA",0,8,"THIR_TACA_D",8
"621","D","THIR","THIR",0,12,"THIR_THIR_D",12
"622","D","THIR","TWIL",0,8,"THIR_TWIL_D",8
"623","D","TWIL","ACAM",1,6,"TWIL_ACAM_D",5
"624","D","TWIL","AMME",1,8,"TWIL_AMME_D",7
"625","D","TWIL","ANAR",0,6,"TWIL_ANAR_D",6
"626","D","TWIL","AVBA",1,2,"TWIL_AVBA_D",1
"627","D","TWIL","BRHO",0,6,"TWIL_BRHO_D",6
"628","D","TWIL","BRNI",0,4,"TWIL_BRNI_D",4
"629","D","TWIL","CESO",0,1,"TWIL_CESO_D",1
"630","D","TWIL","CLPU",0,5,"TWIL_CLPU_D",5
"631","D","TWIL","GITR",0,4,"TWIL_GITR_D",4
"632","D","TWIL","LENI",0,6,"TWIL_LENI_D",6
"633","D","TWIL","LOMU",0,4,"TWIL_LOMU_D",4
"634","D","TWIL","MAEL",0,4,"TWIL_MAEL_D",4
"635","D","TWIL","MICA",0,3,"TWIL_MICA_D",3
"636","D","TWIL","PLER",0,3,"TWIL_PLER_D",3
"637","D","TWIL","PLNO",1,4,"TWIL_PLNO_D",3
"638","D","TWIL","TACA",0,5,"TWIL_TACA_D",5
"639","D","TWIL","THIR",0,6,"TWIL_THIR_D",6
"640","D","TWIL","TWIL",0,12,"TWIL_TWIL_D",12
