"","GITR","LENI","MICA","PLER","ACAM","AMME","MAEL","PLNO","TWIL","feasibility","niche_diff","fitness_diff","draw","comp"
"60",1,1,1,1,0,0,0,0,0,0,-2.57092736466301,49.4006078856908,1385,"111100000"
"61",1,1,1,1,0,0,0,0,0,0,-3.62550195675179,34.6088136027806,729,"111100000"
"62",1,1,1,1,0,0,0,0,0,0,-2.61038737541348,21.8461425814174,712,"111100000"
"63",1,1,1,1,0,0,0,0,0,0,-2.24448489879794,35.6568669205704,656,"111100000"
"64",1,1,1,1,0,0,0,0,0,0,-2.89626542355089,34.9770048235509,1397,"111100000"
"65",1,1,1,1,0,0,0,0,0,0,-2.72047827949721,58.6908141455559,2074,"111100000"
"66",1,1,1,1,0,0,0,0,0,0,-2.48426465342081,54.6850817351778,857,"111100000"
"67",1,1,1,1,0,0,0,0,0,0,-1.66611529667696,28.2397112285806,2257,"111100000"
"68",1,1,1,1,0,0,0,0,0,0,-2.28754619731851,40.2784719269892,1072,"111100000"
"69",1,1,1,1,0,0,0,0,0,0,-3.52910671231351,44.2894116072828,1687,"111100000"
"70",1,1,1,1,0,0,0,0,0,0,-2.65393439651462,49.446749855832,2575,"111100000"
"71",1,1,1,1,0,0,0,0,0,0,-2.76326708270933,58.2158383632517,3006,"111100000"
"72",1,1,1,1,0,0,0,0,0,0,-2.39101225373958,41.5680750267444,3732,"111100000"
"73",1,1,1,1,0,0,0,0,0,0,-1.9358370585001,39.6332259324479,482,"111100000"
"74",1,1,1,1,0,0,0,0,0,0,-2.21912826544066,33.274429140535,1341,"111100000"
"75",1,1,1,1,0,0,0,0,0,0,-2.51875078129309,50.7439446467681,3204,"111100000"
"76",1,1,1,1,0,0,0,0,0,0,-3.7892788709374,47.4635380591456,1763,"111100000"
"77",1,1,1,1,0,0,0,0,0,0,-3.76445016838686,47.7105655726768,2318,"111100000"
"78",1,1,1,1,0,0,0,0,0,0,-2.68920240449846,45.5062203788765,1059,"111100000"
"79",1,1,1,1,0,0,0,0,0,0,-2.21506951156455,21.7853811285348,1290,"111100000"
"80",1,1,1,1,0,0,0,0,0,0,-2.33053104730212,42.160793307548,3146,"111100000"
"81",1,1,1,1,0,0,0,0,0,0,-2.51145683692898,43.9060684463518,1594,"111100000"
"82",1,1,1,1,0,0,0,0,0,0,-1.55114837473372,43.727207307201,2727,"111100000"
"83",1,1,1,1,0,0,0,0,0,0,-2.92365020106944,48.4215971755215,2960,"111100000"
"84",1,1,1,1,0,0,0,0,0,0,-2.44696821756343,34.4533089715268,3738,"111100000"
"85",1,1,1,1,0,0,0,0,0,0,-4.28121680309278,45.0375729863495,1567,"111100000"
"86",1,1,1,1,0,0,0,0,0,0,-2.66810296790023,62.4718180930742,1930,"111100000"
"87",1,1,1,1,0,0,0,0,0,0,-3.2468067533886,41.0059302514523,3714,"111100000"
"88",1,1,1,1,0,0,0,0,0,0,-3.69004357815412,39.3231715326116,435,"111100000"
"89",1,1,1,1,0,0,0,0,0,0,-2.19026485763228,43.4136738054756,1461,"111100000"
"90",1,1,1,1,0,0,0,0,0,0,-2.63953014079914,38.0339823269537,2661,"111100000"
"91",1,1,1,1,0,0,0,0,0,0,-2.66992103427107,46.3950133708988,1967,"111100000"
"92",1,1,1,1,0,0,0,0,0,0,-2.09599446140193,37.603971067511,2087,"111100000"
"93",1,1,1,1,0,0,0,0,0,0,-3.326746596625,47.9474675981905,2137,"111100000"
"94",1,1,1,1,0,0,0,0,0,0,-2.3793690503994,25.62293946749,2578,"111100000"
"95",1,1,1,1,0,0,0,0,0,0,-2.63521895241547,38.2883074061972,899,"111100000"
"96",1,1,1,1,0,0,0,0,0,0,-2.54784630198031,38.4638137049773,3030,"111100000"
"97",1,1,1,1,0,0,0,0,0,0,-2.36225859762103,43.2282408489139,2602,"111100000"
"98",1,1,1,1,0,0,0,0,0,0,-4.36719054171344,32.7235595053853,394,"111100000"
"99",1,1,1,1,0,0,0,0,0,0,-3.42766783032659,37.9719626185507,3326,"111100000"
"100",1,1,1,1,0,0,0,0,0,0,-3.90758980526546,41.4459240585306,2240,"111100000"
"101",1,1,1,1,0,0,0,0,0,0,-3.76707295423889,50.0562757981949,1979,"111100000"
"102",1,1,1,1,0,0,0,0,0,0,-3.65882297978765,39.4662778952649,1871,"111100000"
"103",1,1,1,1,0,0,0,0,0,0,-2.15856826878233,33.345429418186,1013,"111100000"
"104",1,1,1,1,0,0,0,0,0,0,-3.22992531462548,44.7746775955646,2509,"111100000"
"105",1,1,1,1,0,0,0,0,0,0,-2.89953373859591,40.7754609000317,602,"111100000"
"106",1,1,1,1,0,0,0,0,0,0,-1.89339667734858,19.7039389379512,2794,"111100000"
"107",1,1,1,1,0,0,0,0,0,0,-2.90028466533775,34.8297522104944,3694,"111100000"
"108",1,1,1,1,0,0,0,0,0,0,-4.25951455511232,24.9790681220856,860,"111100000"
"109",1,1,1,1,0,0,0,0,0,0,-2.95580543915786,34.175719244578,2978,"111100000"
"110",1,1,1,1,0,0,0,0,0,0,-1.33223008328404,34.574030178685,1401,"111100000"
"111",1,1,1,1,0,0,0,0,0,0,-2.27219569552072,38.474882600393,763,"111100000"
"112",1,1,1,1,0,0,0,0,0,0,-2.72000148186626,31.4413154423676,192,"111100000"
"113",1,1,1,1,0,0,0,0,0,0,-3.62216741650174,19.1742985816657,1028,"111100000"
"114",1,1,1,1,0,0,0,0,0,0,-2.48856118383589,36.7716791215628,2111,"111100000"
"115",1,1,1,1,0,0,0,0,0,0,-3.10242513825214,33.5536764032007,532,"111100000"
"116",1,1,1,1,0,0,0,0,0,0,-3.01332553040103,33.0388143513124,2623,"111100000"
"117",1,1,1,1,0,0,0,0,0,0,-2.54214094241236,50.4702352740718,2909,"111100000"
"118",1,1,1,1,0,0,0,0,0,0,-1.78010612979409,40.657978874784,867,"111100000"
"119",1,1,1,1,0,0,0,0,0,0,-2.30253778401444,20.6396127693315,855,"111100000"
"120",1,1,1,1,0,0,0,0,0,0,-2.37255514224233,35.9618449101696,3071,"111100000"
"121",1,1,1,1,0,0,0,0,0,0,-3.47356089869381,40.9558165410963,1248,"111100000"
"122",1,1,1,1,0,0,0,0,0,0,-3.5079098108547,29.0502853701069,2801,"111100000"
"123",1,1,1,1,0,0,0,0,0,0,-2.77242531831356,39.1322314341666,176,"111100000"
"124",1,1,1,1,0,0,0,0,0,0,-2.65234627630378,53.4231805105986,2142,"111100000"
"125",1,1,1,1,0,0,0,0,0,0,-2.36006669670103,33.4003110178309,1684,"111100000"
"126",1,1,1,1,0,0,0,0,0,0,-3.8541512485373,50.0676468961043,3254,"111100000"
"127",1,1,1,1,0,0,0,0,0,0,-2.6630794634033,28.3016942002452,2873,"111100000"
"128",1,1,1,1,0,0,0,0,0,0,-3.17245200438358,38.2814766413727,3299,"111100000"
"129",1,1,1,1,0,0,0,0,0,0,-2.96301772658319,47.2275108345488,1532,"111100000"
"130",1,1,1,1,0,0,0,0,0,0,-3.80009353407109,37.4369429493297,3099,"111100000"
"131",1,1,1,1,0,0,0,0,0,0,-3.78287923481516,47.3742172675729,905,"111100000"
"132",1,1,1,1,0,0,0,0,0,0,-2.49184510413293,27.2039796807531,3152,"111100000"
"133",1,1,1,1,0,0,0,0,0,0,-2.28315098127204,32.8559599342019,1456,"111100000"
"134",1,1,1,1,0,0,0,0,0,0,-2.65658623398633,43.7422081352414,649,"111100000"
"135",1,1,1,1,0,0,0,0,0,0,-2.11439098191292,39.1454692746339,2525,"111100000"
"136",1,1,1,1,0,0,0,0,0,0,-Inf,40.2248811981598,3279,"111100000"
"137",1,1,1,1,0,0,0,0,0,0,-1.81286352505655,34.2892524502327,369,"111100000"
"138",1,1,1,1,0,0,0,0,0,0,-3.32388659909608,38.6155176164682,1910,"111100000"
"139",1,1,1,1,0,0,0,0,0,0,-2.55848403015567,58.4286680430813,298,"111100000"
"140",1,1,1,1,0,0,0,0,0,0,-3.06020049568049,31.3557332018325,631,"111100000"
"141",1,1,1,1,0,0,0,0,0,0,-2.05779787533825,23.0878774789,457,"111100000"
"142",1,1,1,1,0,0,0,0,0,0,-2.62857515454218,39.2037425285129,2120,"111100000"
"143",1,1,1,1,0,0,0,0,0,0,-2.43837533594276,38.9506213192403,1374,"111100000"
"144",1,1,1,1,0,0,0,0,0,0,-2.93219636852156,28.6641353291285,1408,"111100000"
"145",1,1,1,1,0,0,0,0,0,0,-2.71925112886688,33.449506705203,2660,"111100000"
"146",1,1,1,1,0,0,0,0,0,0,-2.60275080292333,21.5097165583604,2619,"111100000"
"147",1,1,1,1,0,0,0,0,0,0,-2.95644319314795,50.1984993090463,2350,"111100000"
"148",1,1,1,1,0,0,0,0,0,0,-2.46582528010925,28.9821110318782,1075,"111100000"
"149",1,1,1,1,0,0,0,0,0,0,-3.64646844151109,29.8187501832186,2419,"111100000"
"150",1,1,1,1,0,0,0,0,0,0,-2.55109281217928,30.5056744564752,2508,"111100000"
"151",1,1,1,1,0,0,0,0,0,0,-3.71654125040648,29.332771481926,790,"111100000"
"152",1,1,1,1,0,0,0,0,0,0,-3.30148010296388,39.5527391857601,3646,"111100000"
"153",1,1,1,1,0,0,0,0,0,0,-2.80171278498146,42.1145936780982,865,"111100000"
"154",1,1,1,1,0,0,0,0,0,0,-2.22081192843518,23.569206131605,2943,"111100000"
"155",1,1,1,1,0,0,0,0,0,0,-2.6131214320022,23.2758767661524,2957,"111100000"
"156",1,1,1,1,0,0,0,0,0,0,-2.37564019051176,25.0066367220187,1798,"111100000"
"157",1,1,1,1,0,0,0,0,0,0,-2.08934479105654,44.7740879104789,40,"111100000"
"158",1,1,1,1,0,0,0,0,0,0,-1.72100374999338,37.0633400385867,774,"111100000"
"159",1,1,1,1,0,0,0,0,0,0,-2.88654079595398,24.5411439208557,1333,"111100000"
"160",1,1,1,1,0,0,0,0,0,0,-3.5329937993612,18.6232745356319,3232,"111100000"
"161",1,1,1,1,0,0,0,0,0,0,-2.88206821426983,37.6266616485676,927,"111100000"
"162",1,1,1,1,0,0,0,0,0,0,-2.78733232701375,51.2555890802429,3352,"111100000"
"163",1,1,1,1,0,0,0,0,0,0,-2.55668815619768,35.1776779831845,2165,"111100000"
"164",1,1,1,1,0,0,0,0,0,0,-2.93398340648688,42.9384741839737,2610,"111100000"
"165",1,1,1,1,0,0,0,0,0,0,-2.27032896725596,54.1117245032805,1709,"111100000"
"166",1,1,1,1,0,0,0,0,0,0,-2.09566889903192,33.0778858559411,151,"111100000"
"167",1,1,1,1,0,0,0,0,0,0,-1.95386146762993,52.6689080553669,3217,"111100000"
"168",1,1,1,1,0,0,0,0,0,0,-4.07565155112903,53.5714683345036,2347,"111100000"
"169",1,1,1,1,0,0,0,0,0,0,-2.91333072514902,36.2086663014494,1817,"111100000"
"170",1,1,1,1,0,0,0,0,0,0,-3.01547286355573,42.6038478938526,129,"111100000"
"171",1,1,1,1,0,0,0,0,0,0,-2.46010776807056,37.0894534297169,68,"111100000"
"172",1,1,1,1,0,0,0,0,0,0,-2.56247931238087,42.591109988554,3550,"111100000"
"173",1,1,1,1,0,0,0,0,0,0,-3.2772183284958,38.0201516016289,2397,"111100000"
"174",1,1,1,1,0,0,0,0,0,0,-2.92498758278401,15.2535808874734,1007,"111100000"
"175",1,1,1,1,0,0,0,0,0,0,-2.95056879546874,43.7349035489636,636,"111100000"
"176",1,1,1,1,0,0,0,0,0,0,-2.22279078769503,35.6999690420317,3544,"111100000"
"177",1,1,1,1,0,0,0,0,0,0,-3.16214763631149,39.3557659860206,1133,"111100000"
"178",1,1,1,1,0,0,0,0,0,0,-2.30044604403248,16.5822009445935,102,"111100000"
"179",1,1,1,1,0,0,0,0,0,0,-3.76289403238783,27.1654534526643,757,"111100000"
"180",1,1,1,1,0,0,0,0,0,0,-4.00677017757837,33.5743921797048,1959,"111100000"
"181",1,1,1,1,0,0,0,0,0,0,-5.50474849665224,26.5809764895339,990,"111100000"
"182",1,1,1,1,0,0,0,0,0,0,-2.12162749984289,33.9496358577602,1858,"111100000"
"183",1,1,1,1,0,0,0,0,0,0,-3.84083560870822,31.7942898372214,3720,"111100000"
"184",1,1,1,1,0,0,0,0,0,0,-Inf,42.1356492723436,2353,"111100000"
"185",1,1,1,1,0,0,0,0,0,0,-3.05235519267622,58.0955935638392,2460,"111100000"
"186",1,1,1,1,0,0,0,0,0,0,-2.95070224069445,48.2433240227622,2332,"111100000"
"187",1,1,1,1,0,0,0,0,0,0,-2.56448440367576,36.6455948249744,1585,"111100000"
"188",1,1,1,1,0,0,0,0,0,0,-2.56435288547328,30.3732115718245,2956,"111100000"
"189",1,1,1,1,0,0,0,0,0,0,-2.68556144205469,20.0168996061379,3640,"111100000"
"190",1,1,1,1,0,0,0,0,0,0,-3.1167992857755,41.6780139735411,872,"111100000"
"191",1,1,1,1,0,0,0,0,0,0,-3.29900925480421,38.9959584258176,668,"111100000"
"192",1,1,1,1,0,0,0,0,0,0,-3.82524387979852,36.9885810777355,1694,"111100000"
"193",1,1,1,1,0,0,0,0,0,0,-2.41437196950171,32.1205120586227,2990,"111100000"
"194",1,1,1,1,0,0,0,0,0,0,-3.13537752669434,40.851014039758,2523,"111100000"
"195",1,1,1,1,0,0,0,0,0,0,-2.86523227640535,33.3953499742629,3189,"111100000"
"196",1,1,1,1,0,0,0,0,0,0,-2.74872226748338,40.6018669652557,963,"111100000"
"197",1,1,1,1,0,0,0,0,0,0,-2.36339590116913,39.7458609524624,2331,"111100000"
"198",1,1,1,1,0,0,0,0,0,0,-3.04978954520133,32.3263105555663,2108,"111100000"
"199",1,1,1,1,0,0,0,0,0,0,-2.91398939273585,26.6141439924598,2474,"111100000"
"200",1,1,1,1,0,0,0,0,0,0,-3.52088309300912,30.08024802962,1354,"111100000"
"201",1,1,1,0,1,0,0,0,0,0,-1.53612351400125,45.3731697128794,491,"111010000"
"202",1,1,1,0,1,0,0,0,0,0,-1.58916294987516,72.0235928283257,3721,"111010000"
"203",1,1,1,0,1,0,0,0,0,0,-0.648127666959142,75.8227234552173,3402,"111010000"
"204",1,1,1,0,1,0,0,0,0,0,-0.773176635928903,57.9186863641072,368,"111010000"
"205",1,1,1,0,1,0,0,0,0,0,0.284884440615014,49.9613575707264,1484,"111010000"
"206",1,1,1,0,1,0,0,0,0,0,-1.02623488806953,44.8577270969555,2487,"111010000"
"207",1,1,1,0,1,0,0,0,0,0,-0.62157473199369,42.8326855766958,1608,"111010000"
"208",1,1,1,0,1,0,0,0,0,0,-0.436209220070315,47.5995723015916,1462,"111010000"
"209",1,1,1,0,1,0,0,0,0,0,-0.941935728521971,36.2973716216761,3495,"111010000"
"210",1,1,1,0,1,0,0,0,0,0,-0.361484593445202,53.3349353042607,3583,"111010000"
"211",1,1,1,0,1,0,0,0,0,0,-0.610534588531922,60.198186114184,1747,"111010000"
"212",1,1,1,0,1,0,0,0,0,0,-0.466966492656177,49.2992920300816,344,"111010000"
"213",1,1,1,0,1,0,0,0,0,0,0.429657602653501,49.8848758237741,3343,"111010000"
"214",1,1,1,0,1,0,0,0,0,0,-0.789934586353386,47.6717349849492,2191,"111010000"
"215",1,1,1,0,1,0,0,0,0,0,-0.0964501385261021,39.4781898590401,2986,"111010000"
"216",1,1,1,0,1,0,0,0,0,0,-0.635373619028602,40.414811452941,3527,"111010000"
"217",1,1,1,0,1,0,0,0,0,0,-0.155084665095417,51.4648794711978,3748,"111010000"
"218",1,1,1,0,1,0,0,0,0,0,-1.06872064201798,58.7454571819168,930,"111010000"
"219",1,1,1,0,1,0,0,0,0,0,-1.54064009005439,52.4697227485684,1560,"111010000"
"220",1,1,1,0,1,0,0,0,0,0,-1.37508999557656,27.8006282832734,1549,"111010000"
"221",1,1,1,0,1,0,0,0,0,0,-0.598209184723083,76.3788776006568,3423,"111010000"
"222",1,1,1,0,1,0,0,0,0,0,-1.70298307810781,63.8161968559965,3464,"111010000"
"223",1,1,1,0,1,0,0,0,0,0,-0.834668370776589,42.5537059569658,1646,"111010000"
"224",1,1,1,0,1,0,0,0,0,0,-0.0367033470903138,51.4608159502388,2823,"111010000"
"225",1,1,1,0,1,0,0,0,0,0,-1.0370740452148,45.2003885177466,2022,"111010000"
"226",1,1,1,0,1,0,0,0,0,0,0.372277545285386,48.0087466445193,1255,"111010000"
"227",1,1,1,0,1,0,0,0,0,0,-1.3350370361104,41.5358327076924,1691,"111010000"
"228",1,1,1,0,1,0,0,0,0,0,-0.333845857297552,51.9426150596158,3414,"111010000"
"229",1,1,1,0,1,0,0,0,0,0,-0.794713714142681,54.5442309435126,1362,"111010000"
"230",1,1,1,0,1,0,0,0,0,0,-1.80532994889454,43.5253876328512,2845,"111010000"
"231",1,1,1,0,1,0,0,0,0,0,-1.51836977839083,71.4117932791578,2333,"111010000"
"232",1,1,1,0,1,0,0,0,0,0,-0.154469678404486,47.767660735895,2005,"111010000"
"233",1,1,1,0,1,0,0,0,0,0,-0.0502373696113079,56.7723668470111,2937,"111010000"
"234",1,1,1,0,1,0,0,0,0,0,-0.626149350002424,57.6866618566339,1628,"111010000"
"235",1,1,1,0,1,0,0,0,0,0,-3.00988550056927,54.3415640072516,3122,"111010000"
"236",1,1,1,0,1,0,0,0,0,0,-1.2114722337781,44.3840617808648,666,"111010000"
"237",1,1,1,0,1,0,0,0,0,0,0.11195024820006,45.8262775845452,1125,"111010000"
"238",1,1,1,0,1,0,0,0,0,0,-0.820142506514653,64.0498796323744,33,"111010000"
"239",1,1,1,0,1,0,0,0,0,0,-1.3042584442456,44.6539450488876,1671,"111010000"
"240",1,1,1,0,1,0,0,0,0,0,0.864063346471015,34.6308323712394,2714,"111010000"
"241",1,1,1,0,1,0,0,0,0,0,-1.66978804903362,41.1107416957532,946,"111010000"
"242",1,1,1,0,1,0,0,0,0,0,-0.793828874160165,35.1950552548572,2718,"111010000"
"243",1,1,1,0,1,0,0,0,0,0,-1.00815546856351,50.0253117966491,2372,"111010000"
"244",1,1,1,0,1,0,0,0,0,0,-0.868116148195998,32.8228763033179,1117,"111010000"
"245",1,1,1,0,1,0,0,0,0,0,-1.18099176491956,43.2780576385627,3186,"111010000"
"246",1,1,1,0,1,0,0,0,0,0,-3.95275601224586,72.5386996292325,2648,"111010000"
"247",1,1,1,0,1,0,0,0,0,0,-1.1461406683572,60.5005857304065,3379,"111010000"
"248",1,1,1,0,1,0,0,0,0,0,0.0243743237988907,66.3857013914001,2742,"111010000"
"249",1,1,1,0,1,0,0,0,0,0,-1.24837914603092,35.4597383608804,2336,"111010000"
"250",1,1,1,0,1,0,0,0,0,0,-0.469139554892381,37.3751523750784,267,"111010000"
"251",1,1,1,0,1,0,0,0,0,0,-0.49762002307873,38.0683552283998,1359,"111010000"
"252",1,1,1,0,1,0,0,0,0,0,-0.549955190111139,58.5728955796125,1441,"111010000"
"253",1,1,1,0,1,0,0,0,0,0,-1.20726156159801,51.373225259929,1962,"111010000"
"254",1,1,1,0,1,0,0,0,0,0,-0.563193757201936,40.9590318143225,3717,"111010000"
"255",1,1,1,0,1,0,0,0,0,0,0.155444414859768,55.0441372401171,347,"111010000"
"256",1,1,1,0,1,0,0,0,0,0,-1.2571342096328,56.0877652464352,2090,"111010000"
"257",1,1,1,0,1,0,0,0,0,0,-0.949916180026945,43.168810146367,3406,"111010000"
"258",1,1,1,0,1,0,0,0,0,0,-0.869925354534077,61.165928320999,2061,"111010000"
"259",1,1,1,0,1,0,0,0,0,0,-0.777956545270689,51.7833981122836,3699,"111010000"
"260",1,1,1,0,1,0,0,0,0,0,-0.0648839898639604,55.723929025396,1385,"111010000"
"261",1,1,1,0,1,0,0,0,0,0,-0.470634313936335,67.2066853740115,729,"111010000"
"262",1,1,1,0,1,0,0,0,0,0,-0.570902308511157,45.7632327679808,712,"111010000"
"263",1,1,1,0,1,0,0,0,0,0,-0.957706382674788,51.1048650562254,656,"111010000"
"264",1,1,1,0,1,0,0,0,0,0,0.081678236923163,43.2722203240875,1397,"111010000"
"265",1,1,1,0,1,0,0,0,0,0,-0.453723646429296,72.6507306198711,2074,"111010000"
"266",1,1,1,0,1,0,0,0,0,0,-0.993055069769899,76.2017574231499,857,"111010000"
"267",1,1,1,0,1,0,0,0,0,1,0.680429586728237,31.7028608984794,2257,"111010000"
"268",1,1,1,0,1,0,0,0,0,0,-0.488729971862812,46.128376841445,1072,"111010000"
"269",1,1,1,0,1,0,0,0,0,0,-0.944951790659325,62.4673915509402,1687,"111010000"
"270",1,1,1,0,1,0,0,0,0,0,-1.35753605964348,67.9670753402329,2575,"111010000"
"271",1,1,1,0,1,0,0,0,0,0,-0.503402203508386,60.8457188952152,3006,"111010000"
"272",1,1,1,0,1,0,0,0,0,0,-0.711171842743198,54.9442273591733,3732,"111010000"
"273",1,1,1,0,1,0,0,0,0,0,-0.130882549059123,55.6736669199592,482,"111010000"
"274",1,1,1,0,1,0,0,0,0,0,-1.00725897607522,48.4999311550961,1341,"111010000"
"275",1,1,1,0,1,0,0,0,0,0,-0.0918333388622934,61.9113074297213,3204,"111010000"
"276",1,1,1,0,1,0,0,0,0,0,-1.33085324612114,61.3194458187219,1763,"111010000"
"277",1,1,1,0,1,0,0,0,0,0,-1.32823540020901,50.6522001882575,2318,"111010000"
"278",1,1,1,0,1,0,0,0,0,0,-0.656148575021326,56.794828326801,1059,"111010000"
"279",1,1,1,0,1,0,0,0,0,0,-0.297884858455212,45.7469614016699,1290,"111010000"
"280",1,1,1,0,1,0,0,0,0,0,-1.8441348678559,46.7242422681019,3146,"111010000"
"281",1,1,1,0,1,0,0,0,0,0,0.463775644091099,54.7474166864559,1594,"111010000"
"282",1,1,1,0,1,0,0,0,0,0,0.135327301345548,42.3597904977815,2727,"111010000"
"283",1,1,1,0,1,0,0,0,0,0,0.170515315634522,62.9754936406193,2960,"111010000"
