"","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","comp","richness","fdiv"
"1",0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,"0111111110001110",11,5.63182065545081
"2",1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,"1111111010001110",11,6.19443360569582
"3",0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,"0111111011001110",11,5.38028609539283
"4",0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,"0111111010101110",11,5.56913985707067
"5",0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,"0111111010011110",11,5.0939468264119
"6",0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,"0111111010001111",11,5.63344036410632
"7",1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,"1111110110001110",11,6.73164258484283
"8",0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,"0111110111001110",11,6.00423943247981
"9",0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,"0111110110101110",11,6.08867256207567
"10",0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,"0111110110011110",11,5.64155341458033
"11",0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,"0111110110001111",11,6.0139497053022
"12",1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,"1111110011001110",11,6.51616143981055
"13",1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,"1111110010101110",11,6.67182654564067
"14",1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,"1111110010011110",11,6.17387590879619
"15",1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,"1111110010001111",11,6.66419738426347
"16",0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,"0111110011101110",11,5.77239526927609
"17",0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,"0111110011011110",11,5.42067748682981
"18",0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,"0111110011001111",11,5.93661416712149
"19",0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,"0111110010111110",11,5.58185457124987
"20",0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,"0111110010101111",11,6.07658315594893
"21",0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,"0111110010011111",11,5.60595873481908
"22",1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,"1111011110001110",11,5.85271969263031
"23",0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,"0111011111001110",11,5.02721778468731
"24",0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,"0111011110101110",11,5.17149087345629
"25",0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,"0111011110011110",11,4.73691606760658
"26",0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,"0111011110001111",11,5.16265009637664
"27",1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,"1111011011001110",11,5.58479165229579
"28",1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,"1111011010101110",11,5.79003889425017
"29",1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,"1111011010011110",11,5.31178869232096
"30",1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,"1111011010001111",11,5.85433940128582
"31",0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,"0111011011101110",11,4.83271411637302
"32",0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,"0111011011011110",11,4.47752266590582
"33",0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,"0111011011001111",11,5.02453036181732
"34",0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,"0111011010111110",11,4.67438622513572
"35",0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,"0111011010101111",11,5.21400426789987
"36",0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,"0111011010011111",11,4.75510367440032
"37",1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,"1111010111001110",11,6.22356604551087
"38",1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,"1111010110101110",11,6.33296333032207
"39",1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"1111010110011110",11,5.88106871437863
