"","X1","X2","X3","X4","X5","X6"
"1","ANAR","BRHO","CESO","GITR","LENI","MICA"
"2","ANAR","BRHO","CESO","GITR","LENI","PLER"
"3","ANAR","BRHO","CESO","GITR","LENI","TACA"
"4","ANAR","BRHO","CESO","GITR","LENI","THIR"
"5","ANAR","BRHO","CESO","GITR","LENI","ACAM"
"6","ANAR","BRHO","CESO","GITR","LENI","AMME"
"7","ANAR","BRHO","CESO","GITR","LENI","BRNI"
"8","ANAR","BRHO","CESO","GITR","LENI","LOMU"
"9","ANAR","BRHO","CESO","GITR","LENI","MAEL"
"10","ANAR","BRHO","CESO","GITR","LENI","PLNO"
"11","ANAR","BRHO","CESO","GITR","LENI","TWIL"
"12","ANAR","BRHO","CESO","GITR","MICA","PLER"
"13","ANAR","BRHO","CESO","GITR","MICA","TACA"
"14","ANAR","BRHO","CESO","GITR","MICA","THIR"
"15","ANAR","BRHO","CESO","GITR","MICA","ACAM"
"16","ANAR","BRHO","CESO","GITR","MICA","AMME"
"17","ANAR","BRHO","CESO","GITR","MICA","BRNI"
"18","ANAR","BRHO","CESO","GITR","MICA","LOMU"
"19","ANAR","BRHO","CESO","GITR","MICA","MAEL"
"20","ANAR","BRHO","CESO","GITR","MICA","PLNO"
"21","ANAR","BRHO","CESO","GITR","MICA","TWIL"
"22","ANAR","BRHO","CESO","GITR","PLER","TACA"
"23","ANAR","BRHO","CESO","GITR","PLER","THIR"
"24","ANAR","BRHO","CESO","GITR","PLER","ACAM"
"25","ANAR","BRHO","CESO","GITR","PLER","AMME"
"26","ANAR","BRHO","CESO","GITR","PLER","BRNI"
"27","ANAR","BRHO","CESO","GITR","PLER","LOMU"
"28","ANAR","BRHO","CESO","GITR","PLER","MAEL"
"29","ANAR","BRHO","CESO","GITR","PLER","PLNO"
"30","ANAR","BRHO","CESO","GITR","PLER","TWIL"
"31","ANAR","BRHO","CESO","GITR","TACA","THIR"
"32","ANAR","BRHO","CESO","GITR","TACA","ACAM"
"33","ANAR","BRHO","CESO","GITR","TACA","AMME"
"34","ANAR","BRHO","CESO","GITR","TACA","BRNI"
"35","ANAR","BRHO","CESO","GITR","TACA","LOMU"
"36","ANAR","BRHO","CESO","GITR","TACA","MAEL"
"37","ANAR","BRHO","CESO","GITR","TACA","PLNO"
"38","ANAR","BRHO","CESO","GITR","TACA","TWIL"
"39","ANAR","BRHO","CESO","GITR","THIR","ACAM"
"40","ANAR","BRHO","CESO","GITR","THIR","AMME"
"41","ANAR","BRHO","CESO","GITR","THIR","BRNI"
"42","ANAR","BRHO","CESO","GITR","THIR","LOMU"
"43","ANAR","BRHO","CESO","GITR","THIR","MAEL"
"44","ANAR","BRHO","CESO","GITR","THIR","PLNO"
"45","ANAR","BRHO","CESO","GITR","THIR","TWIL"
"46","ANAR","BRHO","CESO","GITR","ACAM","AMME"
"47","ANAR","BRHO","CESO","GITR","ACAM","BRNI"
"48","ANAR","BRHO","CESO","GITR","ACAM","LOMU"
"49","ANAR","BRHO","CESO","GITR","ACAM","MAEL"
"50","ANAR","BRHO","CESO","GITR","ACAM","PLNO"
"51","ANAR","BRHO","CESO","GITR","ACAM","TWIL"
"52","ANAR","BRHO","CESO","GITR","AMME","BRNI"
"53","ANAR","BRHO","CESO","GITR","AMME","LOMU"
"54","ANAR","BRHO","CESO","GITR","AMME","MAEL"
"55","ANAR","BRHO","CESO","GITR","AMME","PLNO"
"56","ANAR","BRHO","CESO","GITR","AMME","TWIL"
"57","ANAR","BRHO","CESO","GITR","BRNI","LOMU"
"58","ANAR","BRHO","CESO","GITR","BRNI","MAEL"
"59","ANAR","BRHO","CESO","GITR","BRNI","PLNO"
"60","ANAR","BRHO","CESO","GITR","BRNI","TWIL"
"61","ANAR","BRHO","CESO","GITR","LOMU","MAEL"
"62","ANAR","BRHO","CESO","GITR","LOMU","PLNO"
"63","ANAR","BRHO","CESO","GITR","LOMU","TWIL"
"64","ANAR","BRHO","CESO","GITR","MAEL","PLNO"
"65","ANAR","BRHO","CESO","GITR","MAEL","TWIL"
"66","ANAR","BRHO","CESO","GITR","PLNO","TWIL"
"67","ANAR","BRHO","CESO","LENI","MICA","PLER"
"68","ANAR","BRHO","CESO","LENI","MICA","TACA"
"69","ANAR","BRHO","CESO","LENI","MICA","THIR"
"70","ANAR","BRHO","CESO","LENI","MICA","ACAM"
"71","ANAR","BRHO","CESO","LENI","MICA","AMME"
"72","ANAR","BRHO","CESO","LENI","MICA","BRNI"
"73","ANAR","BRHO","CESO","LENI","MICA","LOMU"
"74","ANAR","BRHO","CESO","LENI","MICA","MAEL"
"75","ANAR","BRHO","CESO","LENI","MICA","PLNO"
"76","ANAR","BRHO","CESO","LENI","MICA","TWIL"
"77","ANAR","BRHO","CESO","LENI","PLER","TACA"
"78","ANAR","BRHO","CESO","LENI","PLER","THIR"
"79","ANAR","BRHO","CESO","LENI","PLER","ACAM"
"80","ANAR","BRHO","CESO","LENI","PLER","AMME"
"81","ANAR","BRHO","CESO","LENI","PLER","BRNI"
"82","ANAR","BRHO","CESO","LENI","PLER","LOMU"
"83","ANAR","BRHO","CESO","LENI","PLER","MAEL"
"84","ANAR","BRHO","CESO","LENI","PLER","PLNO"
"85","ANAR","BRHO","CESO","LENI","PLER","TWIL"
"86","ANAR","BRHO","CESO","LENI","TACA","THIR"
"87","ANAR","BRHO","CESO","LENI","TACA","ACAM"
"88","ANAR","BRHO","CESO","LENI","TACA","AMME"
"89","ANAR","BRHO","CESO","LENI","TACA","BRNI"
"90","ANAR","BRHO","CESO","LENI","TACA","LOMU"
"91","ANAR","BRHO","CESO","LENI","TACA","MAEL"
"92","ANAR","BRHO","CESO","LENI","TACA","PLNO"
"93","ANAR","BRHO","CESO","LENI","TACA","TWIL"
"94","ANAR","BRHO","CESO","LENI","THIR","ACAM"
"95","ANAR","BRHO","CESO","LENI","THIR","AMME"
"96","ANAR","BRHO","CESO","LENI","THIR","BRNI"
"97","ANAR","BRHO","CESO","LENI","THIR","LOMU"
"98","ANAR","BRHO","CESO","LENI","THIR","MAEL"
"99","ANAR","BRHO","CESO","LENI","THIR","PLNO"
"100","ANAR","BRHO","CESO","LENI","THIR","TWIL"
"101","ANAR","BRHO","CESO","LENI","ACAM","AMME"
"102","ANAR","BRHO","CESO","LENI","ACAM","BRNI"
"103","ANAR","BRHO","CESO","LENI","ACAM","LOMU"
"104","ANAR","BRHO","CESO","LENI","ACAM","MAEL"
"105","ANAR","BRHO","CESO","LENI","ACAM","PLNO"
"106","ANAR","BRHO","CESO","LENI","ACAM","TWIL"
"107","ANAR","BRHO","CESO","LENI","AMME","BRNI"
"108","ANAR","BRHO","CESO","LENI","AMME","LOMU"
"109","ANAR","BRHO","CESO","LENI","AMME","MAEL"
"110","ANAR","BRHO","CESO","LENI","AMME","PLNO"
"111","ANAR","BRHO","CESO","LENI","AMME","TWIL"
"112","ANAR","BRHO","CESO","LENI","BRNI","LOMU"
"113","ANAR","BRHO","CESO","LENI","BRNI","MAEL"
"114","ANAR","BRHO","CESO","LENI","BRNI","PLNO"
"115","ANAR","BRHO","CESO","LENI","BRNI","TWIL"
"116","ANAR","BRHO","CESO","LENI","LOMU","MAEL"
"117","ANAR","BRHO","CESO","LENI","LOMU","PLNO"
"118","ANAR","BRHO","CESO","LENI","LOMU","TWIL"
"119","ANAR","BRHO","CESO","LENI","MAEL","PLNO"
"120","ANAR","BRHO","CESO","LENI","MAEL","TWIL"
"121","ANAR","BRHO","CESO","LENI","PLNO","TWIL"
"122","ANAR","BRHO","CESO","MICA","PLER","TACA"
"123","ANAR","BRHO","CESO","MICA","PLER","THIR"
"124","ANAR","BRHO","CESO","MICA","PLER","ACAM"
"125","ANAR","BRHO","CESO","MICA","PLER","AMME"
"126","ANAR","BRHO","CESO","MICA","PLER","BRNI"
"127","ANAR","BRHO","CESO","MICA","PLER","LOMU"
"128","ANAR","BRHO","CESO","MICA","PLER","MAEL"
"129","ANAR","BRHO","CESO","MICA","PLER","PLNO"
"130","ANAR","BRHO","CESO","MICA","PLER","TWIL"
"131","ANAR","BRHO","CESO","MICA","TACA","THIR"
"132","ANAR","BRHO","CESO","MICA","TACA","ACAM"
"133","ANAR","BRHO","CESO","MICA","TACA","AMME"
"134","ANAR","BRHO","CESO","MICA","TACA","BRNI"
"135","ANAR","BRHO","CESO","MICA","TACA","LOMU"
"136","ANAR","BRHO","CESO","MICA","TACA","MAEL"
"137","ANAR","BRHO","CESO","MICA","TACA","PLNO"
"138","ANAR","BRHO","CESO","MICA","TACA","TWIL"
"139","ANAR","BRHO","CESO","MICA","THIR","ACAM"
"140","ANAR","BRHO","CESO","MICA","THIR","AMME"
"141","ANAR","BRHO","CESO","MICA","THIR","BRNI"
"142","ANAR","BRHO","CESO","MICA","THIR","LOMU"
"143","ANAR","BRHO","CESO","MICA","THIR","MAEL"
"144","ANAR","BRHO","CESO","MICA","THIR","PLNO"
"145","ANAR","BRHO","CESO","MICA","THIR","TWIL"
"146","ANAR","BRHO","CESO","MICA","ACAM","AMME"
"147","ANAR","BRHO","CESO","MICA","ACAM","BRNI"
"148","ANAR","BRHO","CESO","MICA","ACAM","LOMU"
"149","ANAR","BRHO","CESO","MICA","ACAM","MAEL"
"150","ANAR","BRHO","CESO","MICA","ACAM","PLNO"
"151","ANAR","BRHO","CESO","MICA","ACAM","TWIL"
"152","ANAR","BRHO","CESO","MICA","AMME","BRNI"
"153","ANAR","BRHO","CESO","MICA","AMME","LOMU"
"154","ANAR","BRHO","CESO","MICA","AMME","MAEL"
"155","ANAR","BRHO","CESO","MICA","AMME","PLNO"
"156","ANAR","BRHO","CESO","MICA","AMME","TWIL"
"157","ANAR","BRHO","CESO","MICA","BRNI","LOMU"
"158","ANAR","BRHO","CESO","MICA","BRNI","MAEL"
"159","ANAR","BRHO","CESO","MICA","BRNI","PLNO"
"160","ANAR","BRHO","CESO","MICA","BRNI","TWIL"
"161","ANAR","BRHO","CESO","MICA","LOMU","MAEL"
"162","ANAR","BRHO","CESO","MICA","LOMU","PLNO"
"163","ANAR","BRHO","CESO","MICA","LOMU","TWIL"
"164","ANAR","BRHO","CESO","MICA","MAEL","PLNO"
"165","ANAR","BRHO","CESO","MICA","MAEL","TWIL"
"166","ANAR","BRHO","CESO","MICA","PLNO","TWIL"
"167","ANAR","BRHO","CESO","PLER","TACA","THIR"
"168","ANAR","BRHO","CESO","PLER","TACA","ACAM"
"169","ANAR","BRHO","CESO","PLER","TACA","AMME"
"170","ANAR","BRHO","CESO","PLER","TACA","BRNI"
"171","ANAR","BRHO","CESO","PLER","TACA","LOMU"
"172","ANAR","BRHO","CESO","PLER","TACA","MAEL"
"173","ANAR","BRHO","CESO","PLER","TACA","PLNO"
"174","ANAR","BRHO","CESO","PLER","TACA","TWIL"
"175","ANAR","BRHO","CESO","PLER","THIR","ACAM"
"176","ANAR","BRHO","CESO","PLER","THIR","AMME"
"177","ANAR","BRHO","CESO","PLER","THIR","BRNI"
"178","ANAR","BRHO","CESO","PLER","THIR","LOMU"
"179","ANAR","BRHO","CESO","PLER","THIR","MAEL"
"180","ANAR","BRHO","CESO","PLER","THIR","PLNO"
"181","ANAR","BRHO","CESO","PLER","THIR","TWIL"
"182","ANAR","BRHO","CESO","PLER","ACAM","AMME"
"183","ANAR","BRHO","CESO","PLER","ACAM","BRNI"
"184","ANAR","BRHO","CESO","PLER","ACAM","LOMU"
"185","ANAR","BRHO","CESO","PLER","ACAM","MAEL"
"186","ANAR","BRHO","CESO","PLER","ACAM","PLNO"
"187","ANAR","BRHO","CESO","PLER","ACAM","TWIL"
"188","ANAR","BRHO","CESO","PLER","AMME","BRNI"
"189","ANAR","BRHO","CESO","PLER","AMME","LOMU"
"190","ANAR","BRHO","CESO","PLER","AMME","MAEL"
"191","ANAR","BRHO","CESO","PLER","AMME","PLNO"
"192","ANAR","BRHO","CESO","PLER","AMME","TWIL"
"193","ANAR","BRHO","CESO","PLER","BRNI","LOMU"
"194","ANAR","BRHO","CESO","PLER","BRNI","MAEL"
"195","ANAR","BRHO","CESO","PLER","BRNI","PLNO"
"196","ANAR","BRHO","CESO","PLER","BRNI","TWIL"
"197","ANAR","BRHO","CESO","PLER","LOMU","MAEL"
"198","ANAR","BRHO","CESO","PLER","LOMU","PLNO"
"199","ANAR","BRHO","CESO","PLER","LOMU","TWIL"
"200","ANAR","BRHO","CESO","PLER","MAEL","PLNO"
"201","ANAR","BRHO","CESO","PLER","MAEL","TWIL"
"202","ANAR","BRHO","CESO","PLER","PLNO","TWIL"
"203","ANAR","BRHO","CESO","TACA","THIR","ACAM"
"204","ANAR","BRHO","CESO","TACA","THIR","AMME"
"205","ANAR","BRHO","CESO","TACA","THIR","BRNI"
"206","ANAR","BRHO","CESO","TACA","THIR","LOMU"
"207","ANAR","BRHO","CESO","TACA","THIR","MAEL"
"208","ANAR","BRHO","CESO","TACA","THIR","PLNO"
"209","ANAR","BRHO","CESO","TACA","THIR","TWIL"
"210","ANAR","BRHO","CESO","TACA","ACAM","AMME"
"211","ANAR","BRHO","CESO","TACA","ACAM","BRNI"
"212","ANAR","BRHO","CESO","TACA","ACAM","LOMU"
"213","ANAR","BRHO","CESO","TACA","ACAM","MAEL"
"214","ANAR","BRHO","CESO","TACA","ACAM","PLNO"
"215","ANAR","BRHO","CESO","TACA","ACAM","TWIL"
"216","ANAR","BRHO","CESO","TACA","AMME","BRNI"
"217","ANAR","BRHO","CESO","TACA","AMME","LOMU"
"218","ANAR","BRHO","CESO","TACA","AMME","MAEL"
"219","ANAR","BRHO","CESO","TACA","AMME","PLNO"
"220","ANAR","BRHO","CESO","TACA","AMME","TWIL"
"221","ANAR","BRHO","CESO","TACA","BRNI","LOMU"
"222","ANAR","BRHO","CESO","TACA","BRNI","MAEL"
"223","ANAR","BRHO","CESO","TACA","BRNI","PLNO"
"224","ANAR","BRHO","CESO","TACA","BRNI","TWIL"
"225","ANAR","BRHO","CESO","TACA","LOMU","MAEL"
"226","ANAR","BRHO","CESO","TACA","LOMU","PLNO"
"227","ANAR","BRHO","CESO","TACA","LOMU","TWIL"
"228","ANAR","BRHO","CESO","TACA","MAEL","PLNO"
"229","ANAR","BRHO","CESO","TACA","MAEL","TWIL"
"230","ANAR","BRHO","CESO","TACA","PLNO","TWIL"
"231","ANAR","BRHO","CESO","THIR","ACAM","AMME"
"232","ANAR","BRHO","CESO","THIR","ACAM","BRNI"
"233","ANAR","BRHO","CESO","THIR","ACAM","LOMU"
"234","ANAR","BRHO","CESO","THIR","ACAM","MAEL"
"235","ANAR","BRHO","CESO","THIR","ACAM","PLNO"
"236","ANAR","BRHO","CESO","THIR","ACAM","TWIL"
"237","ANAR","BRHO","CESO","THIR","AMME","BRNI"
"238","ANAR","BRHO","CESO","THIR","AMME","LOMU"
"239","ANAR","BRHO","CESO","THIR","AMME","MAEL"
"240","ANAR","BRHO","CESO","THIR","AMME","PLNO"
"241","ANAR","BRHO","CESO","THIR","AMME","TWIL"
"242","ANAR","BRHO","CESO","THIR","BRNI","LOMU"
"243","ANAR","BRHO","CESO","THIR","BRNI","MAEL"
"244","ANAR","BRHO","CESO","THIR","BRNI","PLNO"
"245","ANAR","BRHO","CESO","THIR","BRNI","TWIL"
"246","ANAR","BRHO","CESO","THIR","LOMU","MAEL"
"247","ANAR","BRHO","CESO","THIR","LOMU","PLNO"
"248","ANAR","BRHO","CESO","THIR","LOMU","TWIL"
"249","ANAR","BRHO","CESO","THIR","MAEL","PLNO"
"250","ANAR","BRHO","CESO","THIR","MAEL","TWIL"
"251","ANAR","BRHO","CESO","THIR","PLNO","TWIL"
"252","ANAR","BRHO","CESO","ACAM","AMME","BRNI"
"253","ANAR","BRHO","CESO","ACAM","AMME","LOMU"
"254","ANAR","BRHO","CESO","ACAM","AMME","MAEL"
"255","ANAR","BRHO","CESO","ACAM","AMME","PLNO"
"256","ANAR","BRHO","CESO","ACAM","AMME","TWIL"
"257","ANAR","BRHO","CESO","ACAM","BRNI","LOMU"
"258","ANAR","BRHO","CESO","ACAM","BRNI","MAEL"
"259","ANAR","BRHO","CESO","ACAM","BRNI","PLNO"
"260","ANAR","BRHO","CESO","ACAM","BRNI","TWIL"
"261","ANAR","BRHO","CESO","ACAM","LOMU","MAEL"
"262","ANAR","BRHO","CESO","ACAM","LOMU","PLNO"
"263","ANAR","BRHO","CESO","ACAM","LOMU","TWIL"
"264","ANAR","BRHO","CESO","ACAM","MAEL","PLNO"
"265","ANAR","BRHO","CESO","ACAM","MAEL","TWIL"
"266","ANAR","BRHO","CESO","ACAM","PLNO","TWIL"
"267","ANAR","BRHO","CESO","AMME","BRNI","LOMU"
"268","ANAR","BRHO","CESO","AMME","BRNI","MAEL"
"269","ANAR","BRHO","CESO","AMME","BRNI","PLNO"
"270","ANAR","BRHO","CESO","AMME","BRNI","TWIL"
"271","ANAR","BRHO","CESO","AMME","LOMU","MAEL"
"272","ANAR","BRHO","CESO","AMME","LOMU","PLNO"
"273","ANAR","BRHO","CESO","AMME","LOMU","TWIL"
"274","ANAR","BRHO","CESO","AMME","MAEL","PLNO"
"275","ANAR","BRHO","CESO","AMME","MAEL","TWIL"
"276","ANAR","BRHO","CESO","AMME","PLNO","TWIL"
"277","ANAR","BRHO","CESO","BRNI","LOMU","MAEL"
"278","ANAR","BRHO","CESO","BRNI","LOMU","PLNO"
"279","ANAR","BRHO","CESO","BRNI","LOMU","TWIL"
"280","ANAR","BRHO","CESO","BRNI","MAEL","PLNO"
"281","ANAR","BRHO","CESO","BRNI","MAEL","TWIL"
"282","ANAR","BRHO","CESO","BRNI","PLNO","TWIL"
"283","ANAR","BRHO","CESO","LOMU","MAEL","PLNO"
"284","ANAR","BRHO","CESO","LOMU","MAEL","TWIL"
"285","ANAR","BRHO","CESO","LOMU","PLNO","TWIL"
"286","ANAR","BRHO","CESO","MAEL","PLNO","TWIL"
"287","ANAR","BRHO","GITR","LENI","MICA","PLER"
"288","ANAR","BRHO","GITR","LENI","MICA","TACA"
"289","ANAR","BRHO","GITR","LENI","MICA","THIR"
"290","ANAR","BRHO","GITR","LENI","MICA","ACAM"
"291","ANAR","BRHO","GITR","LENI","MICA","AMME"
"292","ANAR","BRHO","GITR","LENI","MICA","BRNI"
"293","ANAR","BRHO","GITR","LENI","MICA","LOMU"
"294","ANAR","BRHO","GITR","LENI","MICA","MAEL"
"295","ANAR","BRHO","GITR","LENI","MICA","PLNO"
"296","ANAR","BRHO","GITR","LENI","MICA","TWIL"
"297","ANAR","BRHO","GITR","LENI","PLER","TACA"
"298","ANAR","BRHO","GITR","LENI","PLER","THIR"
"299","ANAR","BRHO","GITR","LENI","PLER","ACAM"
"300","ANAR","BRHO","GITR","LENI","PLER","AMME"
"301","ANAR","BRHO","GITR","LENI","PLER","BRNI"
"302","ANAR","BRHO","GITR","LENI","PLER","LOMU"
"303","ANAR","BRHO","GITR","LENI","PLER","MAEL"
"304","ANAR","BRHO","GITR","LENI","PLER","PLNO"
"305","ANAR","BRHO","GITR","LENI","PLER","TWIL"
"306","ANAR","BRHO","GITR","LENI","TACA","THIR"
"307","ANAR","BRHO","GITR","LENI","TACA","ACAM"
"308","ANAR","BRHO","GITR","LENI","TACA","AMME"
"309","ANAR","BRHO","GITR","LENI","TACA","BRNI"
"310","ANAR","BRHO","GITR","LENI","TACA","LOMU"
"311","ANAR","BRHO","GITR","LENI","TACA","MAEL"
"312","ANAR","BRHO","GITR","LENI","TACA","PLNO"
"313","ANAR","BRHO","GITR","LENI","TACA","TWIL"
"314","ANAR","BRHO","GITR","LENI","THIR","ACAM"
"315","ANAR","BRHO","GITR","LENI","THIR","AMME"
"316","ANAR","BRHO","GITR","LENI","THIR","BRNI"
"317","ANAR","BRHO","GITR","LENI","THIR","LOMU"
"318","ANAR","BRHO","GITR","LENI","THIR","MAEL"
"319","ANAR","BRHO","GITR","LENI","THIR","PLNO"
"320","ANAR","BRHO","GITR","LENI","THIR","TWIL"
"321","ANAR","BRHO","GITR","LENI","ACAM","AMME"
"322","ANAR","BRHO","GITR","LENI","ACAM","BRNI"
"323","ANAR","BRHO","GITR","LENI","ACAM","LOMU"
"324","ANAR","BRHO","GITR","LENI","ACAM","MAEL"
"325","ANAR","BRHO","GITR","LENI","ACAM","PLNO"
"326","ANAR","BRHO","GITR","LENI","ACAM","TWIL"
"327","ANAR","BRHO","GITR","LENI","AMME","BRNI"
"328","ANAR","BRHO","GITR","LENI","AMME","LOMU"
"329","ANAR","BRHO","GITR","LENI","AMME","MAEL"
"330","ANAR","BRHO","GITR","LENI","AMME","PLNO"
"331","ANAR","BRHO","GITR","LENI","AMME","TWIL"
"332","ANAR","BRHO","GITR","LENI","BRNI","LOMU"
"333","ANAR","BRHO","GITR","LENI","BRNI","MAEL"
"334","ANAR","BRHO","GITR","LENI","BRNI","PLNO"
"335","ANAR","BRHO","GITR","LENI","BRNI","TWIL"
"336","ANAR","BRHO","GITR","LENI","LOMU","MAEL"
"337","ANAR","BRHO","GITR","LENI","LOMU","PLNO"
"338","ANAR","BRHO","GITR","LENI","LOMU","TWIL"
"339","ANAR","BRHO","GITR","LENI","MAEL","PLNO"
"340","ANAR","BRHO","GITR","LENI","MAEL","TWIL"
"341","ANAR","BRHO","GITR","LENI","PLNO","TWIL"
"342","ANAR","BRHO","GITR","MICA","PLER","TACA"
"343","ANAR","BRHO","GITR","MICA","PLER","THIR"
"344","ANAR","BRHO","GITR","MICA","PLER","ACAM"
"345","ANAR","BRHO","GITR","MICA","PLER","AMME"
"346","ANAR","BRHO","GITR","MICA","PLER","BRNI"
"347","ANAR","BRHO","GITR","MICA","PLER","LOMU"
"348","ANAR","BRHO","GITR","MICA","PLER","MAEL"
"349","ANAR","BRHO","GITR","MICA","PLER","PLNO"
"350","ANAR","BRHO","GITR","MICA","PLER","TWIL"
"351","ANAR","BRHO","GITR","MICA","TACA","THIR"
"352","ANAR","BRHO","GITR","MICA","TACA","ACAM"
"353","ANAR","BRHO","GITR","MICA","TACA","AMME"
"354","ANAR","BRHO","GITR","MICA","TACA","BRNI"
"355","ANAR","BRHO","GITR","MICA","TACA","LOMU"
"356","ANAR","BRHO","GITR","MICA","TACA","MAEL"
"357","ANAR","BRHO","GITR","MICA","TACA","PLNO"
"358","ANAR","BRHO","GITR","MICA","TACA","TWIL"
"359","ANAR","BRHO","GITR","MICA","THIR","ACAM"
"360","ANAR","BRHO","GITR","MICA","THIR","AMME"
"361","ANAR","BRHO","GITR","MICA","THIR","BRNI"
"362","ANAR","BRHO","GITR","MICA","THIR","LOMU"
"363","ANAR","BRHO","GITR","MICA","THIR","MAEL"
"364","ANAR","BRHO","GITR","MICA","THIR","PLNO"
"365","ANAR","BRHO","GITR","MICA","THIR","TWIL"
"366","ANAR","BRHO","GITR","MICA","ACAM","AMME"
"367","ANAR","BRHO","GITR","MICA","ACAM","BRNI"
"368","ANAR","BRHO","GITR","MICA","ACAM","LOMU"
"369","ANAR","BRHO","GITR","MICA","ACAM","MAEL"
"370","ANAR","BRHO","GITR","MICA","ACAM","PLNO"
"371","ANAR","BRHO","GITR","MICA","ACAM","TWIL"
"372","ANAR","BRHO","GITR","MICA","AMME","BRNI"
"373","ANAR","BRHO","GITR","MICA","AMME","LOMU"
"374","ANAR","BRHO","GITR","MICA","AMME","MAEL"
"375","ANAR","BRHO","GITR","MICA","AMME","PLNO"
"376","ANAR","BRHO","GITR","MICA","AMME","TWIL"
"377","ANAR","BRHO","GITR","MICA","BRNI","LOMU"
"378","ANAR","BRHO","GITR","MICA","BRNI","MAEL"
"379","ANAR","BRHO","GITR","MICA","BRNI","PLNO"
"380","ANAR","BRHO","GITR","MICA","BRNI","TWIL"
"381","ANAR","BRHO","GITR","MICA","LOMU","MAEL"
"382","ANAR","BRHO","GITR","MICA","LOMU","PLNO"
"383","ANAR","BRHO","GITR","MICA","LOMU","TWIL"
"384","ANAR","BRHO","GITR","MICA","MAEL","PLNO"
"385","ANAR","BRHO","GITR","MICA","MAEL","TWIL"
"386","ANAR","BRHO","GITR","MICA","PLNO","TWIL"
"387","ANAR","BRHO","GITR","PLER","TACA","THIR"
"388","ANAR","BRHO","GITR","PLER","TACA","ACAM"
"389","ANAR","BRHO","GITR","PLER","TACA","AMME"
"390","ANAR","BRHO","GITR","PLER","TACA","BRNI"
"391","ANAR","BRHO","GITR","PLER","TACA","LOMU"
"392","ANAR","BRHO","GITR","PLER","TACA","MAEL"
"393","ANAR","BRHO","GITR","PLER","TACA","PLNO"
"394","ANAR","BRHO","GITR","PLER","TACA","TWIL"
"395","ANAR","BRHO","GITR","PLER","THIR","ACAM"
"396","ANAR","BRHO","GITR","PLER","THIR","AMME"
"397","ANAR","BRHO","GITR","PLER","THIR","BRNI"
"398","ANAR","BRHO","GITR","PLER","THIR","LOMU"
"399","ANAR","BRHO","GITR","PLER","THIR","MAEL"
"400","ANAR","BRHO","GITR","PLER","THIR","PLNO"
"401","ANAR","BRHO","GITR","PLER","THIR","TWIL"
"402","ANAR","BRHO","GITR","PLER","ACAM","AMME"
"403","ANAR","BRHO","GITR","PLER","ACAM","BRNI"
"404","ANAR","BRHO","GITR","PLER","ACAM","LOMU"
"405","ANAR","BRHO","GITR","PLER","ACAM","MAEL"
"406","ANAR","BRHO","GITR","PLER","ACAM","PLNO"
"407","ANAR","BRHO","GITR","PLER","ACAM","TWIL"
"408","ANAR","BRHO","GITR","PLER","AMME","BRNI"
"409","ANAR","BRHO","GITR","PLER","AMME","LOMU"
"410","ANAR","BRHO","GITR","PLER","AMME","MAEL"
"411","ANAR","BRHO","GITR","PLER","AMME","PLNO"
"412","ANAR","BRHO","GITR","PLER","AMME","TWIL"
"413","ANAR","BRHO","GITR","PLER","BRNI","LOMU"
"414","ANAR","BRHO","GITR","PLER","BRNI","MAEL"
"415","ANAR","BRHO","GITR","PLER","BRNI","PLNO"
"416","ANAR","BRHO","GITR","PLER","BRNI","TWIL"
"417","ANAR","BRHO","GITR","PLER","LOMU","MAEL"
"418","ANAR","BRHO","GITR","PLER","LOMU","PLNO"
"419","ANAR","BRHO","GITR","PLER","LOMU","TWIL"
"420","ANAR","BRHO","GITR","PLER","MAEL","PLNO"
"421","ANAR","BRHO","GITR","PLER","MAEL","TWIL"
"422","ANAR","BRHO","GITR","PLER","PLNO","TWIL"
"423","ANAR","BRHO","GITR","TACA","THIR","ACAM"
"424","ANAR","BRHO","GITR","TACA","THIR","AMME"
"425","ANAR","BRHO","GITR","TACA","THIR","BRNI"
"426","ANAR","BRHO","GITR","TACA","THIR","LOMU"
"427","ANAR","BRHO","GITR","TACA","THIR","MAEL"
"428","ANAR","BRHO","GITR","TACA","THIR","PLNO"
"429","ANAR","BRHO","GITR","TACA","THIR","TWIL"
"430","ANAR","BRHO","GITR","TACA","ACAM","AMME"
"431","ANAR","BRHO","GITR","TACA","ACAM","BRNI"
"432","ANAR","BRHO","GITR","TACA","ACAM","LOMU"
"433","ANAR","BRHO","GITR","TACA","ACAM","MAEL"
"434","ANAR","BRHO","GITR","TACA","ACAM","PLNO"
"435","ANAR","BRHO","GITR","TACA","ACAM","TWIL"
"436","ANAR","BRHO","GITR","TACA","AMME","BRNI"
"437","ANAR","BRHO","GITR","TACA","AMME","LOMU"
"438","ANAR","BRHO","GITR","TACA","AMME","MAEL"
"439","ANAR","BRHO","GITR","TACA","AMME","PLNO"
"440","ANAR","BRHO","GITR","TACA","AMME","TWIL"
"441","ANAR","BRHO","GITR","TACA","BRNI","LOMU"
"442","ANAR","BRHO","GITR","TACA","BRNI","MAEL"
"443","ANAR","BRHO","GITR","TACA","BRNI","PLNO"
"444","ANAR","BRHO","GITR","TACA","BRNI","TWIL"
"445","ANAR","BRHO","GITR","TACA","LOMU","MAEL"
"446","ANAR","BRHO","GITR","TACA","LOMU","PLNO"
