"","ANAR","BRHO","CESO","LOMU","TACA","THIR","feasibility","niche_diff","fitness_diff","draw","comp"
"126",1,1,1,0,1,0,0,-1.73523197586074,48.2715517403954,3254,"111010"
"127",1,1,1,0,1,0,0,-1.94054424596395,25.9010297316783,2873,"111010"
"128",1,1,1,0,1,0,0,-1.79566653516063,32.4582985678892,3299,"111010"
"129",1,1,1,0,1,0,0,-1.75982283586201,35.9373630500198,1532,"111010"
"130",1,1,1,0,1,0,0,-1.84449921726431,39.7190400382884,3099,"111010"
"131",1,1,1,0,1,0,0,-2.12964194908286,48.5964260024776,905,"111010"
"132",1,1,1,0,1,0,0,-2.43336693516099,41.7909853014087,3152,"111010"
"133",1,1,1,0,1,0,0,-2.59401728571492,34.4173653496063,1456,"111010"
"134",1,1,1,0,1,0,0,-2.06993757870785,58.9655897610543,649,"111010"
"135",1,1,1,0,1,0,0,-1.53697483649734,29.6793044093204,2525,"111010"
"136",1,1,1,0,1,0,0,-2.02028985525751,33.8543915278323,3279,"111010"
"137",1,1,1,0,1,0,0,-2.80130423239454,33.5165451103371,369,"111010"
"138",1,1,1,0,1,0,0,-1.54581941129572,30.0783629256707,1910,"111010"
"139",1,1,1,0,1,0,0,-1.74787286912253,13.6172660210661,298,"111010"
"140",1,1,1,0,1,0,0,-2.17043151354919,29.874615226356,631,"111010"
"141",1,1,1,0,1,0,0,-1.65063222053617,35.5361600029356,457,"111010"
"142",1,1,1,0,1,0,0,-2.5541494332538,34.2548415787754,2120,"111010"
"143",1,1,1,0,1,0,0,-1.48370265519231,38.2571684425066,1374,"111010"
"144",1,1,1,0,1,0,0,-2.53423959223851,35.2617654167622,1408,"111010"
"145",1,1,1,0,1,0,0,-1.63026449090297,30.0913861949112,2660,"111010"
"146",1,1,1,0,1,0,0,-1.34325220285372,36.7151472978903,2619,"111010"
"147",1,1,1,0,1,0,0,-0.551424803707311,16.4289436470454,2350,"111010"
"148",1,1,1,0,1,0,0,-2.32928152137547,52.6695443368961,1075,"111010"
"149",1,1,1,0,1,0,0,-1.9976676526499,67.8201019617401,2419,"111010"
"150",1,1,1,0,1,0,0,-1.92461319430832,37.6930482420642,2508,"111010"
"151",1,1,1,0,1,0,0,-2.22651961488532,51.5215430174937,790,"111010"
"152",1,1,1,0,1,0,0,-2.00591519263536,20.6040572994844,3646,"111010"
"153",1,1,1,0,1,0,0,-2.1792593776276,31.8977132699348,865,"111010"
"154",1,1,1,0,1,0,0,-2.5706760502435,40.331454883662,2943,"111010"
"155",1,1,1,0,1,0,0,-1.13578773326378,40.8157662063161,2957,"111010"
"156",1,1,1,0,1,0,0,-1.9068850651334,36.5424459803023,1798,"111010"
"157",1,1,1,0,1,0,0,-1.66002490197078,28.3264120476258,40,"111010"
"158",1,1,1,0,1,0,0,-2.97908550128653,44.1618305138766,774,"111010"
"159",1,1,1,0,1,0,0,-2.33927730998071,45.584452786513,1333,"111010"
"160",1,1,1,0,1,0,0,-1.60156481611293,43.4708966378868,3232,"111010"
"161",1,1,1,0,1,0,0,-1.54546647045397,30.0094287794657,927,"111010"
"162",1,1,1,0,1,0,0,-1.65806942397143,32.2374659124061,3352,"111010"
"163",1,1,1,0,1,0,0,-1.43012781268953,50.2884633527388,2165,"111010"
"164",1,1,1,0,1,0,0,-1.64769614870124,48.9108128200752,2610,"111010"
"165",1,1,1,0,1,0,0,-1.84487544738612,24.1472195708839,1709,"111010"
"166",1,1,1,0,1,0,0,-1.49378064140742,40.5386455538907,151,"111010"
"167",1,1,1,0,1,0,0,-2.05931892298885,23.1492060710637,3217,"111010"
"168",1,1,1,0,1,0,0,-2.18114049942966,40.7937553048549,2347,"111010"
"169",1,1,1,0,1,0,0,-2.26918869830592,18.8355972272818,1817,"111010"
"170",1,1,1,0,1,0,0,-1.50229358825289,42.2345695378576,129,"111010"
"171",1,1,1,0,1,0,0,-1.77980399823249,45.0250431222121,68,"111010"
"172",1,1,1,0,1,0,0,-1.93478538840803,32.064712897471,3550,"111010"
"173",1,1,1,0,1,0,0,-2.16810854981144,44.3705073594857,2397,"111010"
"174",1,1,1,0,1,0,0,-1.98056276063752,28.6308640191465,1007,"111010"
"175",1,1,1,0,1,0,0,-1.93852594044473,28.4093253955516,636,"111010"
"176",1,1,1,0,1,0,0,-2.6836087544061,48.3810824889698,3544,"111010"
"177",1,1,1,0,1,0,0,-1.91265605764584,26.8922143392394,1133,"111010"
"178",1,1,1,0,1,0,0,-1.69031037364302,24.6190093045006,102,"111010"
"179",1,1,1,0,1,0,0,-2.15104816801785,30.7589857824839,757,"111010"
"180",1,1,1,0,1,0,0,-1.51807742603565,45.1628443734239,1959,"111010"
"181",1,1,1,0,1,0,0,-1.85672776551703,31.8230103713566,990,"111010"
"182",1,1,1,0,1,0,0,-2.34340717994844,48.3158988998042,1858,"111010"
"183",1,1,1,0,1,0,0,-1.55400143708596,34.7341948372157,3720,"111010"
"184",1,1,1,0,1,0,0,-1.95023440965279,38.4458130071542,2353,"111010"
"185",1,1,1,0,1,0,0,-2.07208672755907,33.7819280764168,2460,"111010"
"186",1,1,1,0,1,0,0,-1.69348412082775,35.4237575954539,2332,"111010"
"187",1,1,1,0,1,0,0,-2.22860391892523,41.9634113683686,1585,"111010"
"188",1,1,1,0,1,0,0,-1.70574748899345,52.6422020028128,2956,"111010"
"189",1,1,1,0,1,0,0,-2.42361922646672,30.2363768414141,3640,"111010"
"190",1,1,1,0,1,0,0,-1.95498434319049,36.0384393029665,872,"111010"
"191",1,1,1,0,1,0,0,-2.52515074758914,19.199137745945,668,"111010"
"192",1,1,1,0,1,0,0,-2.03077367983683,42.4550237648676,1694,"111010"
"193",1,1,1,0,1,0,0,-1.04858003265085,30.3768298266008,2990,"111010"
"194",1,1,1,0,1,0,0,-1.55308477194588,31.31375998436,2523,"111010"
"195",1,1,1,0,1,0,0,-1.8847850900116,32.7492794154063,3189,"111010"
"196",1,1,1,0,1,0,0,-1.61452958311065,31.7906704911226,963,"111010"
"197",1,1,1,0,1,0,0,-1.7458976265175,50.5841425173874,2331,"111010"
"198",1,1,1,0,1,0,0,-2.82466767880867,21.6779068452857,2108,"111010"
"199",1,1,1,0,1,0,0,-3.91777649917089,36.3723237656878,2474,"111010"
"200",1,1,1,0,1,0,0,-2.90829277828776,23.6296108063998,1354,"111010"
"201",1,1,1,0,0,1,0,-2.15705573989113,47.8983472161163,491,"111001"
"202",1,1,1,0,0,1,0,-0.163296938706663,54.2828864860684,3721,"111001"
"203",1,1,1,0,0,1,0,-1.86585892679993,24.0458271951798,3402,"111001"
"204",1,1,1,0,0,1,0,-0.465452591212997,41.126003939386,368,"111001"
"205",1,1,1,0,0,1,0,-2.58996026785147,48.7179825041638,1484,"111001"
"206",1,1,1,0,0,1,0,-2.07855525928685,68.8420382716749,2487,"111001"
"207",1,1,1,0,0,1,0,-1.68711576901464,67.7888121101456,1608,"111001"
"208",1,1,1,0,0,1,0,-0.908889094725214,18.3650447414964,1462,"111001"
"209",1,1,1,0,0,1,0,-0.303553137118433,65.2283911765146,3495,"111001"
"210",1,1,1,0,0,1,0,-1.35125319498503,22.0356176518878,3583,"111001"
"211",1,1,1,0,0,1,0,-1.7974006019334,53.7874025152111,1747,"111001"
"212",1,1,1,0,0,1,0,-0.833610084268616,46.0156269819875,344,"111001"
"213",1,1,1,0,0,1,0,-0.774913169049045,52.0995134535755,3343,"111001"
"214",1,1,1,0,0,1,0,-1.33682137382092,41.4027301509772,2191,"111001"
"215",1,1,1,0,0,1,0,-2.56577897636486,45.134947507029,2986,"111001"
"216",1,1,1,0,0,1,0,0.11303927338387,56.9612721795097,3527,"111001"
"217",1,1,1,0,0,1,0,0.614958839296143,58.0600493533459,3748,"111001"
"218",1,1,1,0,0,1,0,-1.62277544924841,25.2712009153524,930,"111001"
"219",1,1,1,0,0,1,0,-0.0592059585325775,51.1887221730449,1560,"111001"
"220",1,1,1,0,0,1,0,-2.08528132499701,54.0109925897277,1549,"111001"
"221",1,1,1,0,0,1,0,-0.893189324207194,45.8975482837859,3423,"111001"
"222",1,1,1,0,0,1,0,-1.47591967712083,44.1491564313565,3464,"111001"
"223",1,1,1,0,0,1,0,-1.10511229944584,41.6549789790541,1646,"111001"
"224",1,1,1,0,0,1,0,-1.25048028431487,61.6355582407385,2823,"111001"
"225",1,1,1,0,0,1,0,-0.651383406312166,50.0382818395809,2022,"111001"
"226",1,1,1,0,0,1,0,0.433777510383274,44.7412260822445,1255,"111001"
"227",1,1,1,0,0,1,0,-2.08740956668285,56.2646974617359,1691,"111001"
"228",1,1,1,0,0,1,1,0.340071188889196,40.6402741957115,3414,"111001"
"229",1,1,1,0,0,1,0,-2.18998449764113,49.5043976421978,1362,"111001"
"230",1,1,1,0,0,1,0,-1.90613352026836,47.6928780233465,2845,"111001"
"231",1,1,1,0,0,1,0,-0.293925623600048,61.9720161562974,2333,"111001"
"232",1,1,1,0,0,1,0,-1.96280602899464,37.8676117329611,2005,"111001"
"233",1,1,1,0,0,1,0,-0.886748482235934,43.5511462228732,2937,"111001"
"234",1,1,1,0,0,1,0,-0.170524216230162,41.8324516985554,1628,"111001"
"235",1,1,1,0,0,1,0,-0.520062485285498,52.6074821428779,3122,"111001"
"236",1,1,1,0,0,1,0,-0.74865950446908,42.3684115783818,666,"111001"
"237",1,1,1,0,0,1,0,-1.6470383204268,51.265930628536,1125,"111001"
"238",1,1,1,0,0,1,0,-0.722524858598417,48.4309259187884,33,"111001"
"239",1,1,1,0,0,1,0,-0.529473406224261,23.8985183742449,1671,"111001"
"240",1,1,1,0,0,1,0,-2.0296567412209,29.3828673122535,2714,"111001"
"241",1,1,1,0,0,1,0,-1.01982073543483,61.4783619543345,946,"111001"
"242",1,1,1,0,0,1,0,-1.61077136311811,55.2339993342604,2718,"111001"
"243",1,1,1,0,0,1,0,-0.236669743115238,35.222974114004,2372,"111001"
"244",1,1,1,0,0,1,1,-0.115241247300337,27.8751947336671,1117,"111001"
"245",1,1,1,0,0,1,0,-1.32936149759331,69.8895429888313,3186,"111001"
"246",1,1,1,0,0,1,0,-1.85988393879222,29.0139598893709,2648,"111001"
"247",1,1,1,0,0,1,0,-0.569463486568923,59.7547788936701,3379,"111001"
"248",1,1,1,0,0,1,0,-0.643129231111177,66.8983346351363,2742,"111001"
"249",1,1,1,0,0,1,0,0.20543172163537,48.3644251608635,2336,"111001"
"250",1,1,1,0,0,1,0,-1.69027457854761,59.0101661183353,267,"111001"
"251",1,1,1,0,0,1,0,-1.23022462505938,45.0869258075107,1359,"111001"
"252",1,1,1,0,0,1,0,-1.90947390967353,60.5178039529457,1441,"111001"
"253",1,1,1,0,0,1,0,-0.517674131239423,54.6454745807955,1962,"111001"
"254",1,1,1,0,0,1,0,-1.21523244552652,67.117405515173,3717,"111001"
"255",1,1,1,0,0,1,0,-0.0173340837844127,44.595377173827,347,"111001"
"256",1,1,1,0,0,1,1,-1.25871069781176,23.7024904399949,2090,"111001"
"257",1,1,1,0,0,1,0,-0.790544632070958,40.3616474679255,3406,"111001"
"258",1,1,1,0,0,1,0,-0.0271232311988272,54.0204894492214,2061,"111001"
"259",1,1,1,0,0,1,0,-1.09820421321062,58.5688644501348,3699,"111001"
"260",1,1,1,0,0,1,0,-0.604641563623488,50.4404177677506,1385,"111001"
"261",1,1,1,0,0,1,0,-0.589526931931735,46.762099195664,729,"111001"
"262",1,1,1,0,0,1,0,-0.772511772505186,66.7550836853225,712,"111001"
"263",1,1,1,0,0,1,0,0.4918673353997,61.2842659221752,656,"111001"
"264",1,1,1,0,0,1,0,-1.8211534245063,52.7715427625338,1397,"111001"
"265",1,1,1,0,0,1,0,0.216554282309518,78.4040351601889,2074,"111001"
"266",1,1,1,0,0,1,0,-1.38516920541082,46.7303838899967,857,"111001"
"267",1,1,1,0,0,1,0,-1.52379373542756,29.3883219865024,2257,"111001"
"268",1,1,1,0,0,1,0,-0.856156409569891,75.9161509558352,1072,"111001"
"269",1,1,1,0,0,1,0,-0.714216587056594,36.98990244124,1687,"111001"
"270",1,1,1,0,0,1,0,-1.3460127481507,60.9533868293979,2575,"111001"
"271",1,1,1,0,0,1,0,-0.263824988908895,49.1813309157528,3006,"111001"
"272",1,1,1,0,0,1,0,-0.226406697944875,66.1154311159111,3732,"111001"
"273",1,1,1,0,0,1,0,-1.27493642517327,49.7859288800857,482,"111001"
"274",1,1,1,0,0,1,1,-0.965350791330762,29.5364968034377,1341,"111001"
"275",1,1,1,0,0,1,0,-1.04555670729937,54.4812364871818,3204,"111001"
"276",1,1,1,0,0,1,0,-1.3765529791355,37.4965313870641,1763,"111001"
"277",1,1,1,0,0,1,0,-1.04805115084275,54.6930816340724,2318,"111001"
"278",1,1,1,0,0,1,0,-0.257501596412628,45.250049202608,1059,"111001"
"279",1,1,1,0,0,1,0,-0.383655042484782,39.3969520725322,1290,"111001"
"280",1,1,1,0,0,1,0,-1.41013467224528,65.1585310507131,3146,"111001"
"281",1,1,1,0,0,1,0,-0.892922264165868,66.213301976984,1594,"111001"
"282",1,1,1,0,0,1,0,-0.849671234072202,55.782869550246,2727,"111001"
"283",1,1,1,0,0,1,0,-0.687084567957356,41.4021430619156,2960,"111001"
"284",1,1,1,0,0,1,0,-0.564523695937259,74.0708533781469,3738,"111001"
"285",1,1,1,0,0,1,0,-1.26491886432523,36.0450850093708,1567,"111001"
"286",1,1,1,0,0,1,0,-0.549118285559113,39.0561911458112,1930,"111001"
"287",1,1,1,0,0,1,0,-0.125599046998142,47.9080520350651,3714,"111001"
"288",1,1,1,0,0,1,0,-0.0699928374978207,41.6725762162632,435,"111001"
"289",1,1,1,0,0,1,0,-0.695879625854892,37.3792798985031,1461,"111001"
"290",1,1,1,0,0,1,0,-0.0322019447320638,40.6800824687745,2661,"111001"
"291",1,1,1,0,0,1,0,-1.07510690120711,56.9677909115266,1967,"111001"
"292",1,1,1,0,0,1,0,-2.00390802831403,59.3378829991725,2087,"111001"
"293",1,1,1,0,0,1,0,-0.485390516163636,48.0208561619146,2137,"111001"
"294",1,1,1,0,0,1,0,-0.177278817086667,49.5398652302276,2578,"111001"
"295",1,1,1,0,0,1,0,-0.763750546693244,33.1523663720202,899,"111001"
"296",1,1,1,0,0,1,0,-0.74318868339564,68.7747076085982,3030,"111001"
"297",1,1,1,0,0,1,0,-0.221745704784297,60.3940165046392,2602,"111001"
"298",1,1,1,0,0,1,0,-1.01561199350563,65.7617615258885,394,"111001"
"299",1,1,1,0,0,1,0,-1.60209389224342,66.4002842471164,3326,"111001"
"300",1,1,1,0,0,1,0,-0.441545145785228,62.700872560901,2240,"111001"
"301",1,1,1,0,0,1,0,-0.22051983636238,40.759649592685,1979,"111001"
"302",1,1,1,0,0,1,0,-1.89638238909946,60.7510458919882,1871,"111001"
"303",1,1,1,0,0,1,0,-2.39189183038665,52.0193684590313,1013,"111001"
"304",1,1,1,0,0,1,0,-2.97939487371699,51.459909000828,2509,"111001"
"305",1,1,1,0,0,1,0,-0.788207764725849,21.181438729143,602,"111001"
"306",1,1,1,0,0,1,0,-0.095248706692719,42.8897565835542,2794,"111001"
"307",1,1,1,0,0,1,0,-1.08196748211349,47.8138705339984,3694,"111001"
"308",1,1,1,0,0,1,0,-1.34995649487899,52.338728522278,860,"111001"
"309",1,1,1,0,0,1,0,-1.67914750627024,60.0491953322671,2978,"111001"
"310",1,1,1,0,0,1,0,-1.46764044847819,36.1466362706038,1401,"111001"
"311",1,1,1,0,0,1,0,-1.11335763517115,55.322189534115,763,"111001"
"312",1,1,1,0,0,1,0,-0.593523640587962,41.8266590702206,192,"111001"
"313",1,1,1,0,0,1,0,-0.333138877910059,42.3518855968595,1028,"111001"
"314",1,1,1,0,0,1,0,-0.281032593108917,62.2904265133255,2111,"111001"
"315",1,1,1,0,0,1,0,-1.28777697374368,53.2325913254193,532,"111001"
"316",1,1,1,0,0,1,0,-1.62288909256777,64.585326026729,2623,"111001"
"317",1,1,1,0,0,1,0,-0.543078277052873,50.2497704473705,2909,"111001"
"318",1,1,1,0,0,1,0,-1.09347615273879,41.4093900078242,867,"111001"
"319",1,1,1,0,0,1,0,-0.823223436549676,57.1505621184513,855,"111001"
"320",1,1,1,0,0,1,0,-0.713268192289274,36.7198882129569,3071,"111001"
"321",1,1,1,0,0,1,0,-1.78917280588476,44.5449076426956,1248,"111001"
"322",1,1,1,0,0,1,0,-1.19120876583342,53.6092768356295,2801,"111001"
"323",1,1,1,0,0,1,0,-0.50141469592373,32.9184966785051,176,"111001"
"324",1,1,1,0,0,1,0,-1.43327777413811,54.8376797505012,2142,"111001"
"325",1,1,1,0,0,1,0,0.0553315988837813,53.465420919403,1684,"111001"
"326",1,1,1,0,0,1,0,-1.08475271327055,66.0673023710262,3254,"111001"
"327",1,1,1,0,0,1,0,-0.81456336635002,50.2065427454281,2873,"111001"
"328",1,1,1,0,0,1,0,-0.777293102471753,58.2362818550018,3299,"111001"
"329",1,1,1,0,0,1,0,-0.388669562152642,61.5007223584446,1532,"111001"
"330",1,1,1,0,0,1,0,0.410515040991571,54.2206003033843,3099,"111001"
"331",1,1,1,0,0,1,0,-0.214630077113611,57.099011815435,905,"111001"
"332",1,1,1,0,0,1,0,-0.790378429659319,30.8371291423857,3152,"111001"
