"","species","treatment","parameter_type","mean_parameter","median_parameter","hdi_lo","hdi_hi"
"262","GITR","D","alpha_thir_d",-0.0458068960714764,-0.0413088081900487,-0.199782947164186,0.104891616344209
"263","GITR","D","alpha_twil_d",0.0326150046623992,0.0361880457031344,-0.0483221812942561,0.101443163553102
"264","LENI","C","alpha_acam_c",-0.147392752226584,-0.142810872052789,-0.281366230284363,-0.0292188034686276
"265","LENI","C","alpha_amme_c",0.0787303980767746,0.0897137902948111,-0.186387507122582,0.32673131193415
"266","LENI","C","alpha_anar_c",-0.00330451033360605,-0.0030458151469689,-0.0115112043687591,0.00429785294031899
"267","LENI","C","alpha_brho_c",0.00253653220114266,0.00336249627351751,-0.016323472873069,0.0216976012642844
"268","LENI","C","alpha_brni_c",0.0700854855348309,0.0737885269672242,0.00145994938984937,0.122027149787863
"269","LENI","C","alpha_ceso_c",0.0849466711106325,0.0865336199104539,0.0364347232659367,0.129082294799478
"270","LENI","C","alpha_gitr_c",0.0159474916573784,0.0163258985069266,0.00462209923306054,0.0255694219238982
"271","LENI","C","alpha_leni_c",0.0289891842495271,0.0296130534992684,0.0106785993598872,0.0468468361242572
"272","LENI","C","alpha_lomu_c",0.032589072161302,0.0336627900856371,0.000262274106742906,0.0659176331105554
"273","LENI","C","alpha_mael_c",-0.0399565897976087,-0.0322308508989294,-0.177692839649977,0.0812057163337308
"274","LENI","C","alpha_mica_c",0.00216535357975222,0.00242037440876529,-0.00433342705818846,0.00844188044403693
"275","LENI","C","alpha_pler_c",0.0195810199897233,0.0203339615692794,0.00256529646347339,0.034257698298914
"276","LENI","C","alpha_plno_c",0.0507611573494028,0.05927719625122,-0.128449276539226,0.195225551456143
"277","LENI","C","alpha_taca_c",0.0142270732670389,0.0151361282709568,-0.0200249649801342,0.044556763202763
"278","LENI","C","alpha_thir_c",0.0238060751568901,0.0262313715723196,-0.0498598619731172,0.0843621075224518
"279","LENI","C","alpha_twil_c",-0.0540156184078049,-0.0511338169597702,-0.145885958577882,0.0399722588724568
"280","LENI","C","alpha_weeds_c",-0.0115738404561984,-0.0115143676415787,-0.0187329897306278,-0.00431560126652857
"281","LENI","C","alpha_weeds_d",0.00310066292254389,0.00311756347221379,-0.00307346220658307,0.00874689295454178
"282","LENI","D","alpha_acam_d",-0.153237199729462,-0.149761591834159,-0.274333820724974,-0.0261331043944893
"283","LENI","D","alpha_amme_d",0.164239246479244,0.171616384837973,-0.178760205435534,0.492242902471655
"284","LENI","D","alpha_anar_d",-0.00353556969530849,-0.00292436344835542,-0.0191796569399328,0.012442922242375
"285","LENI","D","alpha_brho_d",0.0102917986242443,0.0108786793616552,-0.0112604423406012,0.02984208165422
"286","LENI","D","alpha_brni_d",-0.00887167360668026,-0.00724416197206298,-0.0450157638154139,0.0209871692032923
"287","LENI","D","alpha_ceso_d",0.030780473345938,0.0334129811901327,-0.0369197658135361,0.0885695788633328
"288","LENI","D","alpha_gitr_d",0.0106875407514385,0.0111924723845805,-0.00374263987650523,0.0241918952604566
"289","LENI","D","alpha_leni_d",0.00758481594927614,0.0082003487382709,-0.0117604143172327,0.0259132738732109
"290","LENI","D","alpha_lomu_d",0.0173305689191511,0.018149372038465,-0.0126862273918642,0.0439790236302673
"291","LENI","D","alpha_mael_d",0.0255571558071725,0.0319329214377561,-0.197796791155469,0.23734483250124
"292","LENI","D","alpha_mica_d",1.2198620867645e-05,0.000261982427307277,-0.00929355669497995,0.00923417934230216
"293","LENI","D","alpha_pler_d",0.0144253532745063,0.015040109560156,-0.00553836009966998,0.0331415871986221
"294","LENI","D","alpha_plno_d",0.0904818905300217,0.101485136959062,-0.0843745615156997,0.237468473154705
"295","LENI","D","alpha_taca_d",-0.0144715002380468,-0.0130828120038063,-0.0533944336934189,0.0192719729646303
"296","LENI","D","alpha_thir_d",-0.0273035107926039,-0.0219421357966162,-0.107806996711485,0.0416840031878481
"297","LENI","D","alpha_twil_d",-0.0676115815740298,-0.0655531019149028,-0.140858353930385,0.000658082094598478
"298","LOMU","C","alpha_acam_c",0.0733195327402224,0.0780035462440223,-0.126650393523285,0.268672818116907
"299","LOMU","C","alpha_amme_c",0.0568946144906794,0.0624721386904208,-0.172267813798314,0.263740227391112
"300","LOMU","C","alpha_anar_c",-0.00880736761759839,-0.007837359096639,-0.0379933956451947,0.0212292476238162
"301","LOMU","C","alpha_brho_c",0.0467176125966962,0.0470143528753506,0.0255745977524301,0.0684465599047317
"302","LOMU","C","alpha_brni_c",0.0650846730053224,0.0662947932287064,0.0295562285767142,0.0970332534739146
"303","LOMU","C","alpha_ceso_c",0.0765085606414332,0.0792608245124991,-0.0457722939001014,0.20337302596168
"304","LOMU","C","alpha_gitr_c",0.0449326282445396,0.0453176764910502,0.03459639324005,0.0548569304247351
"305","LOMU","C","alpha_leni_c",0.0547608994714423,0.0560474713417905,0.00303105171689604,0.103767042445354
"306","LOMU","C","alpha_lomu_c",0.119215007858779,0.120424949570564,0.0667682763927416,0.166249861650478
"307","LOMU","C","alpha_mael_c",0.0657997400366801,0.0701761257167928,-0.0258702301668096,0.157186125267661
"308","LOMU","C","alpha_mica_c",0.0198329862389971,0.0201297451889897,0.000597515031420755,0.0394970652262178
"309","LOMU","C","alpha_pler_c",0.0983380031543928,0.0990278713449408,0.0709913298001077,0.125882401307743
"310","LOMU","C","alpha_plno_c",0.34864627428861,0.355807539571233,0.0595350522632051,0.625678482910232
"311","LOMU","C","alpha_taca_c",0.204042809041735,0.206655916254109,0.119089168556112,0.286019429771904
"312","LOMU","C","alpha_thir_c",-0.0426721183104921,-0.0365839676370444,-0.18843898174321,0.0899094069114998
"313","LOMU","C","alpha_twil_c",-0.0286374360551663,-0.0232606322162708,-0.162206327242664,0.103538938699032
"314","LOMU","C","alpha_weeds_c",-0.0530079401232196,-0.05338640514191,-0.109689360792211,0.00848463558313988
"315","LOMU","C","alpha_weeds_d",0.0151214795001793,0.0152057787646863,-0.000162115113752416,0.029663884243095
"316","LOMU","D","alpha_acam_d",-0.0374562565926849,-0.0332356669248176,-0.231448317073407,0.149925293023316
"317","LOMU","D","alpha_amme_d",-0.0502199048809484,-0.0288266831960706,-0.400465151317725,0.247880489667418
"318","LOMU","D","alpha_anar_d",0.0471429057484377,0.0480391561497528,0.00214177556174429,0.0908768808750444
"319","LOMU","D","alpha_brho_d",0.0715317468816464,0.0719274563965714,0.0516073836059444,0.0917062588454653
"320","LOMU","D","alpha_brni_d",0.105509891098784,0.106491782750303,0.0755257294438586,0.132939322072966
"321","LOMU","D","alpha_ceso_d",0.143778102949815,0.145487131008683,0.085785920517724,0.194101130117548
"322","LOMU","D","alpha_gitr_d",0.0572409061576547,0.0576780448233123,0.0356566280246384,0.0764892791284423
"323","LOMU","D","alpha_leni_d",0.082149515088857,0.0823663323893373,0.0488123815470144,0.113916077752798
"324","LOMU","D","alpha_lomu_d",0.144221745093761,0.145144938909652,0.0988234579296893,0.184402834005362
"325","LOMU","D","alpha_mael_d",0.332019547010569,0.335600631368723,0.0638220929974151,0.595129992685636
"326","LOMU","D","alpha_mica_d",0.020582940747076,0.0211403978420288,0.00415033889891073,0.0366078727099209
"327","LOMU","D","alpha_pler_d",0.0869581512425645,0.0872795377901316,0.0579923294402489,0.113759534156189
"328","LOMU","D","alpha_plno_d",0.000136483954582268,0.00809280819902165,-0.203594309578667,0.185760506401221
"329","LOMU","D","alpha_taca_d",0.171577143856944,0.172609764067015,0.121330349196042,0.225010509640302
"330","LOMU","D","alpha_thir_d",0.0519893984960745,0.0550795046821548,-0.0490279924244404,0.147146708569441
"331","LOMU","D","alpha_twil_d",0.0388713269533934,0.041265674806526,-0.028787573464448,0.0999358541236172
"332","MAEL","C","alpha_amme_c",-0.0394426109234428,0.00610665964768749,-0.537927004463487,0.353446680884604
"333","MAEL","C","alpha_anar_c",-0.0234608087345995,-0.0219754003188878,-0.0504623502361025,0.00162019656307513
"334","MAEL","C","alpha_brho_c",-0.0417739899072965,-0.0370396539362,-0.103410972481918,0.0122566327561765
"335","MAEL","C","alpha_brni_c",0.0254944077495499,0.0283040928623623,-0.0161919719972558,0.0646266502170284
"336","MAEL","C","alpha_ceso_c",0.0491814317740994,0.0600955113807744,-0.0742442592171757,0.157415295505713
"337","MAEL","C","alpha_gitr_c",0.0211003353462971,0.0224286312112541,-0.00124704869750401,0.0386479035754062
"338","MAEL","C","alpha_leni_c",-0.00603048917905823,-0.00330002757415189,-0.0591137863933021,0.038449603037143
"339","MAEL","C","alpha_mael_c",0.0705325086234817,0.0831322456158255,-0.16028146619286,0.258437773404247
"340","MAEL","C","alpha_mica_c",0.0010973378031934,0.00268904284069731,-0.0193806411004176,0.015410520805107
"341","MAEL","C","alpha_pler_c",-0.0130347809184334,-0.00939840439184437,-0.0755542918242987,0.0358662545639025
"342","MAEL","C","alpha_plno_c",-0.151534613487304,-0.114571830010038,-0.515004935384653,0.135833975289634
"343","MAEL","C","alpha_taca_c",0.0395999786095883,0.0491187991381276,-0.127399203693321,0.191378755362011
"344","MAEL","C","alpha_thir_c",-0.0730997873380268,-0.0428191413576095,-0.462211147522678,0.260952000669072
"345","MAEL","C","alpha_twil_c",-0.188205104198321,-0.175977646543324,-0.401888843158058,0.00418353171102048
"346","MAEL","C","alpha_weeds_c",-0.0215170423023411,-0.0189616228915536,-0.136749386020491,0.0736226995425496
"347","MAEL","C","alpha_weeds_d",-0.0151727339276092,-0.0144677080707937,-0.0596787760777147,0.0234445247944923
"348","MAEL","D","alpha_anar_d",-0.000157493507353679,0.00367713853686598,-0.0722135363272431,0.06587887723134
"349","MAEL","D","alpha_brho_d",0.0452123457752327,0.0486119366981527,0.00170698019267126,0.0801789658363327
"350","MAEL","D","alpha_brni_d",0.0896638267357511,0.0889793658177837,0.0188132349072832,0.159591876050769
"351","MAEL","D","alpha_ceso_d",0.0588034537622484,0.0729782969344865,-0.166516884487042,0.25836925261307
"352","MAEL","D","alpha_gitr_d",0.00791558659085898,0.008953988323538,-0.00924807562076676,0.0247811626243673
"353","MAEL","D","alpha_leni_d",-0.0113935524209086,-0.00843026536299469,-0.0829434448589817,0.0511256679799014
"354","MAEL","D","alpha_lomu_d",0.0120522332292372,0.0184352006919049,-0.0761259855374311,0.0819696225443511
"355","MAEL","D","alpha_mael_d",0.0531206732154836,0.0663528258674474,-0.231163107748055,0.295141781941677
"356","MAEL","D","alpha_mica_d",-0.00456588552102571,-0.000297295496226766,-0.0762677400982017,0.0608509998859591
"357","MAEL","D","alpha_pler_d",0.0651718247263733,0.071177571995667,-0.0025308529792752,0.121494742792933
"358","MAEL","D","alpha_taca_d",-0.0442383962372691,-0.0364258212372727,-0.194542797252927,0.0863968010864862
"359","MAEL","D","alpha_thir_d",-0.0368128528791026,-0.027365734351324,-0.182825896481452,0.0954079471323525
"360","MAEL","D","alpha_twil_d",0.0496564877302814,0.076258069918756,-0.349889480917472,0.357673412182695
"361","MICA","C","alpha_acam_c",-0.188305560653655,-0.179929088933896,-0.460053105166128,0.0747000098582001
"362","MICA","C","alpha_amme_c",0.456794126652315,0.473810453818795,0.0277842785236112,0.867579040273002
"363","MICA","C","alpha_anar_c",0.0222183649149599,0.0229210230735752,-0.0109795365103258,0.0499097619197886
"364","MICA","C","alpha_brho_c",0.0541374318325589,0.0550990046875239,0.0118580369886548,0.093192027682716
"365","MICA","C","alpha_brni_c",0.142532732000665,0.143573742038301,0.0892930857897699,0.186352617995564
"366","MICA","C","alpha_ceso_c",0.0884875119668821,0.0924700052123167,-0.0160585908543976,0.182716565575349
"367","MICA","C","alpha_gitr_c",0.0610990936949952,0.0619587688579146,0.0335113976582332,0.0875919555886179
"368","MICA","C","alpha_leni_c",0.0994826756011357,0.1016530156117,0.0171659739369054,0.178673643199321
"369","MICA","C","alpha_lomu_c",0.155437209846225,0.156733880857521,0.0880579436838767,0.218770157469693
"370","MICA","C","alpha_mael_c",0.0951722475125722,0.104099010799546,-0.185539297467765,0.361698927664816
"371","MICA","C","alpha_mica_c",0.0266489565131591,0.027033494953054,0.0104936131004918,0.0428154338796165
"372","MICA","C","alpha_pler_c",0.0922191635790207,0.0930119985064115,0.0471490632886679,0.133509697672153
"373","MICA","C","alpha_plno_c",-0.388537301601061,-0.377635019591926,-0.713367616382002,-0.112173479942936
"374","MICA","C","alpha_taca_c",0.174987090684575,0.175807122270748,0.093010067192538,0.244046238645977
"375","MICA","C","alpha_thir_c",-0.00840548014770061,-0.00369560784179256,-0.125989115031531,0.0892063554683202
"376","MICA","C","alpha_twil_c",0.0269227138245519,0.031650641781183,-0.101159782558618,0.155964427582281
"377","MICA","C","alpha_weeds_c",0.0827410631249706,0.0827090111768671,0.0433695742718141,0.12230595886761
"378","MICA","C","alpha_weeds_d",-0.018790156023756,-0.0186553494379556,-0.029653081634163,-0.00855941483812664
"379","MICA","D","alpha_acam_d",-0.259191030709723,-0.247915044076675,-0.557484371548855,0.0647201111693396
"380","MICA","D","alpha_amme_d",0.00749760838144225,0.0243562961226367,-0.357126500832946,0.32507258919156
"381","MICA","D","alpha_anar_d",0.0221967318551817,0.0230785791113259,-0.00666140688282047,0.0482837892550596
"382","MICA","D","alpha_brho_d",0.135219002849537,0.137254800955855,0.0760804895678067,0.193308942819007
"383","MICA","D","alpha_brni_d",0.17000435289353,0.171931966990914,0.099386495298767,0.244965418710885
"384","MICA","D","alpha_ceso_d",0.0946923101103029,0.100737944581731,-0.0413426597474243,0.217107402255879
"385","MICA","D","alpha_gitr_d",0.0770055027610686,0.0772583371040392,0.0512312542101472,0.102792023516211
"386","MICA","D","alpha_leni_d",0.106411660214022,0.107984217890689,0.0537254531971034,0.152379057543128
"387","MICA","D","alpha_lomu_d",0.215037044284921,0.217381114654487,0.128106711419113,0.2916305792689
"388","MICA","D","alpha_mael_d",0.277978376996409,0.291049470332213,-0.070489721173892,0.624319113393636
"389","MICA","D","alpha_mica_d",0.0294677834871665,0.0301430277321297,0.00909601356027068,0.0475312544764447
"390","MICA","D","alpha_pler_d",0.0962332977628262,0.0975770016210791,0.052429677203608,0.140728466031459
"391","MICA","D","alpha_plno_d",0.00656750618310408,0.0131102140626158,-0.150193262770884,0.173543293751328
"392","MICA","D","alpha_taca_d",0.168215006491296,0.170491042176993,0.0908773123276972,0.250238517286672
"393","MICA","D","alpha_thir_d",0.0464512577678342,0.0518909025464525,-0.108398308345664,0.18129374027199
"394","MICA","D","alpha_twil_d",-0.110575498066311,-0.108263693692124,-0.22354078530481,0.00292980549530749
"395","PLER","C","alpha_acam_c",0.0235728336162475,0.0334716037373919,-0.306446967612509,0.304709699064619
"396","PLER","C","alpha_amme_c",0.217847444736954,0.235155305662766,-0.109282948404771,0.51050361437501
"397","PLER","C","alpha_anar_c",0.00499521763126615,0.00590745905980389,-0.0167958589491445,0.0255814178957146
"398","PLER","C","alpha_brho_c",0.0899440146672361,0.0915089313190994,0.0443726648286646,0.130149984934819
"399","PLER","C","alpha_brni_c",0.104007266228081,0.105269260980852,0.0633165377027368,0.142955578080887
"400","PLER","C","alpha_ceso_c",0.148875163319829,0.150751938620928,0.0774952176735736,0.21149458939728
"401","PLER","C","alpha_gitr_c",0.0307923485030299,0.0316439003492708,0.0114351518837388,0.0489387235502717
"402","PLER","C","alpha_leni_c",0.0909224567200972,0.0920078631278561,0.0452273712117492,0.130118533875153
"403","PLER","C","alpha_lomu_c",0.13281327396052,0.134375010782517,0.0704392593777617,0.195602807070671
"404","PLER","C","alpha_mael_c",0.291290924484045,0.301760778871624,-0.0324802926224172,0.620203600631773
"405","PLER","C","alpha_mica_c",0.0270451692777214,0.0274157194902005,0.0144452588767615,0.0388971903752136
"406","PLER","C","alpha_pler_c",0.0706768978524468,0.0713949665286603,0.036380748475097,0.101364735888667
"407","PLER","C","alpha_plno_c",-0.062855408513102,-0.0553370697035576,-0.348804285971951,0.226278306190261
"408","PLER","C","alpha_taca_c",0.192652067904335,0.194338401444913,0.086324562909375,0.296285112881404
"409","PLER","C","alpha_thir_c",-0.0313285506514376,-0.0282047012303304,-0.1666060556782,0.108763607774165
"410","PLER","C","alpha_twil_c",0.0957712735372656,0.0998273774403804,-0.00520358928536479,0.189686750010598
"411","PLER","C","alpha_weeds_c",0.0347850932641216,0.0357701158679279,-0.0198727149147426,0.0829630257304947
"412","PLER","C","alpha_weeds_d",-0.0084321586411607,-0.00842308286550191,-0.0172215665895553,0.000836208485683929
"413","PLER","D","alpha_acam_d",-0.163869037338044,-0.153151906314914,-0.401706860687665,0.0660327947956837
"414","PLER","D","alpha_amme_d",0.199282796037609,0.217163052538217,-0.231596813966438,0.608264330729889
"415","PLER","D","alpha_anar_d",-0.0118598324407542,-0.0114097258955269,-0.0364758455369137,0.0120074472551192
"416","PLER","D","alpha_brho_d",0.031079654926613,0.031891429419989,-0.00871232072067621,0.0713247345601667
"417","PLER","D","alpha_brni_d",0.0607249421528091,0.0620399939815749,0.0148830677166933,0.106780473179494
"418","PLER","D","alpha_ceso_d",0.0983779028730454,0.10126192291623,0.0108808050144144,0.180384067603191
"419","PLER","D","alpha_gitr_d",0.0451696459461106,0.0453710347151,0.0295306220826948,0.0599186667968129
"420","PLER","D","alpha_leni_d",0.113460306285329,0.114773060849071,0.0520318519363367,0.17148362900692
"421","PLER","D","alpha_lomu_d",0.0456423467446777,0.0487875004009195,-0.0237837405164715,0.119997379328661
"422","PLER","D","alpha_mael_d",-0.0775228416961478,-0.06259556821872,-0.462799773316197,0.299101191259255
"423","PLER","D","alpha_mica_d",0.0296456492153166,0.0305197750934968,0.00490223886096404,0.053800854650092
"424","PLER","D","alpha_pler_d",0.0201928338779014,0.0212423405257615,-0.0101446254880677,0.0508138172013972
"425","PLER","D","alpha_plno_d",-0.0960475476535775,-0.0854830966813206,-0.432550810716252,0.186748202180404
"426","PLER","D","alpha_taca_d",0.00429771314185981,0.00722372545591771,-0.0837162436026879,0.0936458784508424
"427","PLER","D","alpha_thir_d",-0.0269601356161664,-0.0239730772941228,-0.109858423392386,0.0454826570004811
"428","PLER","D","alpha_twil_d",0.0115975161610288,0.0152351938561307,-0.0938842500104937,0.102671230468184
"429","PLNO","C","alpha_acam_c",-0.119137262017102,-0.109500013404403,-0.330397807192981,0.0674404977008851
"430","PLNO","C","alpha_amme_c",-0.0103949715151629,0.00243289670256076,-0.222402243046145,0.156965842438196
"431","PLNO","C","alpha_anar_c",0.00521971111489104,0.00586540455750851,-0.0127992620946181,0.0206605997708448
"432","PLNO","C","alpha_brho_c",0.034928396637688,0.0360865488684031,0.0074482490686535,0.0575711555036393
"433","PLNO","C","alpha_brni_c",0.0862040517916345,0.0873783078511601,0.0433798909008565,0.124937563083344
"434","PLNO","C","alpha_ceso_c",0.0199561201267826,0.0239612988093852,-0.05542830147189,0.0880275273197044
"435","PLNO","C","alpha_gitr_c",0.0061288782635038,0.00627706034681292,-0.000695082569836499,0.0129738334099435
"436","PLNO","C","alpha_leni_c",0.00755254084891921,0.00892495441425478,-0.0229841058749015,0.0377239718256594
"437","PLNO","C","alpha_lomu_c",0.0304654042740199,0.0321299009101786,-0.00944496365282018,0.0641567096752915
"438","PLNO","C","alpha_mael_c",0.00899559752997392,0.0312003991066119,-0.290580534128828,0.248847489735869
"439","PLNO","C","alpha_mica_c",0.00539308217281022,0.00566372151162891,-0.00264976890703558,0.0121960862279971
"440","PLNO","C","alpha_pler_c",0.000406030367582937,0.00133593332954197,-0.0277586393340852,0.0281344108702312
"441","PLNO","C","alpha_plno_c",0.0191162418421978,0.0236613013521897,-0.0694501700446382,0.0949422210288069
"442","PLNO","C","alpha_taca_c",-0.0777439032427446,-0.0725357441464444,-0.177875845707729,0.00468337283336707
"443","PLNO","C","alpha_thir_c",0.0181016403202954,0.0246772838897033,-0.120962944183512,0.136625535278525
"444","PLNO","C","alpha_twil_c",-0.0369662594043461,-0.0320713616181339,-0.129647986616025,0.0527890893943525
"445","PLNO","C","alpha_weeds_c",0.0768608695332471,0.0768932025640082,0.020022648385408,0.143566794678377
"446","PLNO","C","alpha_weeds_d",-0.0157661871603384,-0.0154486824197416,-0.0358564166282825,0.00295709379596029
"447","PLNO","D","alpha_acam_d",0.0361891359307148,0.0436396280223946,-0.163422718545276,0.227714717097028
"448","PLNO","D","alpha_anar_d",-0.00100674165675863,-0.00022650534022034,-0.0170612393080477,0.0136310440320429
"449","PLNO","D","alpha_brho_d",0.00626666058953195,0.0069868730527813,-0.00971167168881143,0.0205297291827135
"450","PLNO","D","alpha_brni_d",0.0506897123688032,0.0535894012232787,0.00102753667223763,0.0971364182258673
"451","PLNO","D","alpha_ceso_d",0.131209067929503,0.138733871967338,-0.0664625193929832,0.321048532209684
"452","PLNO","D","alpha_gitr_d",-0.00139631452834656,-0.00112143727017286,-0.00965597058388802,0.00705364235933391
"453","PLNO","D","alpha_leni_d",0.05495829287087,0.0563602135327136,-0.00451385372837456,0.112016042025232
"454","PLNO","D","alpha_lomu_d",0.0245955056083368,0.0275855186569469,-0.0457908899088201,0.0913206031668261
"455","PLNO","D","alpha_mael_d",-0.00343508877125976,0.00709334666349746,-0.177642064421277,0.144540264565225
"456","PLNO","D","alpha_mica_d",-0.0017526807128908,-0.00134396398692476,-0.00871798170951612,0.00394630694581189
"457","PLNO","D","alpha_pler_d",0.00149716490894317,0.00239035034939689,-0.0236697757363991,0.0233614801688845
"458","PLNO","D","alpha_plno_d",-0.38744950565361,-0.38115875294818,-0.594309638641335,-0.200605483614861
"459","PLNO","D","alpha_taca_d",0.0146255566755657,0.0167724804831813,-0.0536593571768872,0.0715705172410101
"460","PLNO","D","alpha_thir_d",0.0624090257650338,0.0652809048785815,-0.0133085833766534,0.135821711962195
"461","PLNO","D","alpha_twil_d",-0.0927950863950835,-0.0876441344688918,-0.205077395734974,0.0172675460020734
"462","TACA","C","alpha_acam_c",-0.000773793324677845,0.00433809055316914,-0.186359133554876,0.183889535724142
"463","TACA","C","alpha_amme_c",0.0251730203957729,0.0322725506655307,-0.220077597735409,0.252547952768677
"464","TACA","C","alpha_anar_c",0.0144090894583501,0.0152499457305731,-0.012517442409927,0.0374735649867885
"465","TACA","C","alpha_brho_c",0.0805082079526493,0.0810519923572186,0.0538423686664655,0.104868423479166
"466","TACA","C","alpha_brni_c",0.0812147113320216,0.0822813578647018,0.046517743866607,0.114363822743113
"467","TACA","C","alpha_ceso_c",0.234821886185568,0.236948420681972,0.139175259128378,0.330600984200124
"468","TACA","C","alpha_gitr_c",0.0346351946356386,0.0350776709022217,0.0214323902663778,0.0475264209898783
"469","TACA","C","alpha_leni_c",0.0974015090801858,0.0984503634802142,0.0562220497036152,0.137026874379319
"470","TACA","C","alpha_lomu_c",0.159715016229777,0.160901960862817,0.108730223495008,0.211593607166639
"471","TACA","C","alpha_mael_c",0.17929175731668,0.18600020901085,-0.0465208410374611,0.387753449383287
"472","TACA","C","alpha_mica_c",0.00626927389379829,0.00676647783696655,-0.00646566236284436,0.0185755961717301
"473","TACA","C","alpha_pler_c",0.0439719783654359,0.0449309147080925,0.0149527312605176,0.0770150847701676
"474","TACA","C","alpha_plno_c",0.194091059944971,0.198404274160453,0.0219190616564128,0.374627475519125
"475","TACA","C","alpha_taca_c",0.133638807728877,0.134421075903054,0.0820368341310119,0.183616586889549
"476","TACA","C","alpha_thir_c",0.171723445786892,0.177283415302432,-0.00628603212066521,0.330684302674212
"477","TACA","C","alpha_twil_c",-0.0332048083782024,-0.0305296693232377,-0.134150187042841,0.0554831356077229
"478","TACA","C","alpha_weeds_c",0.0513351486494095,0.0523898453818117,-0.0258807386489695,0.120707297805801
"479","TACA","C","alpha_weeds_d",0.0121938063287832,0.0123513643039798,-0.00092812410031428,0.0248339965297866
"480","TACA","D","alpha_acam_d",0.000460425327547425,0.007638284445286,-0.289616627196563,0.315716236561047
"481","TACA","D","alpha_amme_d",0.0491721197047001,0.053296687834752,-0.279822234262466,0.331631352814896
"482","TACA","D","alpha_anar_d",0.0538402365634815,0.054088065200242,0.0314860436428543,0.0759811832353517
"483","TACA","D","alpha_brho_d",0.0377419591190076,0.0381133782892088,0.0236917507678451,0.0510220937752181
"484","TACA","D","alpha_brni_d",0.0773838709000641,0.0781729611515344,0.0487764879610166,0.108181025557925
"485","TACA","D","alpha_ceso_d",0.141239004380705,0.143291934741443,0.0718430555236296,0.203762354213989
"486","TACA","D","alpha_gitr_d",0.053744704461258,0.0539165428838598,0.043463885940706,0.0652264853273854
"487","TACA","D","alpha_leni_d",0.0179087438977584,0.0190969874754919,-0.0284066218106676,0.0614536650231182
"488","TACA","D","alpha_lomu_d",0.185421891439824,0.187204779620353,0.127564602754488,0.241323052572755
"489","TACA","D","alpha_mael_d",0.292184224602153,0.29779000423642,0.0708303969400735,0.494251285831467
"490","TACA","D","alpha_mica_d",0.0298701621371093,0.0303174946727285,0.0107651798296188,0.0501034903530176
"491","TACA","D","alpha_pler_d",0.0223088424028111,0.0225069065003024,0.00599419984608571,0.0392871270948852
"492","TACA","D","alpha_plno_d",0.0809206526328253,0.0908574886241447,-0.147702628151209,0.294384595489992
"493","TACA","D","alpha_taca_d",0.115064694641343,0.115970450540296,0.0645010018100059,0.165546148783228
"494","TACA","D","alpha_thir_d",0.119055771416181,0.12240638450266,0.0216756443745067,0.216882401350204
"495","TACA","D","alpha_twil_d",-0.0316306000811895,-0.0318481926986166,-0.130319916260214,0.0616914059717574
"496","THIR","C","alpha_acam_c",-0.0173007870261314,-0.0145118093642382,-0.0826874208795985,0.0497209368247523
"497","THIR","C","alpha_amme_c",-0.118934393558646,-0.114431115375601,-0.245445291131051,0.000685499983482649
"498","THIR","C","alpha_anar_c",0.00518073258320819,0.00529640660442181,-0.0041666991197264,0.0141978522311109
"499","THIR","C","alpha_brho_c",0.0124761005765823,0.0127674484332085,0.00220473038102754,0.0233368731297788
"500","THIR","C","alpha_brni_c",0.0103414882469211,0.0106349705796536,-0.00313970557248227,0.0227088784670445
"501","THIR","C","alpha_ceso_c",-0.00563033441315915,-0.00452304427364811,-0.0360487214279864,0.0223123304601487
"502","THIR","C","alpha_gitr_c",0.00543693568325998,0.00562241823656948,-0.00287066772839644,0.0137303489829935
"503","THIR","C","alpha_leni_c",-0.0237434171424692,-0.0233139562625301,-0.0468041847855675,1.48201474311579e-05
"504","THIR","C","alpha_lomu_c",0.0486843408217576,0.0491496125618863,0.0133031878210479,0.0802698252707122
"505","THIR","C","alpha_mael_c",-0.0264766546615394,-0.023193959245002,-0.123149302562298,0.0589400567539299
"506","THIR","C","alpha_mica_c",-0.00151419626530367,-0.00124348044918853,-0.0111328734422351,0.00749814338462269
"507","THIR","C","alpha_pler_c",-0.00421926471216916,-0.00374066854443601,-0.0208015193663439,0.0132541897590478
"508","THIR","C","alpha_plno_c",-0.0336812226765603,-0.0316047163748901,-0.0955969628779996,0.0223409929487965
"509","THIR","C","alpha_taca_c",-0.000804371298497353,0.000240605786800842,-0.037991039953698,0.036353407173669
"510","THIR","C","alpha_thir_c",0.0156926510568451,0.0167159897022311,-0.0447902324924171,0.0663090727837231
"511","THIR","C","alpha_twil_c",-0.048331406646953,-0.0471858661377867,-0.0901884641758347,-0.00278415051711038
"512","THIR","C","alpha_weeds_c",0.0280737917976404,0.0283383343371153,-0.00286542793350742,0.0641628505877019
"513","THIR","C","alpha_weeds_d",-0.026186050560103,-0.0261499455875671,-0.0383034293512361,-0.0149926438104966
"514","THIR","D","alpha_acam_d",-0.075086092830668,-0.0713522499945095,-0.207459178502596,0.0450451703928028
"515","THIR","D","alpha_amme_d",-0.0455330754900004,-0.0411142603820904,-0.160122867822394,0.0636309456961177
"516","THIR","D","alpha_anar_d",0.00449522416610553,0.00479523984788993,-0.00954864230332719,0.0162851664997622
"517","THIR","D","alpha_brho_d",0.00252527528154876,0.00273215331448661,-0.0116254139568121,0.0150564189322799
