"","species","treatment","instrength_scaled","instrength_raw","type","post.draw"
"45","ANAR","C",-0.000668880582500853,-0.177490030619027,"net_facil",3327
"46","ANAR","D",-0.000157289555871318,-0.0407195488615013,"net_facil",3327
"47","ANAR","C",0.00533752850118311,1.41633368031537,"net_comp",3327
"48","ANAR","D",0.00935937322646438,2.42298004655718,"net_comp",3327
"49","ANAR","C",0.00795507838758397,2.15147611972544,"abs_value",643
"50","ANAR","D",0.00683148645903326,1.95814993768749,"abs_value",643
"51","ANAR","C",0.00155613772698523,0.420862371870274,"net_value",643
"52","ANAR","D",0.00607403235962613,1.7410363261112,"net_value",643
"53","ANAR","C",-0.00319947033029937,-0.865306873927581,"net_facil",643
"54","ANAR","D",-0.000378727049703565,-0.108556805788143,"net_facil",643
"55","ANAR","C",0.0047556080572846,1.28616924579785,"net_comp",643
"56","ANAR","D",0.00645275940932969,1.84959313189934,"net_comp",643
"57","ANAR","C",0.00456881225330701,1.74965032223862,"abs_value",2055
"58","ANAR","D",0.0112445319840832,2.42838082861256,"abs_value",2055
"59","ANAR","C",0.00350083430486485,1.34066263396514,"net_value",2055
"60","ANAR","D",0.0112445319840832,2.42838082861256,"net_value",2055
"61","ANAR","C",-0.000533988974221081,-0.204493844136738,"net_facil",2055
"62","ANAR","C",0.00403482327908593,1.54515647810188,"net_comp",2055
"63","ANAR","D",0.0112445319840832,2.42838082861256,"net_comp",2055
"64","ANAR","C",0.00607340582996899,1.58903818513717,"abs_value",3127
"65","ANAR","D",0.00897575895017186,1.70009965489033,"abs_value",3127
"66","ANAR","C",0.00306925530919067,0.803036059631119,"net_value",3127
"67","ANAR","D",0.00769303929010573,1.4571395594259,"net_value",3127
"68","ANAR","C",-0.00150207526038916,-0.393001062753024,"net_facil",3127
"69","ANAR","D",-0.000641359830033067,-0.121480047732215,"net_facil",3127
"70","ANAR","C",0.00457133056957983,1.19603712238414,"net_comp",3127
"71","ANAR","D",0.00833439912013879,1.57861960715811,"net_comp",3127
"72","ANAR","C",0.00813986012657307,1.88258547995308,"abs_value",2979
"73","ANAR","D",0.00545772164543756,1.4552725108015,"abs_value",2979
"74","ANAR","C",0.00223179505067058,0.516169183658007,"net_value",2979
"75","ANAR","D",0.00409032333201327,1.09066300776717,"net_value",2979
"76","ANAR","C",-0.00295403253795124,-0.683208148147535,"net_facil",2979
"77","ANAR","D",-0.000683699156712143,-0.182304751517166,"net_facil",2979
"78","ANAR","C",0.00518582758862183,1.19937733180554,"net_comp",2979
"79","ANAR","D",0.00477402248872541,1.27296775928433,"net_comp",2979
"80","ANAR","C",0.00458215677948585,1.74981660575328,"abs_value",2985
"81","ANAR","D",0.00330432041006141,1.5157105731344,"abs_value",2985
"82","ANAR","C",0.00173779307539784,0.663621811088575,"net_value",2985
"83","ANAR","D",0.00285609969078033,1.31010917889805,"net_value",2985
"84","ANAR","C",-0.00142218185204401,-0.543097397332352,"net_facil",2985
"85","ANAR","D",-0.000224110359640541,-0.102800697118173,"net_facil",2985
"86","ANAR","C",0.00315997492744185,1.20671920842093,"net_comp",2985
"87","ANAR","D",0.00308021005042087,1.41290987601623,"net_comp",2985
"88","ANAR","C",0.00496173353811591,1.56528927307609,"abs_value",176
"89","ANAR","D",0.00541514783669186,1.50399787214727,"abs_value",176
"90","ANAR","C",0.00304813286856091,0.961601352716087,"net_value",176
"91","ANAR","D",0.00541514783669186,1.50399787214727,"net_value",176
"92","ANAR","C",-0.000956800334777497,-0.301843960179999,"net_facil",176
"93","ANAR","C",0.00400493320333841,1.26344531289609,"net_comp",176
"94","ANAR","D",0.00541514783669186,1.50399787214727,"net_comp",176
"95","ANAR","C",0.00453184562920508,1.732152503581,"abs_value",1433
"96","ANAR","D",0.00653849084095746,1.76479959955034,"abs_value",1433
"97","ANAR","C",0.00298000196439453,1.13901008234645,"net_value",1433
"98","ANAR","D",0.00410583996039678,1.10820446096472,"net_value",1433
"99","ANAR","C",-0.000775921832405273,-0.296571210617274,"net_facil",1433
"100","ANAR","D",-0.00121632544028034,-0.32829756929281,"net_facil",1433
"101","ANAR","C",0.0037559237967998,1.43558129296373,"net_comp",1433
"102","ANAR","D",0.00532216540067712,1.43650203025753,"net_comp",1433
"103","ANAR","C",0.00621661083364619,1.64839305914412,"abs_value",1441
"104","ANAR","D",0.0102833619843072,2.6845700510649,"abs_value",1441
"105","ANAR","C",0.00241004381295935,0.639045872393036,"net_value",1441
"106","ANAR","D",0.00529260459975851,1.38168507753811,"net_value",1441
"107","ANAR","C",-0.00190328351034342,-0.504673593375543,"net_facil",1441
"108","ANAR","D",-0.00249537869227435,-0.651442486763391,"net_facil",1441
"109","ANAR","C",0.00431332732330277,1.14371946576858,"net_comp",1441
"110","ANAR","D",0.00778798329203286,2.0331275643015,"net_comp",1441
"111","ANAR","C",0.00516554515338538,1.41533259749886,"abs_value",2929
"112","ANAR","D",0.0101779060669312,2.37013321545485,"abs_value",2929
"113","ANAR","C",0.00301458438659548,0.825980496456102,"net_value",2929
"114","ANAR","D",0.00892311754321781,2.07793009048326,"net_value",2929
"115","ANAR","C",-0.00107548038339495,-0.294676050521377,"net_facil",2929
"116","ANAR","D",-0.000627394261856694,-0.146101562485798,"net_facil",2929
"117","ANAR","C",0.00409006476999043,1.12065654697748,"net_comp",2929
"118","ANAR","D",0.0095505118050745,2.22403165296906,"net_comp",2929
"119","ANAR","C",0.00683489074153458,1.48039876182018,"abs_value",3053
"120","ANAR","D",0.0109447790667745,2.20697739331404,"abs_value",3053
"121","ANAR","C",0.00218815707175041,0.473942472847791,"net_value",3053
"122","ANAR","D",0.00731935456471217,1.47592289980598,"net_value",3053
"123","ANAR","C",-0.00232336683489209,-0.503228144486194,"net_facil",3053
"124","ANAR","D",-0.00181271225103119,-0.365527246754029,"net_facil",3053
"125","ANAR","C",0.00451152390664249,0.977170617333986,"net_comp",3053
"126","ANAR","D",0.00913206681574335,1.84145014656001,"net_comp",3053
"127","ANAR","C",0.0075646800662459,1.9728844384754,"abs_value",184
"128","ANAR","D",0.00866779901044373,2.34227058116907,"abs_value",184
"129","ANAR","C",0.00392854968178615,1.02457400248253,"net_value",184
"130","ANAR","D",0.00370262767723568,1.00054879802381,"net_value",184
"131","ANAR","C",-0.00181806519222987,-0.474155217996433,"net_facil",184
"132","ANAR","D",-0.00248258566660403,-0.670860891572627,"net_facil",184
"133","ANAR","C",0.00574661487401602,1.49872922047896,"net_comp",184
"134","ANAR","D",0.00618521334383971,1.67140968959644,"net_comp",184
"135","ANAR","C",0.0102303072001717,1.82773919793155,"abs_value",2614
"136","ANAR","D",0.0127265533130226,1.78199261082667,"abs_value",2614
"137","ANAR","C",0.00602697392942821,1.07677475174378,"net_value",2614
"138","ANAR","D",0.0127265533130226,1.78199261082667,"net_value",2614
"139","ANAR","C",-0.00210166663537175,-0.375482223093887,"net_facil",2614
"140","ANAR","C",0.00812864056479996,1.45225697483767,"net_comp",2614
"141","ANAR","D",0.0127265533130226,1.78199261082667,"net_comp",2614
"142","ANAR","C",0.00715174581628477,1.41644892409054,"abs_value",1918
"143","ANAR","D",0.00908643463829033,1.45977631365053,"abs_value",1918
"144","ANAR","C",0.00276962240491391,0.548541401827297,"net_value",1918
"145","ANAR","D",0.00908643463829033,1.45977631365053,"net_value",1918
"146","ANAR","C",-0.00219106170568543,-0.433953761131621,"net_facil",1918
"147","ANAR","C",0.00496068411059934,0.982495162958918,"net_comp",1918
"148","ANAR","D",0.00908643463829033,1.45977631365053,"net_comp",1918
"149","ANAR","C",0.0102315449742017,2.12845473836333,"abs_value",1011
"150","ANAR","D",0.00835244469131697,1.68548330829218,"abs_value",1011
"151","ANAR","C",0.00651247630890526,1.35478181380421,"net_value",1011
"152","ANAR","D",0.00696280418446554,1.40506051408204,"net_value",1011
"153","ANAR","C",-0.00185953433264822,-0.386836462279558,"net_facil",1011
"154","ANAR","D",-0.000694820253425714,-0.140211397105071,"net_facil",1011
"155","ANAR","C",0.00837201064155348,1.74161827608377,"net_comp",1011
"156","ANAR","D",0.00765762443789126,1.54527191118711,"net_comp",1011
"157","ANAR","C",0.00548618470389765,1.5266234966009,"abs_value",3701
"158","ANAR","D",0.00594121816685545,1.86870458740136,"abs_value",3701
"159","ANAR","C",0.0011970932080082,0.333111391176515,"net_value",3701
"160","ANAR","D",0.0051456906447341,1.61848554338685,"net_value",3701
"161","ANAR","C",-0.00214454574794473,-0.596756052712192,"net_facil",3701
"162","ANAR","D",-0.000397763761060675,-0.125109522007254,"net_facil",3701
"163","ANAR","C",0.00334163895595292,0.929867443888706,"net_comp",3701
"164","ANAR","D",0.00554345440579478,1.7435950653941,"net_comp",3701
"165","ANAR","C",0.00446971391711299,1.59770078683986,"abs_value",2042
"166","ANAR","D",0.00534932647965331,1.41358007374614,"abs_value",2042
"167","ANAR","C",0.00285453891448908,1.02035592306766,"net_value",2042
"168","ANAR","D",0.00493642266535099,1.30446865448773,"net_value",2042
"169","ANAR","C",-0.000807587501311952,-0.288672431886098,"net_facil",2042
"170","ANAR","D",-0.000206451907151159,-0.0545557096292017,"net_facil",2042
"171","ANAR","C",0.00366212641580104,1.30902835495376,"net_comp",2042
"172","ANAR","D",0.00514287457250215,1.35902436411694,"net_comp",2042
"173","ANAR","C",0.0102695344482928,2.1815335586545,"abs_value",1727
"174","ANAR","D",0.0102704813058991,1.62902636802966,"abs_value",1727
"175","ANAR","C",0.00570217880900614,1.21130071591156,"net_value",1727
"176","ANAR","D",0.00868243176018495,1.37714191328459,"net_value",1727
"177","ANAR","C",-0.00228367781964333,-0.485116421371474,"net_facil",1727
"178","ANAR","D",-0.000794024772857067,-0.125942227372536,"net_facil",1727
"179","ANAR","C",0.00798585662864947,1.69641713728303,"net_comp",1727
"180","ANAR","D",0.00947645653304202,1.50308414065712,"net_comp",1727
"181","ANAR","C",0.00398632978450088,1.36849262914632,"abs_value",405
"182","ANAR","D",0.0095762692047084,2.16006287452507,"abs_value",405
"183","ANAR","C",0.00287953647744593,0.988534481031684,"net_value",405
"184","ANAR","D",0.0095762692047084,2.16006287452507,"net_value",405
"185","ANAR","C",-0.000553396653527472,-0.189979074057318,"net_facil",405
"186","ANAR","C",0.0034329331309734,1.178513555089,"net_comp",405
"187","ANAR","D",0.0095762692047084,2.16006287452507,"net_comp",405
"188","ANAR","C",0.00443147050890896,1.59506716166707,"abs_value",1334
"189","ANAR","D",0.00734354499020644,1.87305398060793,"abs_value",1334
"190","ANAR","C",0.00318724953361587,1.1472212343259,"net_value",1334
"191","ANAR","D",0.00734354499020644,1.87305398060793,"net_value",1334
"192","ANAR","C",-0.000622110487646546,-0.223922963670586,"net_facil",1334
"193","ANAR","C",0.00380936002126241,1.37114419799649,"net_comp",1334
"194","ANAR","D",0.00734354499020644,1.87305398060793,"net_comp",1334
"195","ANAR","C",0.00467016108983473,2.01632819797472,"abs_value",1571
"196","ANAR","D",0.00339637874798487,1.68517457414147,"abs_value",1571
"197","ANAR","C",0.00366567212239366,1.58264306578207,"net_value",1571
"198","ANAR","D",0.00336558352388231,1.66989496826907,"net_value",1571
"199","ANAR","C",-0.000502244483720536,-0.216842566096325,"net_facil",1571
"200","ANAR","D",-1.53976120512773e-05,-0.0076398029362014,"net_facil",1571
"201","ANAR","C",0.00416791660611419,1.79948563187839,"net_comp",1571
"202","ANAR","D",0.00338098113593359,1.67753477120527,"net_comp",1571
"203","ANAR","C",0.00883614596223081,1.91109374781376,"abs_value",3707
"204","ANAR","D",0.00997788678226943,2.11017893799753,"abs_value",3707
"205","ANAR","C",0.00507072008183009,1.09670228250198,"net_value",3707
"206","ANAR","D",0.00871369801246451,1.84282127260131,"net_value",3707
"207","ANAR","C",-0.00188271294020036,-0.40719573265589,"net_facil",3707
"208","ANAR","D",-0.000632094384902463,-0.13367883269811,"net_facil",3707
"209","ANAR","C",0.00695343302203045,1.50389801515787,"net_comp",3707
"210","ANAR","D",0.00934579239736697,1.97650010529942,"net_comp",3707
"211","ANAR","C",0.00564288827702774,1.75326392156519,"abs_value",3133
"212","ANAR","D",0.0101199917278824,1.9847632039433,"abs_value",3133
"213","ANAR","C",0.00418156490372373,1.29922594980804,"net_value",3133
"214","ANAR","D",0.00475689623423255,0.932936791308704,"net_value",3133
"215","ANAR","C",-0.000730661686652008,-0.227018985878575,"net_facil",3133
"216","ANAR","D",-0.00268154774682491,-0.525913206317297,"net_facil",3133
"217","ANAR","C",0.00491222659037573,1.52624493568662,"net_comp",3133
"218","ANAR","D",0.00743844398105747,1.458849997626,"net_comp",3133
"219","ANAR","C",0.0063042792726328,2.00682665359174,"abs_value",1522
"220","ANAR","D",0.00606904800663301,1.95520468420776,"abs_value",1522
"221","ANAR","C",0.00426781325265542,1.35856313110382,"net_value",1522
"222","ANAR","D",0.00386234161958136,1.24429208969227,"net_value",1522
"223","ANAR","C",-0.00101823300998869,-0.324131761243958,"net_facil",1522
"224","ANAR","D",-0.00110335319352582,-0.355456297257747,"net_facil",1522
"225","ANAR","C",0.00528604626264411,1.68269489234778,"net_comp",1522
"226","ANAR","D",0.00496569481310719,1.59974838695001,"net_comp",1522
"227","ANAR","C",0.00756514804588041,1.87265323437958,"abs_value",898
"228","ANAR","D",0.0102250887770797,2.01786395591946,"abs_value",898
"229","ANAR","C",0.00452570624095512,1.12027925674126,"net_value",898
"230","ANAR","D",0.00611607541675086,1.20697320132915,"net_value",898
"231","ANAR","C",-0.00151972090246264,-0.376186988819163,"net_facil",898
"232","ANAR","D",-0.0020545066801644,-0.405445377295152,"net_facil",898
"233","ANAR","C",0.00604542714341777,1.49646624556042,"net_comp",898
"234","ANAR","D",0.00817058209691526,1.61241857862431,"net_comp",898
"235","ANAR","C",0.00812667938844316,1.85019049841312,"abs_value",2370
"236","ANAR","D",0.00593021630758969,2.04495214817733,"abs_value",2370
"237","ANAR","C",0.00553498212052964,1.26014216124408,"net_value",2370
"238","ANAR","D",0.00338333822773122,1.16669686533265,"net_value",2370
"239","ANAR","C",-0.00129584863395676,-0.295024168584522,"net_facil",2370
"240","ANAR","D",-0.00127343903992924,-0.439127641422342,"net_facil",2370
"241","ANAR","C",0.0068308307544864,1.5551663298286,"net_comp",2370
"242","ANAR","D",0.00465677726766046,1.60582450675499,"net_comp",2370
"243","ANAR","C",0.00482967007700753,1.48640220539916,"abs_value",727
"244","ANAR","D",0.00796953395305886,2.04611970028522,"abs_value",727
"245","ANAR","C",0.00249804321844046,0.768809647422739,"net_value",727
"246","ANAR","D",0.00637613189235045,1.63702534594858,"net_value",727
"247","ANAR","C",-0.00116581342928354,-0.35879627898821,"net_facil",727
"248","ANAR","D",-0.000796701030354203,-0.20454717716832,"net_facil",727
"249","ANAR","C",0.003663856647724,1.12760592641095,"net_comp",727
"250","ANAR","D",0.00717283292270465,1.8415725231169,"net_comp",727
"251","ANAR","C",0.00741273102755026,1.86164632728382,"abs_value",2600
"252","ANAR","D",0.00891123785624108,2.50320175089629,"abs_value",2600
"253","ANAR","C",0.00474578697506071,1.19186530029984,"net_value",2600
"254","ANAR","D",0.00489077942136839,1.3738391689593,"net_value",2600
"255","ANAR","C",-0.00133347202624478,-0.334890513491988,"net_facil",2600
"256","ANAR","D",-0.00201022921743635,-0.564681290968496,"net_facil",2600
"257","ANAR","C",0.00607925900130548,1.52675581379183,"net_comp",2600
"258","ANAR","D",0.00690100863880473,1.93852045992779,"net_comp",2600
"259","ANAR","C",0.00381889620276294,1.64648081695027,"abs_value",1639
"260","ANAR","D",0.00809249427274096,2.24896118865025,"abs_value",1639
"261","ANAR","C",0.00193815670267015,0.835617849178839,"net_value",1639
"262","ANAR","D",0.00809249427274096,2.24896118865025,"net_value",1639
"263","ANAR","C",-0.000940369750046394,-0.405431483885718,"net_facil",1639
"264","ANAR","C",0.00287852645271655,1.24104933306456,"net_comp",1639
"265","ANAR","D",0.00809249427274096,2.24896118865025,"net_comp",1639
"266","ANAR","C",0.00380099736786555,1.50783032445038,"abs_value",3040
"267","ANAR","D",0.00613072969490695,2.21742127632883,"abs_value",3040
"268","ANAR","C",0.00303191011912234,1.20273853838205,"net_value",3040
"269","ANAR","D",0.00613072969490695,2.21742127632883,"net_value",3040
"270","ANAR","C",-0.000384543624371603,-0.152545893034165,"net_facil",3040
"271","ANAR","C",0.00341645374349394,1.35528443141621,"net_comp",3040
"272","ANAR","D",0.00613072969490695,2.21742127632883,"net_comp",3040
"273","ANAR","C",0.00654429274921704,1.77866067057136,"abs_value",1566
"274","ANAR","D",0.00855015482538056,1.96672561509846,"abs_value",1566
"275","ANAR","C",0.0034329924148749,0.933046369516145,"net_value",1566
"276","ANAR","D",0.00541628200489913,1.24586522410228,"net_value",1566
"277","ANAR","C",-0.00155565016717107,-0.422807150527608,"net_facil",1566
"278","ANAR","D",-0.00156693641024071,-0.360430195498089,"net_facil",1566
"279","ANAR","C",0.00498864258204597,1.35585352004375,"net_comp",1566
"280","ANAR","D",0.00698321841513985,1.60629541960037,"net_comp",1566
"281","ANAR","C",0.00390918428268865,1.53182776417013,"abs_value",2957
"282","ANAR","D",0.00725793322533744,1.83780683291628,"abs_value",2957
"283","ANAR","C",0.00186281859635492,0.72995209208871,"net_value",2957
"284","ANAR","D",0.00704746207711986,1.78451269224058,"net_value",2957
"285","ANAR","C",-0.00102318284316687,-0.400937836040708,"net_facil",2957
"286","ANAR","D",-0.000105235574108788,-0.0266470703378518,"net_facil",2957
"287","ANAR","C",0.00288600143952179,1.13088992812942,"net_comp",2957
"288","ANAR","D",0.00715269765122865,1.81115976257843,"net_comp",2957
"289","ANAR","C",0.0059450182204284,1.85655434145326,"abs_value",1259
"290","ANAR","D",0.0101483248089093,2.38808292549004,"abs_value",1259
"291","ANAR","C",0.00475023443114966,1.48343840659182,"net_value",1259
"292","ANAR","D",0.00942437404627063,2.21772432072453,"net_value",1259
"293","ANAR","C",-0.000597391894639371,-0.186557967430719,"net_facil",1259
"294","ANAR","D",-0.00036197538131936,-0.0851793023827556,"net_facil",1259
"295","ANAR","C",0.00534762632578903,1.66999637402254,"net_comp",1259
"296","ANAR","D",0.00978634942758999,2.30290362310728,"net_comp",1259
"297","ANAR","C",0.00519983669494646,1.80826303598275,"abs_value",1569
"298","ANAR","D",0.0104891236187499,2.33429243133345,"abs_value",1569
"299","ANAR","C",0.00214982291726867,0.747609116067746,"net_value",1569
"300","ANAR","D",0.00797400118599095,1.77456680771973,"net_value",1569
"301","ANAR","C",-0.00152500688883889,-0.530326959957503,"net_facil",1569
"302","ANAR","D",-0.00125756121637947,-0.279862811806859,"net_facil",1569
"303","ANAR","C",0.00367482980610757,1.27793607602525,"net_comp",1569
"304","ANAR","D",0.00923156240237042,2.05442961952659,"net_comp",1569
"305","ANAR","C",0.00622966810821373,1.81282378889079,"abs_value",7
"306","ANAR","D",0.0101965252225847,2.30341145955076,"abs_value",7
"307","ANAR","C",0.00275238107139512,0.800938636801391,"net_value",7
"308","ANAR","D",0.0101965252225847,2.30341145955076,"net_value",7
"309","ANAR","C",-0.00173864351840931,-0.505942576044701,"net_facil",7
"310","ANAR","C",0.00449102458980443,1.30688121284609,"net_comp",7
"311","ANAR","D",0.0101965252225847,2.30341145955076,"net_comp",7
"312","ANAR","C",0.00495988200808835,1.90696070742461,"abs_value",1622
"313","ANAR","D",0.00443659971022298,1.68415176105276,"abs_value",1622
"314","ANAR","C",0.00392879423893509,1.51053114348037,"net_value",1622
"315","ANAR","D",0.000995783679781235,0.378003639604185,"net_value",1622
"316","ANAR","C",-0.00051554388457663,-0.198214781972122,"net_facil",1622
"317","ANAR","D",-0.00172040801522087,-0.653074060724285,"net_facil",1622
"318","ANAR","C",0.00444433812351172,1.70874592545249,"net_comp",1622
"319","ANAR","D",0.00271619169500211,1.03107770032847,"net_comp",1622
"320","ANAR","C",0.00644427279365555,1.52149088595227,"abs_value",2591
"321","ANAR","D",0.0112030804755329,2.43759458755958,"abs_value",2591
"322","ANAR","C",0.00200302770793439,0.472914244867538,"net_value",2591
"323","ANAR","D",0.00904619018066423,1.96829294144412,"net_value",2591
"324","ANAR","C",-0.00222062254286058,-0.524288320542367,"net_facil",2591
"325","ANAR","D",-0.00107844514743431,-0.23465082305773,"net_facil",2591
"326","ANAR","C",0.00422365025079497,0.997202565409905,"net_comp",2591
"327","ANAR","D",0.0101246353280985,2.20294376450185,"net_comp",2591
"328","ANAR","C",0.00692455415017797,1.63134483884052,"abs_value",247
"329","ANAR","D",0.00945778157239768,1.99854313562534,"abs_value",247
"330","ANAR","C",0.00373339504004077,0.879544675055619,"net_value",247
"331","ANAR","D",0.00764010516947541,1.61444622346462,"net_value",247
"332","ANAR","C",-0.0015955795550686,-0.375900081892453,"net_facil",247
"333","ANAR","D",-0.000908838201461133,-0.192048456080357,"net_facil",247
"334","ANAR","C",0.00532897459510937,1.25544475694807,"net_comp",247
"335","ANAR","D",0.00854894337093655,1.80649467954498,"net_comp",247
"336","ANAR","C",0.00524964092766143,1.23295797266659,"abs_value",3584
"337","ANAR","D",0.00709515866479818,1.47368770092136,"abs_value",3584
"338","ANAR","C",0.00235777447395576,0.553759176193511,"net_value",3584
"339","ANAR","D",0.00388231445968913,0.806369433109186,"net_value",3584
"340","ANAR","C",-0.00144593322685284,-0.339599398236541,"net_facil",3584
"341","ANAR","D",-0.00160642210255452,-0.333659133906088,"net_facil",3584
"342","ANAR","C",0.0038037077008086,0.893358574430052,"net_comp",3584
"343","ANAR","D",0.00548873656224365,1.14002856701527,"net_comp",3584
"344","ANAR","C",0.00452569106964278,1.86738276556423,"abs_value",713
"345","ANAR","D",0.00828696406267063,1.6462236447691,"abs_value",713
"346","ANAR","C",0.00279981125979775,1.15525324484679,"net_value",713
"347","ANAR","D",0.00808221201224274,1.60554919943782,"net_value",713
"348","ANAR","C",-0.000862939904922517,-0.356064760358717,"net_facil",713
"349","ANAR","D",-0.000102376025213947,-0.0203372226656384,"net_facil",713
"350","ANAR","C",0.00366275116472026,1.51131800520551,"net_comp",713
"351","ANAR","D",0.00818458803745668,1.62588642210346,"net_comp",713
"352","ANAR","C",0.00498450196027617,1.6826295473597,"abs_value",2088
"353","ANAR","D",0.00763127218795951,2.64896713083095,"abs_value",2088
"354","ANAR","C",0.0029747271939142,1.0041853552681,"net_value",2088
"355","ANAR","D",0.00484785527833724,1.68278747907882,"net_value",2088
"356","ANAR","C",-0.00100488738318098,-0.339222096045803,"net_facil",2088
"357","ANAR","D",-0.00139170845481114,-0.483089825876067,"net_facil",2088
"358","ANAR","C",0.00397961457709519,1.3434074513139,"net_comp",2088
"359","ANAR","D",0.00623956373314837,2.16587730495488,"net_comp",2088
"360","ANAR","C",0.00337914689584831,1.50323413993181,"abs_value",1103
"361","ANAR","D",0.00766588569300111,2.5557509625759,"abs_value",1103
"362","ANAR","C",0.002755219176708,1.22567608247837,"net_value",1103
"363","ANAR","D",0.00649157212015276,2.1642432928342,"net_value",1103
"364","ANAR","C",-0.000311963859570154,-0.138779028726723,"net_facil",1103
"365","ANAR","D",-0.000587156786424174,-0.195753834870851,"net_facil",1103
"366","ANAR","C",0.00306718303627816,1.36445511120509,"net_comp",1103
"367","ANAR","D",0.00707872890657694,2.35999712770505,"net_comp",1103
"368","ANAR","C",0.00693778014727649,1.852962772935,"abs_value",2673
"369","ANAR","D",0.00894493439727331,1.71624813652225,"abs_value",2673
"370","ANAR","C",0.00345602353286525,0.923044952829836,"net_value",2673
"371","ANAR","D",0.00809496427376895,1.55316592979208,"net_value",2673
"372","ANAR","C",-0.00174087830720562,-0.46495891005258,"net_facil",2673
"373","ANAR","D",-0.000424985061752182,-0.0815411033650858,"net_facil",2673
"374","ANAR","C",0.00519690184007087,1.38800386288242,"net_comp",2673
"375","ANAR","D",0.00851994933552113,1.63470703315716,"net_comp",2673
"376","ANAR","C",0.00641681062759832,1.79659349263227,"abs_value",208
"377","ANAR","D",0.00759142661774042,1.54489129522312,"abs_value",208
"378","ANAR","C",0.00237428091983178,0.66475666772907,"net_value",208
"379","ANAR","D",0.00758967127992676,1.54453407565886,"net_value",208
"380","ANAR","C",-0.00202126485388327,-0.565918412451599,"net_facil",208
"381","ANAR","D",-8.77668906830017e-07,-0.000178609782129893,"net_facil",208
"382","ANAR","C",0.00439554577371505,1.23067508018067,"net_comp",208
"383","ANAR","D",0.00759054894883359,1.54471268544099,"net_comp",208
"384","ANAR","C",0.00411845971355985,1.21893558535815,"abs_value",1570
"385","ANAR","D",0.0103539986103253,2.20571372016895,"abs_value",1570
"386","ANAR","C",0.00223749654465921,0.662229170634177,"net_value",1570
"387","ANAR","D",0.00719935554717091,1.53367968302928,"net_value",1570
