"X1","X2","X3","X4","X5","X6","X7","X8"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","ACAM"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","AMME"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","ACAM"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","AMME"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","ACAM"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","AMME"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","AMME"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","MICA","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","ACAM"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","AMME"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","ACAM"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","AMME"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","ACAM","AMME"
"ANAR","BRHO","CESO","GITR","LENI","PLER","ACAM","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","PLER","ACAM","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","PLER","ACAM","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","ACAM","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","ACAM","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","PLER","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","PLER","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","PLER","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","TACA","THIR","ACAM"
"ANAR","BRHO","CESO","GITR","LENI","TACA","THIR","AMME"
"ANAR","BRHO","CESO","GITR","LENI","TACA","THIR","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","TACA","THIR","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","TACA","THIR","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","TACA","THIR","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","TACA","THIR","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","TACA","ACAM","AMME"
"ANAR","BRHO","CESO","GITR","LENI","TACA","ACAM","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","TACA","ACAM","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","TACA","ACAM","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","TACA","ACAM","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","TACA","ACAM","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","TACA","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","TACA","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","TACA","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","TACA","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","TACA","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","TACA","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","TACA","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","TACA","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","TACA","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","TACA","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","TACA","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","TACA","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","TACA","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","TACA","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","TACA","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","THIR","ACAM","AMME"
"ANAR","BRHO","CESO","GITR","LENI","THIR","ACAM","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","THIR","ACAM","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","THIR","ACAM","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","THIR","ACAM","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","THIR","ACAM","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","THIR","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","THIR","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","THIR","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","THIR","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","THIR","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","THIR","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","THIR","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","THIR","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","THIR","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","THIR","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","THIR","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","THIR","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","THIR","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","THIR","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","THIR","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","ACAM","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","ACAM","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","ACAM","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","ACAM","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","ACAM","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","ACAM","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","ACAM","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","ACAM","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","ACAM","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","ACAM","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","ACAM","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","ACAM","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","ACAM","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","ACAM","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","ACAM","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","AMME","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","AMME","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","AMME","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","AMME","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","AMME","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","AMME","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","AMME","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","AMME","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","AMME","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","AMME","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","PLER","TACA","THIR"
"ANAR","BRHO","CESO","GITR","MICA","PLER","TACA","ACAM"
"ANAR","BRHO","CESO","GITR","MICA","PLER","TACA","AMME"
"ANAR","BRHO","CESO","GITR","MICA","PLER","TACA","BRNI"
"ANAR","BRHO","CESO","GITR","MICA","PLER","TACA","LOMU"
"ANAR","BRHO","CESO","GITR","MICA","PLER","TACA","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","PLER","TACA","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","PLER","TACA","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","PLER","THIR","ACAM"
"ANAR","BRHO","CESO","GITR","MICA","PLER","THIR","AMME"
"ANAR","BRHO","CESO","GITR","MICA","PLER","THIR","BRNI"
"ANAR","BRHO","CESO","GITR","MICA","PLER","THIR","LOMU"
"ANAR","BRHO","CESO","GITR","MICA","PLER","THIR","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","PLER","THIR","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","PLER","THIR","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","PLER","ACAM","AMME"
"ANAR","BRHO","CESO","GITR","MICA","PLER","ACAM","BRNI"
"ANAR","BRHO","CESO","GITR","MICA","PLER","ACAM","LOMU"
"ANAR","BRHO","CESO","GITR","MICA","PLER","ACAM","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","PLER","ACAM","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","PLER","ACAM","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","PLER","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","MICA","PLER","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","MICA","PLER","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","PLER","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","PLER","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","PLER","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","MICA","PLER","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","PLER","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","PLER","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","PLER","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","PLER","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","PLER","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","PLER","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","PLER","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","PLER","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","TACA","THIR","ACAM"
"ANAR","BRHO","CESO","GITR","MICA","TACA","THIR","AMME"
"ANAR","BRHO","CESO","GITR","MICA","TACA","THIR","BRNI"
"ANAR","BRHO","CESO","GITR","MICA","TACA","THIR","LOMU"
"ANAR","BRHO","CESO","GITR","MICA","TACA","THIR","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","TACA","THIR","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","TACA","THIR","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","TACA","ACAM","AMME"
"ANAR","BRHO","CESO","GITR","MICA","TACA","ACAM","BRNI"
"ANAR","BRHO","CESO","GITR","MICA","TACA","ACAM","LOMU"
"ANAR","BRHO","CESO","GITR","MICA","TACA","ACAM","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","TACA","ACAM","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","TACA","ACAM","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","TACA","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","MICA","TACA","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","MICA","TACA","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","TACA","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","TACA","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","TACA","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","MICA","TACA","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","TACA","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","TACA","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","TACA","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","TACA","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","TACA","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","TACA","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","TACA","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","TACA","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","THIR","ACAM","AMME"
"ANAR","BRHO","CESO","GITR","MICA","THIR","ACAM","BRNI"
"ANAR","BRHO","CESO","GITR","MICA","THIR","ACAM","LOMU"
"ANAR","BRHO","CESO","GITR","MICA","THIR","ACAM","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","THIR","ACAM","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","THIR","ACAM","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","THIR","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","MICA","THIR","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","MICA","THIR","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","THIR","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","THIR","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","THIR","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","MICA","THIR","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","THIR","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","THIR","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","THIR","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","THIR","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","THIR","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","THIR","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","THIR","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","THIR","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","ACAM","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","MICA","ACAM","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","MICA","ACAM","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","ACAM","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","ACAM","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","ACAM","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","MICA","ACAM","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","ACAM","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","ACAM","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","ACAM","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","ACAM","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","ACAM","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","ACAM","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","ACAM","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","ACAM","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","AMME","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","MICA","AMME","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","AMME","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","AMME","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","AMME","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","AMME","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","AMME","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","AMME","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","AMME","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","AMME","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","MICA","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","MICA","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","MICA","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","TACA","THIR","ACAM"
"ANAR","BRHO","CESO","GITR","PLER","TACA","THIR","AMME"
"ANAR","BRHO","CESO","GITR","PLER","TACA","THIR","BRNI"
"ANAR","BRHO","CESO","GITR","PLER","TACA","THIR","LOMU"
"ANAR","BRHO","CESO","GITR","PLER","TACA","THIR","MAEL"
"ANAR","BRHO","CESO","GITR","PLER","TACA","THIR","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","TACA","THIR","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","TACA","ACAM","AMME"
"ANAR","BRHO","CESO","GITR","PLER","TACA","ACAM","BRNI"
"ANAR","BRHO","CESO","GITR","PLER","TACA","ACAM","LOMU"
"ANAR","BRHO","CESO","GITR","PLER","TACA","ACAM","MAEL"
"ANAR","BRHO","CESO","GITR","PLER","TACA","ACAM","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","TACA","ACAM","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","TACA","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","PLER","TACA","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","PLER","TACA","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","PLER","TACA","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","TACA","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","TACA","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","PLER","TACA","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","PLER","TACA","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","TACA","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","TACA","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","PLER","TACA","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","TACA","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","TACA","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","TACA","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","TACA","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","THIR","ACAM","AMME"
"ANAR","BRHO","CESO","GITR","PLER","THIR","ACAM","BRNI"
"ANAR","BRHO","CESO","GITR","PLER","THIR","ACAM","LOMU"
"ANAR","BRHO","CESO","GITR","PLER","THIR","ACAM","MAEL"
"ANAR","BRHO","CESO","GITR","PLER","THIR","ACAM","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","THIR","ACAM","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","THIR","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","PLER","THIR","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","PLER","THIR","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","PLER","THIR","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","THIR","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","THIR","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","PLER","THIR","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","PLER","THIR","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","THIR","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","THIR","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","PLER","THIR","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","THIR","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","THIR","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","THIR","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","THIR","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","ACAM","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","PLER","ACAM","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","PLER","ACAM","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","PLER","ACAM","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","ACAM","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","ACAM","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","PLER","ACAM","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","PLER","ACAM","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","ACAM","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","ACAM","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","PLER","ACAM","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","ACAM","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","ACAM","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","ACAM","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","ACAM","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","AMME","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","PLER","AMME","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","PLER","AMME","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","AMME","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","AMME","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","PLER","AMME","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","AMME","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","AMME","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","AMME","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","AMME","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","PLER","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","PLER","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","PLER","MAEL","PLNO","TWIL"
