"X1","X2","X3","X4","X5"
"TACA","AMME","THIR","BRNI","TWIL"
"TACA","AMME","THIR","GITR","LENI"
"TACA","AMME","THIR","GITR","ACAM"
"TACA","AMME","THIR","GITR","MAEL"
"TACA","AMME","THIR","GITR","MICA"
"TACA","AMME","THIR","GITR","PLER"
"TACA","AMME","THIR","GITR","TWIL"
"TACA","AMME","THIR","LENI","ACAM"
"TACA","AMME","THIR","LENI","MAEL"
"TACA","AMME","THIR","LENI","MICA"
"TACA","AMME","THIR","LENI","PLER"
"TACA","AMME","THIR","LENI","TWIL"
"TACA","AMME","THIR","ACAM","MAEL"
"TACA","AMME","THIR","ACAM","MICA"
"TACA","AMME","THIR","ACAM","PLER"
"TACA","AMME","THIR","ACAM","TWIL"
"TACA","AMME","THIR","MAEL","MICA"
"TACA","AMME","THIR","MAEL","PLER"
"TACA","AMME","THIR","MAEL","TWIL"
"TACA","AMME","THIR","MICA","PLER"
"TACA","AMME","THIR","MICA","TWIL"
"TACA","AMME","THIR","PLER","TWIL"
"TACA","AMME","LOMU","BRNI","GITR"
"TACA","AMME","LOMU","BRNI","LENI"
"TACA","AMME","LOMU","BRNI","ACAM"
"TACA","AMME","LOMU","BRNI","MAEL"
"TACA","AMME","LOMU","BRNI","MICA"
"TACA","AMME","LOMU","BRNI","PLER"
"TACA","AMME","LOMU","BRNI","TWIL"
"TACA","AMME","LOMU","GITR","LENI"
"TACA","AMME","LOMU","GITR","ACAM"
"TACA","AMME","LOMU","GITR","MAEL"
"TACA","AMME","LOMU","GITR","MICA"
"TACA","AMME","LOMU","GITR","PLER"
"TACA","AMME","LOMU","GITR","TWIL"
"TACA","AMME","LOMU","LENI","ACAM"
"TACA","AMME","LOMU","LENI","MAEL"
"TACA","AMME","LOMU","LENI","MICA"
"TACA","AMME","LOMU","LENI","PLER"
"TACA","AMME","LOMU","LENI","TWIL"
"TACA","AMME","LOMU","ACAM","MAEL"
"TACA","AMME","LOMU","ACAM","MICA"
"TACA","AMME","LOMU","ACAM","PLER"
"TACA","AMME","LOMU","ACAM","TWIL"
"TACA","AMME","LOMU","MAEL","MICA"
"TACA","AMME","LOMU","MAEL","PLER"
"TACA","AMME","LOMU","MAEL","TWIL"
"TACA","AMME","LOMU","MICA","PLER"
"TACA","AMME","LOMU","MICA","TWIL"
"TACA","AMME","LOMU","PLER","TWIL"
"TACA","AMME","BRNI","GITR","LENI"
"TACA","AMME","BRNI","GITR","ACAM"
"TACA","AMME","BRNI","GITR","MAEL"
"TACA","AMME","BRNI","GITR","MICA"
"TACA","AMME","BRNI","GITR","PLER"
"TACA","AMME","BRNI","GITR","TWIL"
"TACA","AMME","BRNI","LENI","ACAM"
"TACA","AMME","BRNI","LENI","MAEL"
"TACA","AMME","BRNI","LENI","MICA"
"TACA","AMME","BRNI","LENI","PLER"
"TACA","AMME","BRNI","LENI","TWIL"
"TACA","AMME","BRNI","ACAM","MAEL"
"TACA","AMME","BRNI","ACAM","MICA"
"TACA","AMME","BRNI","ACAM","PLER"
"TACA","AMME","BRNI","ACAM","TWIL"
"TACA","AMME","BRNI","MAEL","MICA"
"TACA","AMME","BRNI","MAEL","PLER"
"TACA","AMME","BRNI","MAEL","TWIL"
"TACA","AMME","BRNI","MICA","PLER"
"TACA","AMME","BRNI","MICA","TWIL"
"TACA","AMME","BRNI","PLER","TWIL"
"TACA","AMME","GITR","LENI","ACAM"
"TACA","AMME","GITR","LENI","MAEL"
"TACA","AMME","GITR","LENI","MICA"
"TACA","AMME","GITR","LENI","PLER"
"TACA","AMME","GITR","LENI","TWIL"
"TACA","AMME","GITR","ACAM","MAEL"
"TACA","AMME","GITR","ACAM","MICA"
"TACA","AMME","GITR","ACAM","PLER"
"TACA","AMME","GITR","ACAM","TWIL"
"TACA","AMME","GITR","MAEL","MICA"
"TACA","AMME","GITR","MAEL","PLER"
"TACA","AMME","GITR","MAEL","TWIL"
"TACA","AMME","GITR","MICA","PLER"
"TACA","AMME","GITR","MICA","TWIL"
"TACA","AMME","GITR","PLER","TWIL"
"TACA","AMME","LENI","ACAM","MAEL"
"TACA","AMME","LENI","ACAM","MICA"
"TACA","AMME","LENI","ACAM","PLER"
"TACA","AMME","LENI","ACAM","TWIL"
"TACA","AMME","LENI","MAEL","MICA"
"TACA","AMME","LENI","MAEL","PLER"
"TACA","AMME","LENI","MAEL","TWIL"
"TACA","AMME","LENI","MICA","PLER"
"TACA","AMME","LENI","MICA","TWIL"
"TACA","AMME","LENI","PLER","TWIL"
"TACA","AMME","ACAM","MAEL","MICA"
"TACA","AMME","ACAM","MAEL","PLER"
"TACA","AMME","ACAM","MAEL","TWIL"
"TACA","AMME","ACAM","MICA","PLER"
"TACA","AMME","ACAM","MICA","TWIL"
"TACA","AMME","ACAM","PLER","TWIL"
"TACA","AMME","MAEL","MICA","PLER"
"TACA","AMME","MAEL","MICA","TWIL"
"TACA","AMME","MAEL","PLER","TWIL"
"TACA","AMME","MICA","PLER","TWIL"
"TACA","CESO","PLNO","THIR","LOMU"
"TACA","CESO","PLNO","THIR","BRNI"
"TACA","CESO","PLNO","THIR","GITR"
"TACA","CESO","PLNO","THIR","LENI"
"TACA","CESO","PLNO","THIR","ACAM"
"TACA","CESO","PLNO","THIR","MAEL"
"TACA","CESO","PLNO","THIR","MICA"
"TACA","CESO","PLNO","THIR","PLER"
"TACA","CESO","PLNO","THIR","TWIL"
"TACA","CESO","PLNO","LOMU","BRNI"
"TACA","CESO","PLNO","LOMU","GITR"
"TACA","CESO","PLNO","LOMU","LENI"
"TACA","CESO","PLNO","LOMU","ACAM"
"TACA","CESO","PLNO","LOMU","MAEL"
"TACA","CESO","PLNO","LOMU","MICA"
"TACA","CESO","PLNO","LOMU","PLER"
"TACA","CESO","PLNO","LOMU","TWIL"
"TACA","CESO","PLNO","BRNI","GITR"
"TACA","CESO","PLNO","BRNI","LENI"
"TACA","CESO","PLNO","BRNI","ACAM"
"TACA","CESO","PLNO","BRNI","MAEL"
"TACA","CESO","PLNO","BRNI","MICA"
"TACA","CESO","PLNO","BRNI","PLER"
"TACA","CESO","PLNO","BRNI","TWIL"
"TACA","CESO","PLNO","GITR","LENI"
"TACA","CESO","PLNO","GITR","ACAM"
"TACA","CESO","PLNO","GITR","MAEL"
"TACA","CESO","PLNO","GITR","MICA"
"TACA","CESO","PLNO","GITR","PLER"
"TACA","CESO","PLNO","GITR","TWIL"
"TACA","CESO","PLNO","LENI","ACAM"
"TACA","CESO","PLNO","LENI","MAEL"
"TACA","CESO","PLNO","LENI","MICA"
"TACA","CESO","PLNO","LENI","PLER"
"TACA","CESO","PLNO","LENI","TWIL"
"TACA","CESO","PLNO","ACAM","MAEL"
"TACA","CESO","PLNO","ACAM","MICA"
"TACA","CESO","PLNO","ACAM","PLER"
"TACA","CESO","PLNO","ACAM","TWIL"
"TACA","CESO","PLNO","MAEL","MICA"
"TACA","CESO","PLNO","MAEL","PLER"
"TACA","CESO","PLNO","MAEL","TWIL"
"TACA","CESO","PLNO","MICA","PLER"
"TACA","CESO","PLNO","MICA","TWIL"
"TACA","CESO","PLNO","PLER","TWIL"
"TACA","CESO","THIR","LOMU","BRNI"
"TACA","CESO","THIR","LOMU","GITR"
"TACA","CESO","THIR","LOMU","LENI"
"TACA","CESO","THIR","LOMU","ACAM"
"TACA","CESO","THIR","LOMU","MAEL"
"TACA","CESO","THIR","LOMU","MICA"
"TACA","CESO","THIR","LOMU","PLER"
"TACA","CESO","THIR","LOMU","TWIL"
"TACA","CESO","THIR","BRNI","GITR"
"TACA","CESO","THIR","BRNI","LENI"
"TACA","CESO","THIR","BRNI","ACAM"
"TACA","CESO","THIR","BRNI","MAEL"
"TACA","CESO","THIR","BRNI","MICA"
"TACA","CESO","THIR","BRNI","PLER"
"TACA","CESO","THIR","BRNI","TWIL"
"TACA","CESO","THIR","GITR","LENI"
"TACA","CESO","THIR","GITR","ACAM"
"TACA","CESO","THIR","GITR","MAEL"
"TACA","CESO","THIR","GITR","MICA"
"TACA","CESO","THIR","GITR","PLER"
"TACA","CESO","THIR","GITR","TWIL"
"TACA","CESO","THIR","LENI","ACAM"
"TACA","CESO","THIR","LENI","MAEL"
"TACA","CESO","THIR","LENI","MICA"
"TACA","CESO","THIR","LENI","PLER"
"TACA","CESO","THIR","LENI","TWIL"
"TACA","CESO","THIR","ACAM","MAEL"
"TACA","CESO","THIR","ACAM","MICA"
"TACA","CESO","THIR","ACAM","PLER"
"TACA","CESO","THIR","ACAM","TWIL"
"TACA","CESO","THIR","MAEL","MICA"
"TACA","CESO","THIR","MAEL","PLER"
"TACA","CESO","THIR","MAEL","TWIL"
"TACA","CESO","THIR","MICA","PLER"
"TACA","CESO","THIR","MICA","TWIL"
"TACA","CESO","THIR","PLER","TWIL"
"TACA","CESO","LOMU","BRNI","GITR"
"TACA","CESO","LOMU","BRNI","LENI"
"TACA","CESO","LOMU","BRNI","ACAM"
"TACA","CESO","LOMU","BRNI","MAEL"
"TACA","CESO","LOMU","BRNI","MICA"
"TACA","CESO","LOMU","BRNI","PLER"
"TACA","CESO","LOMU","BRNI","TWIL"
"TACA","CESO","LOMU","GITR","LENI"
"TACA","CESO","LOMU","GITR","ACAM"
"TACA","CESO","LOMU","GITR","MAEL"
"TACA","CESO","LOMU","GITR","MICA"
"TACA","CESO","LOMU","GITR","PLER"
"TACA","CESO","LOMU","GITR","TWIL"
"TACA","CESO","LOMU","LENI","ACAM"
"TACA","CESO","LOMU","LENI","MAEL"
"TACA","CESO","LOMU","LENI","MICA"
"TACA","CESO","LOMU","LENI","PLER"
"TACA","CESO","LOMU","LENI","TWIL"
"TACA","CESO","LOMU","ACAM","MAEL"
"TACA","CESO","LOMU","ACAM","MICA"
"TACA","CESO","LOMU","ACAM","PLER"
"TACA","CESO","LOMU","ACAM","TWIL"
"TACA","CESO","LOMU","MAEL","MICA"
"TACA","CESO","LOMU","MAEL","PLER"
"TACA","CESO","LOMU","MAEL","TWIL"
"TACA","CESO","LOMU","MICA","PLER"
"TACA","CESO","LOMU","MICA","TWIL"
"TACA","CESO","LOMU","PLER","TWIL"
"TACA","CESO","BRNI","GITR","LENI"
"TACA","CESO","BRNI","GITR","ACAM"
"TACA","CESO","BRNI","GITR","MAEL"
"TACA","CESO","BRNI","GITR","MICA"
"TACA","CESO","BRNI","GITR","PLER"
"TACA","CESO","BRNI","GITR","TWIL"
"TACA","CESO","BRNI","LENI","ACAM"
"TACA","CESO","BRNI","LENI","MAEL"
"TACA","CESO","BRNI","LENI","MICA"
"TACA","CESO","BRNI","LENI","PLER"
"TACA","CESO","BRNI","LENI","TWIL"
"TACA","CESO","BRNI","ACAM","MAEL"
"TACA","CESO","BRNI","ACAM","MICA"
"TACA","CESO","BRNI","ACAM","PLER"
"TACA","CESO","BRNI","ACAM","TWIL"
"TACA","CESO","BRNI","MAEL","MICA"
"TACA","CESO","BRNI","MAEL","PLER"
"TACA","CESO","BRNI","MAEL","TWIL"
"TACA","CESO","BRNI","MICA","PLER"
"TACA","CESO","BRNI","MICA","TWIL"
"TACA","CESO","BRNI","PLER","TWIL"
"TACA","CESO","GITR","LENI","ACAM"
"TACA","CESO","GITR","LENI","MAEL"
"TACA","CESO","GITR","LENI","MICA"
"TACA","CESO","GITR","LENI","PLER"
"TACA","CESO","GITR","LENI","TWIL"
"TACA","CESO","GITR","ACAM","MAEL"
"TACA","CESO","GITR","ACAM","MICA"
"TACA","CESO","GITR","ACAM","PLER"
"TACA","CESO","GITR","ACAM","TWIL"
"TACA","CESO","GITR","MAEL","MICA"
"TACA","CESO","GITR","MAEL","PLER"
"TACA","CESO","GITR","MAEL","TWIL"
"TACA","CESO","GITR","MICA","PLER"
"TACA","CESO","GITR","MICA","TWIL"
"TACA","CESO","GITR","PLER","TWIL"
"TACA","CESO","LENI","ACAM","MAEL"
"TACA","CESO","LENI","ACAM","MICA"
"TACA","CESO","LENI","ACAM","PLER"
"TACA","CESO","LENI","ACAM","TWIL"
"TACA","CESO","LENI","MAEL","MICA"
"TACA","CESO","LENI","MAEL","PLER"
"TACA","CESO","LENI","MAEL","TWIL"
"TACA","CESO","LENI","MICA","PLER"
"TACA","CESO","LENI","MICA","TWIL"
"TACA","CESO","LENI","PLER","TWIL"
"TACA","CESO","ACAM","MAEL","MICA"
"TACA","CESO","ACAM","MAEL","PLER"
"TACA","CESO","ACAM","MAEL","TWIL"
"TACA","CESO","ACAM","MICA","PLER"
"TACA","CESO","ACAM","MICA","TWIL"
"TACA","CESO","ACAM","PLER","TWIL"
"TACA","CESO","MAEL","MICA","PLER"
"TACA","CESO","MAEL","MICA","TWIL"
"TACA","CESO","MAEL","PLER","TWIL"
"TACA","CESO","MICA","PLER","TWIL"
"TACA","PLNO","THIR","LOMU","BRNI"
"TACA","PLNO","THIR","LOMU","GITR"
"TACA","PLNO","THIR","LOMU","LENI"
"TACA","PLNO","THIR","LOMU","ACAM"
"TACA","PLNO","THIR","LOMU","MAEL"
"TACA","PLNO","THIR","LOMU","MICA"
"TACA","PLNO","THIR","LOMU","PLER"
"TACA","PLNO","THIR","LOMU","TWIL"
"TACA","PLNO","THIR","BRNI","GITR"
"TACA","PLNO","THIR","BRNI","LENI"
"TACA","PLNO","THIR","BRNI","ACAM"
"TACA","PLNO","THIR","BRNI","MAEL"
"TACA","PLNO","THIR","BRNI","MICA"
"TACA","PLNO","THIR","BRNI","PLER"
"TACA","PLNO","THIR","BRNI","TWIL"
"TACA","PLNO","THIR","GITR","LENI"
"TACA","PLNO","THIR","GITR","ACAM"
"TACA","PLNO","THIR","GITR","MAEL"
"TACA","PLNO","THIR","GITR","MICA"
"TACA","PLNO","THIR","GITR","PLER"
"TACA","PLNO","THIR","GITR","TWIL"
"TACA","PLNO","THIR","LENI","ACAM"
"TACA","PLNO","THIR","LENI","MAEL"
"TACA","PLNO","THIR","LENI","MICA"
"TACA","PLNO","THIR","LENI","PLER"
"TACA","PLNO","THIR","LENI","TWIL"
"TACA","PLNO","THIR","ACAM","MAEL"
"TACA","PLNO","THIR","ACAM","MICA"
"TACA","PLNO","THIR","ACAM","PLER"
"TACA","PLNO","THIR","ACAM","TWIL"
"TACA","PLNO","THIR","MAEL","MICA"
"TACA","PLNO","THIR","MAEL","PLER"
"TACA","PLNO","THIR","MAEL","TWIL"
"TACA","PLNO","THIR","MICA","PLER"
"TACA","PLNO","THIR","MICA","TWIL"
"TACA","PLNO","THIR","PLER","TWIL"
"TACA","PLNO","LOMU","BRNI","GITR"
"TACA","PLNO","LOMU","BRNI","LENI"
"TACA","PLNO","LOMU","BRNI","ACAM"
"TACA","PLNO","LOMU","BRNI","MAEL"
"TACA","PLNO","LOMU","BRNI","MICA"
"TACA","PLNO","LOMU","BRNI","PLER"
"TACA","PLNO","LOMU","BRNI","TWIL"
"TACA","PLNO","LOMU","GITR","LENI"
"TACA","PLNO","LOMU","GITR","ACAM"
"TACA","PLNO","LOMU","GITR","MAEL"
"TACA","PLNO","LOMU","GITR","MICA"
"TACA","PLNO","LOMU","GITR","PLER"
"TACA","PLNO","LOMU","GITR","TWIL"
"TACA","PLNO","LOMU","LENI","ACAM"
"TACA","PLNO","LOMU","LENI","MAEL"
"TACA","PLNO","LOMU","LENI","MICA"
"TACA","PLNO","LOMU","LENI","PLER"
"TACA","PLNO","LOMU","LENI","TWIL"
"TACA","PLNO","LOMU","ACAM","MAEL"
"TACA","PLNO","LOMU","ACAM","MICA"
"TACA","PLNO","LOMU","ACAM","PLER"
"TACA","PLNO","LOMU","ACAM","TWIL"
"TACA","PLNO","LOMU","MAEL","MICA"
"TACA","PLNO","LOMU","MAEL","PLER"
"TACA","PLNO","LOMU","MAEL","TWIL"
"TACA","PLNO","LOMU","MICA","PLER"
"TACA","PLNO","LOMU","MICA","TWIL"
"TACA","PLNO","LOMU","PLER","TWIL"
"TACA","PLNO","BRNI","GITR","LENI"
"TACA","PLNO","BRNI","GITR","ACAM"
"TACA","PLNO","BRNI","GITR","MAEL"
"TACA","PLNO","BRNI","GITR","MICA"
"TACA","PLNO","BRNI","GITR","PLER"
"TACA","PLNO","BRNI","GITR","TWIL"
"TACA","PLNO","BRNI","LENI","ACAM"
"TACA","PLNO","BRNI","LENI","MAEL"
"TACA","PLNO","BRNI","LENI","MICA"
"TACA","PLNO","BRNI","LENI","PLER"
"TACA","PLNO","BRNI","LENI","TWIL"
"TACA","PLNO","BRNI","ACAM","MAEL"
"TACA","PLNO","BRNI","ACAM","MICA"
"TACA","PLNO","BRNI","ACAM","PLER"
"TACA","PLNO","BRNI","ACAM","TWIL"
"TACA","PLNO","BRNI","MAEL","MICA"
"TACA","PLNO","BRNI","MAEL","PLER"
"TACA","PLNO","BRNI","MAEL","TWIL"
"TACA","PLNO","BRNI","MICA","PLER"
"TACA","PLNO","BRNI","MICA","TWIL"
"TACA","PLNO","BRNI","PLER","TWIL"
"TACA","PLNO","GITR","LENI","ACAM"
"TACA","PLNO","GITR","LENI","MAEL"
"TACA","PLNO","GITR","LENI","MICA"
"TACA","PLNO","GITR","LENI","PLER"
"TACA","PLNO","GITR","LENI","TWIL"
"TACA","PLNO","GITR","ACAM","MAEL"
"TACA","PLNO","GITR","ACAM","MICA"
"TACA","PLNO","GITR","ACAM","PLER"
"TACA","PLNO","GITR","ACAM","TWIL"
"TACA","PLNO","GITR","MAEL","MICA"
"TACA","PLNO","GITR","MAEL","PLER"
"TACA","PLNO","GITR","MAEL","TWIL"
"TACA","PLNO","GITR","MICA","PLER"
"TACA","PLNO","GITR","MICA","TWIL"
"TACA","PLNO","GITR","PLER","TWIL"
"TACA","PLNO","LENI","ACAM","MAEL"
"TACA","PLNO","LENI","ACAM","MICA"
"TACA","PLNO","LENI","ACAM","PLER"
"TACA","PLNO","LENI","ACAM","TWIL"
"TACA","PLNO","LENI","MAEL","MICA"
"TACA","PLNO","LENI","MAEL","PLER"
"TACA","PLNO","LENI","MAEL","TWIL"
"TACA","PLNO","LENI","MICA","PLER"
"TACA","PLNO","LENI","MICA","TWIL"
"TACA","PLNO","LENI","PLER","TWIL"
"TACA","PLNO","ACAM","MAEL","MICA"
"TACA","PLNO","ACAM","MAEL","PLER"
"TACA","PLNO","ACAM","MAEL","TWIL"
"TACA","PLNO","ACAM","MICA","PLER"
"TACA","PLNO","ACAM","MICA","TWIL"
"TACA","PLNO","ACAM","PLER","TWIL"
"TACA","PLNO","MAEL","MICA","PLER"
"TACA","PLNO","MAEL","MICA","TWIL"
"TACA","PLNO","MAEL","PLER","TWIL"
"TACA","PLNO","MICA","PLER","TWIL"
"TACA","THIR","LOMU","BRNI","GITR"
"TACA","THIR","LOMU","BRNI","LENI"
"TACA","THIR","LOMU","BRNI","ACAM"
"TACA","THIR","LOMU","BRNI","MAEL"
"TACA","THIR","LOMU","BRNI","MICA"
"TACA","THIR","LOMU","BRNI","PLER"
"TACA","THIR","LOMU","BRNI","TWIL"
"TACA","THIR","LOMU","GITR","LENI"
"TACA","THIR","LOMU","GITR","ACAM"
"TACA","THIR","LOMU","GITR","MAEL"
"TACA","THIR","LOMU","GITR","MICA"
"TACA","THIR","LOMU","GITR","PLER"
"TACA","THIR","LOMU","GITR","TWIL"
"TACA","THIR","LOMU","LENI","ACAM"
"TACA","THIR","LOMU","LENI","MAEL"
"TACA","THIR","LOMU","LENI","MICA"
"TACA","THIR","LOMU","LENI","PLER"
"TACA","THIR","LOMU","LENI","TWIL"
"TACA","THIR","LOMU","ACAM","MAEL"
"TACA","THIR","LOMU","ACAM","MICA"
"TACA","THIR","LOMU","ACAM","PLER"
"TACA","THIR","LOMU","ACAM","TWIL"
"TACA","THIR","LOMU","MAEL","MICA"
"TACA","THIR","LOMU","MAEL","PLER"
"TACA","THIR","LOMU","MAEL","TWIL"
"TACA","THIR","LOMU","MICA","PLER"
"TACA","THIR","LOMU","MICA","TWIL"
"TACA","THIR","LOMU","PLER","TWIL"
"TACA","THIR","BRNI","GITR","LENI"
"TACA","THIR","BRNI","GITR","ACAM"
"TACA","THIR","BRNI","GITR","MAEL"
"TACA","THIR","BRNI","GITR","MICA"
"TACA","THIR","BRNI","GITR","PLER"
"TACA","THIR","BRNI","GITR","TWIL"
"TACA","THIR","BRNI","LENI","ACAM"
"TACA","THIR","BRNI","LENI","MAEL"
"TACA","THIR","BRNI","LENI","MICA"
"TACA","THIR","BRNI","LENI","PLER"
"TACA","THIR","BRNI","LENI","TWIL"
"TACA","THIR","BRNI","ACAM","MAEL"
"TACA","THIR","BRNI","ACAM","MICA"
"TACA","THIR","BRNI","ACAM","PLER"
"TACA","THIR","BRNI","ACAM","TWIL"
"TACA","THIR","BRNI","MAEL","MICA"
"TACA","THIR","BRNI","MAEL","PLER"
"TACA","THIR","BRNI","MAEL","TWIL"
"TACA","THIR","BRNI","MICA","PLER"
"TACA","THIR","BRNI","MICA","TWIL"
"TACA","THIR","BRNI","PLER","TWIL"
"TACA","THIR","GITR","LENI","ACAM"
"TACA","THIR","GITR","LENI","MAEL"
"TACA","THIR","GITR","LENI","MICA"
"TACA","THIR","GITR","LENI","PLER"
"TACA","THIR","GITR","LENI","TWIL"
"TACA","THIR","GITR","ACAM","MAEL"
"TACA","THIR","GITR","ACAM","MICA"
"TACA","THIR","GITR","ACAM","PLER"
"TACA","THIR","GITR","ACAM","TWIL"
"TACA","THIR","GITR","MAEL","MICA"
"TACA","THIR","GITR","MAEL","PLER"
"TACA","THIR","GITR","MAEL","TWIL"
"TACA","THIR","GITR","MICA","PLER"
"TACA","THIR","GITR","MICA","TWIL"
"TACA","THIR","GITR","PLER","TWIL"
"TACA","THIR","LENI","ACAM","MAEL"
"TACA","THIR","LENI","ACAM","MICA"
"TACA","THIR","LENI","ACAM","PLER"
"TACA","THIR","LENI","ACAM","TWIL"
"TACA","THIR","LENI","MAEL","MICA"
"TACA","THIR","LENI","MAEL","PLER"
"TACA","THIR","LENI","MAEL","TWIL"
"TACA","THIR","LENI","MICA","PLER"
"TACA","THIR","LENI","MICA","TWIL"
"TACA","THIR","LENI","PLER","TWIL"
"TACA","THIR","ACAM","MAEL","MICA"
"TACA","THIR","ACAM","MAEL","PLER"
"TACA","THIR","ACAM","MAEL","TWIL"
"TACA","THIR","ACAM","MICA","PLER"
"TACA","THIR","ACAM","MICA","TWIL"
"TACA","THIR","ACAM","PLER","TWIL"
"TACA","THIR","MAEL","MICA","PLER"
"TACA","THIR","MAEL","MICA","TWIL"
"TACA","THIR","MAEL","PLER","TWIL"
"TACA","THIR","MICA","PLER","TWIL"
"TACA","LOMU","BRNI","GITR","LENI"
"TACA","LOMU","BRNI","GITR","ACAM"
"TACA","LOMU","BRNI","GITR","MAEL"
"TACA","LOMU","BRNI","GITR","MICA"
"TACA","LOMU","BRNI","GITR","PLER"
"TACA","LOMU","BRNI","GITR","TWIL"
"TACA","LOMU","BRNI","LENI","ACAM"
"TACA","LOMU","BRNI","LENI","MAEL"
"TACA","LOMU","BRNI","LENI","MICA"
"TACA","LOMU","BRNI","LENI","PLER"
"TACA","LOMU","BRNI","LENI","TWIL"
"TACA","LOMU","BRNI","ACAM","MAEL"
"TACA","LOMU","BRNI","ACAM","MICA"
"TACA","LOMU","BRNI","ACAM","PLER"
"TACA","LOMU","BRNI","ACAM","TWIL"
"TACA","LOMU","BRNI","MAEL","MICA"
"TACA","LOMU","BRNI","MAEL","PLER"
"TACA","LOMU","BRNI","MAEL","TWIL"
"TACA","LOMU","BRNI","MICA","PLER"
"TACA","LOMU","BRNI","MICA","TWIL"
"TACA","LOMU","BRNI","PLER","TWIL"
"TACA","LOMU","GITR","LENI","ACAM"
"TACA","LOMU","GITR","LENI","MAEL"
"TACA","LOMU","GITR","LENI","MICA"
"TACA","LOMU","GITR","LENI","PLER"
"TACA","LOMU","GITR","LENI","TWIL"
"TACA","LOMU","GITR","ACAM","MAEL"
"TACA","LOMU","GITR","ACAM","MICA"
"TACA","LOMU","GITR","ACAM","PLER"
"TACA","LOMU","GITR","ACAM","TWIL"
"TACA","LOMU","GITR","MAEL","MICA"
"TACA","LOMU","GITR","MAEL","PLER"
"TACA","LOMU","GITR","MAEL","TWIL"
"TACA","LOMU","GITR","MICA","PLER"
"TACA","LOMU","GITR","MICA","TWIL"
"TACA","LOMU","GITR","PLER","TWIL"
"TACA","LOMU","LENI","ACAM","MAEL"
"TACA","LOMU","LENI","ACAM","MICA"
"TACA","LOMU","LENI","ACAM","PLER"
"TACA","LOMU","LENI","ACAM","TWIL"
"TACA","LOMU","LENI","MAEL","MICA"
"TACA","LOMU","LENI","MAEL","PLER"
"TACA","LOMU","LENI","MAEL","TWIL"
"TACA","LOMU","LENI","MICA","PLER"
"TACA","LOMU","LENI","MICA","TWIL"
"TACA","LOMU","LENI","PLER","TWIL"
"TACA","LOMU","ACAM","MAEL","MICA"
"TACA","LOMU","ACAM","MAEL","PLER"
"TACA","LOMU","ACAM","MAEL","TWIL"
"TACA","LOMU","ACAM","MICA","PLER"
"TACA","LOMU","ACAM","MICA","TWIL"
"TACA","LOMU","ACAM","PLER","TWIL"
"TACA","LOMU","MAEL","MICA","PLER"
"TACA","LOMU","MAEL","MICA","TWIL"
"TACA","LOMU","MAEL","PLER","TWIL"
"TACA","LOMU","MICA","PLER","TWIL"
"TACA","BRNI","GITR","LENI","ACAM"
"TACA","BRNI","GITR","LENI","MAEL"
"TACA","BRNI","GITR","LENI","MICA"
"TACA","BRNI","GITR","LENI","PLER"
"TACA","BRNI","GITR","LENI","TWIL"
"TACA","BRNI","GITR","ACAM","MAEL"
"TACA","BRNI","GITR","ACAM","MICA"
"TACA","BRNI","GITR","ACAM","PLER"
"TACA","BRNI","GITR","ACAM","TWIL"
"TACA","BRNI","GITR","MAEL","MICA"
"TACA","BRNI","GITR","MAEL","PLER"
"TACA","BRNI","GITR","MAEL","TWIL"
"TACA","BRNI","GITR","MICA","PLER"
"TACA","BRNI","GITR","MICA","TWIL"
"TACA","BRNI","GITR","PLER","TWIL"
"TACA","BRNI","LENI","ACAM","MAEL"
"TACA","BRNI","LENI","ACAM","MICA"
"TACA","BRNI","LENI","ACAM","PLER"
"TACA","BRNI","LENI","ACAM","TWIL"
"TACA","BRNI","LENI","MAEL","MICA"
"TACA","BRNI","LENI","MAEL","PLER"
"TACA","BRNI","LENI","MAEL","TWIL"
"TACA","BRNI","LENI","MICA","PLER"
"TACA","BRNI","LENI","MICA","TWIL"
"TACA","BRNI","LENI","PLER","TWIL"
"TACA","BRNI","ACAM","MAEL","MICA"
"TACA","BRNI","ACAM","MAEL","PLER"
"TACA","BRNI","ACAM","MAEL","TWIL"
"TACA","BRNI","ACAM","MICA","PLER"
"TACA","BRNI","ACAM","MICA","TWIL"
"TACA","BRNI","ACAM","PLER","TWIL"
"TACA","BRNI","MAEL","MICA","PLER"
"TACA","BRNI","MAEL","MICA","TWIL"
"TACA","BRNI","MAEL","PLER","TWIL"
"TACA","BRNI","MICA","PLER","TWIL"
"TACA","GITR","LENI","ACAM","MAEL"
"TACA","GITR","LENI","ACAM","MICA"
"TACA","GITR","LENI","ACAM","PLER"
"TACA","GITR","LENI","ACAM","TWIL"
"TACA","GITR","LENI","MAEL","MICA"
"TACA","GITR","LENI","MAEL","PLER"
"TACA","GITR","LENI","MAEL","TWIL"
"TACA","GITR","LENI","MICA","PLER"
"TACA","GITR","LENI","MICA","TWIL"
"TACA","GITR","LENI","PLER","TWIL"
"TACA","GITR","ACAM","MAEL","MICA"
"TACA","GITR","ACAM","MAEL","PLER"
"TACA","GITR","ACAM","MAEL","TWIL"
"TACA","GITR","ACAM","MICA","PLER"
"TACA","GITR","ACAM","MICA","TWIL"
"TACA","GITR","ACAM","PLER","TWIL"
"TACA","GITR","MAEL","MICA","PLER"
"TACA","GITR","MAEL","MICA","TWIL"
