"","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","comp","richness","fdiv"
"1",0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,"0111010000001100",6,4.0109327486601
"2",0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,"0111010000000110",6,4.27475582691803
"3",0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,"0111010010000100",6,4.306000587816
"4",0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,"0111110000000100",6,4.74268016895811
"5",0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,"0111011000000100",6,3.91040632796593
"6",0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,"0111010100000100",6,4.90608321260998
"7",1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,"1111010000000100",6,5.00714652758972
"8",0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,"0111010001000100",6,4.15659355092347
"9",0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,"0111010000100100",6,4.50610376795714
"10",0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,"0111010000010100",6,3.99836817905405
"11",0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,"0111010000000101",6,4.62571507683578
"12",0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,"0111000000001110",6,3.45508756488213
"13",0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,"0111000010001100",6,3.67126603578239
"14",0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,"0111100000001100",6,4.29247747165331
"15",0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,"0111001000001100",6,3.29490968063374
"16",0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,"0111000100001100",6,4.06827044594001
"17",1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,"1111000000001100",6,4.29247747165331
"18",0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,"0111000001001100",6,3.69924204662926
"19",0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,"0111000000101100",6,3.8214130235916
"20",0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,"0111000000011100",6,3.23895723016564
"21",0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,"0111000000001101",6,3.93193665069802
"22",0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,"0111000010000110",6,3.9127916055447
"23",0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,"0111100000000110",6,4.5405526965547
"24",0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,"0111001000000110",6,3.58386684240662
"25",0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,"0111000100000110",6,4.04727789337688
"26",1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,"1111000000000110",6,4.5405526965547
"27",0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,"0111000001000110",6,3.9366731130028
"28",0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,"0111000000100110",6,3.92049581468397
"29",0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,"0111000000010110",6,3.49734937852603
"30",0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,"0111000000000111",6,3.90286967193611
"31",0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,"0111100010000100",6,4.66059640197334
"32",0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,"0111001010000100",6,3.78739967396372
"33",0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,"0111000110000100",6,4.5562291224246
"34",1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"1111000010000100",6,4.66059640197334
"35",0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,"0111000011000100",6,4.02556155283374
"36",0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,"0111000010100100",6,4.15955364234076
"37",0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,"0111000010010100",6,3.67768162990982
"38",0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,"0111000010000101",6,4.26758943180653
"39",0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,"0111101000000100",6,4.35504826543254
"40",0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,"0111100100000100",6,5.1839902134346
"41",1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,"1111100000000100",6,5.28835749298334
"42",0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,"0111100001000100",6,4.64678321996446
"43",0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,"0111100000100100",6,4.78731473335076
"44",0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,"0111100000010100",6,4.29540914483367
"45",0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,"0111100000000101",6,4.89535052281652
"46",0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,"0111001100000100",6,4.09949753833487
"47",1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,"1111001000000100",6,4.35504826543254
"48",0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,"0111001001000100",6,3.5716110464521
"49",0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,"0111001000100100",6,3.77714897358037
"50",0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,"0111001000010100",6,3.26081506298174
"51",0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,"0111001000000101",6,3.99324217009088
"52",1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,"1111000100000100",6,5.1839902134346
"53",0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,"0111000101000100",6,4.54241594041572
"54",0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,"0111000100100100",6,4.52278379659618
"55",0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,"0111000100010100",6,4.08065811557987
"56",0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,"0111000100000101",6,4.47097076410141
"57",1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,"1111000001000100",6,4.64678321996446
"58",1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,"1111000000100100",6,4.78731473335076
"59",1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,"1111000000010100",6,4.29540914483367
"60",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,"1111000000000101",6,4.89535052281652
"61",0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,"0111000001100100",6,3.93424938025236
"62",0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,"0111000001010100",6,3.62163098108404
"63",0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,"0111000001000101",6,4.25377624979764
"64",0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,"0111000000110100",6,3.75811932878
"65",0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,"0111000000100101",6,4.34535523970932
"66",0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,"0111000000010101",6,3.91930522311548
"67",0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,"0011010000001110",6,3.84891153513169
"68",0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,"0011010010001100",6,3.76001116078311
"69",0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,"0011110000001100",6,4.19089010319592
"70",0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,"0011011000001100",6,3.37377001582446
"71",0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,"0011010100001100",6,4.28781778100242
"72",1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,"1011010000001100",6,4.45839807066351
"73",0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,"0011010001001100",6,3.64822602199268
"74",0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,"0011010000101100",6,3.97707297266631
"75",0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,"0011010000011100",6,3.59715173318652
"76",0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,"0011010000001101",6,4.38370212079355
"77",0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,"0011010010000110",6,4.11290685898689
"78",0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,"0011110000000110",6,4.54764406576275
"79",0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,"0011011000000110",6,3.75704138042413
"80",0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,"0011010100000110",6,4.29311352654413
"81",1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,"1011010000000110",6,4.8184965228298
"82",0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,"0011010001000110",6,3.99416729981219
"83",0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,"0011010000100110",6,4.14358207072485
"84",0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,"0011010000010110",6,3.94471106546514
"85",0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,"0011010000000111",6,4.31182027489958
"86",0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,"0011110010000100",6,4.14318456251948
"87",0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,"0011011010000100",6,3.53751700569362
"88",0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,"0011010110000100",6,4.39472204133179
"89",1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,"1011010010000100",6,4.39472204133179
"90",0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,"0011010011000100",6,3.55793959272338
"91",0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,"0011010010100100",6,3.88749205655197
"92",0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,"0011010010010100",6,3.85280214831448
"93",0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,"0011010010000101",6,4.39472204133179
