"","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","comp","richness","fdiv"
"1",0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,"0111010000000100",5,4.00714652758972
"2",0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,"0111000000001100",5,3.29247747165331
"3",0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,"0111000000000110",5,3.5405526965547
"4",0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"0111000010000100",5,3.66059640197334
"5",0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,"0111100000000100",5,4.28835749298334
"6",0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,"0111001000000100",5,3.35504826543254
"7",0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,"0111000100000100",5,4.1839902134346
"8",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"1111000000000100",5,4.28835749298334
"9",0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,"0111000001000100",5,3.64678321996446
"10",0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,"0111000000100100",5,3.78731473335076
"11",0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,"0111000000010100",5,3.29540914483367
"12",0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,"0111000000000101",5,3.89535052281652
"13",0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,"0011010000001100",5,3.45839807066351
"14",0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,"0011010000000110",5,3.8184965228298
"15",0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,"0011010010000100",5,3.39472204133179
"16",0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,"0011110000000100",5,3.82945924810765
"17",0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,"0011011000000100",5,3.17437313782261
