"","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","comp","richness","fdiv"
"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"1111111111111110",15,6.90813529159789
"2",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1111111111101111",15,7.33215005052608
"3",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,"1111111111011111",15,7.02737505733448
"4",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"1111111110111111",15,7.14710709306449
"5",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0111111111111111",15,6.22782850863108
"6",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"1111111011111111",15,6.95448983598255
"7",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1111110111111111",15,7.39532303267808
"8",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"1111011111111111",15,6.43032359476296
"9",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"1111111101111111",15,6.83303677559984
"10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"1111111111111101",15,7.36227464670073
"11",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1111111111110111",15,7.28650054536788
"12",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,"1111101111111111",15,7.01039372694826
"13",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1011111111111111",15,7.05328532856407
"14",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"1110111111111111",15,7.34869494315014
"15",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"1111111111111011",15,6.65562710602719
"16",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"1101111111111111",15,7.19680321758056
