"","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","comp","richness","fdiv"
"1",0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,"0111111010001110",10,5.19443360569582
"2",0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,"0111110110001110",10,5.73164258484283
"3",1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,"1111110010001110",10,6.2438807348945
"4",0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,"0111110011001110",10,5.51616143981055
"5",0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,"0111110010101110",10,5.67182654564067
"6",0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,"0111110010011110",10,5.17387590879619
"7",0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,"0111110010001111",10,5.66419738426347
"8",0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,"0111011110001110",10,4.85271969263031
"9",1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,"1111011010001110",10,5.41533264287532
"10",0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,"0111011011001110",10,4.58479165229579
"11",0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,"0111011010101110",10,4.79003889425017
"12",0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,"0111011010011110",10,4.31178869232096
"13",0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,"0111011010001111",10,4.85433940128582
"14",1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,"1111010110001110",10,5.97593335308924
"15",0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,"0111010111001110",10,5.22356604551087
"16",0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,"0111010110101110",10,5.33296333032207
"17",0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0111010110011110",10,4.88106871437863
"18",0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,"0111010110001111",10,5.2582404735486
"19",1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,"1111010011001110",10,5.7354880528416
"20",1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,"1111010010101110",10,5.91611731388708
"21",1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,"1111010010011110",10,5.41339120859449
"22",1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,"1111010010001111",10,5.90848815250988
"23",0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,"0111010011101110",10,4.99172188230715
"24",0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,"0111010011011110",10,4.63705333275469
"25",0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,"0111010011001111",10,5.15594078015255
"26",0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,"0111010010111110",10,4.82136987104816
"27",0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,"0111010010101111",10,5.32087392419534
