"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","THIR","ACAM"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","THIR","AMME"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","THIR","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","THIR","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","THIR","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","THIR","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","THIR","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","ACAM","AMME"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","ACAM","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","ACAM","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","ACAM","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","ACAM","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","ACAM","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","TACA","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","ACAM","AMME"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","ACAM","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","ACAM","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","ACAM","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","ACAM","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","ACAM","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","THIR","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","ACAM","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","ACAM","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","ACAM","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","ACAM","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","ACAM","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","ACAM","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","ACAM","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","ACAM","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","ACAM","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","ACAM","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","ACAM","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","ACAM","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","ACAM","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","ACAM","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","ACAM","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","AMME","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","AMME","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","AMME","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","AMME","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","AMME","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","AMME","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","AMME","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","AMME","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","AMME","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","AMME","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","PLER","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","ACAM","AMME"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","ACAM","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","ACAM","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","ACAM","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","ACAM","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","ACAM","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","THIR","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","ACAM","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","ACAM","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","ACAM","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","ACAM","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","ACAM","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","ACAM","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","ACAM","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","ACAM","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","ACAM","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","ACAM","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","ACAM","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","ACAM","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","ACAM","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","ACAM","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","ACAM","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","AMME","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","AMME","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","AMME","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","AMME","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","AMME","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","AMME","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","AMME","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","AMME","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","AMME","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","AMME","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","TACA","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","ACAM","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","ACAM","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","ACAM","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","ACAM","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","ACAM","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","ACAM","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","ACAM","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","ACAM","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","ACAM","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","ACAM","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","ACAM","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","ACAM","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","ACAM","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","ACAM","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","ACAM","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","AMME","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","AMME","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","AMME","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","AMME","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","AMME","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","AMME","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","AMME","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","AMME","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","AMME","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","AMME","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","THIR","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","AMME","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","AMME","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","AMME","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","AMME","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","AMME","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","AMME","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","AMME","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","AMME","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","AMME","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","AMME","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","ACAM","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","AMME","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","AMME","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","AMME","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","AMME","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","AMME","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","AMME","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","AMME","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","AMME","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","AMME","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","AMME","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","MICA","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","BRNI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","MICA","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","ACAM","AMME"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","ACAM","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","ACAM","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","ACAM","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","ACAM","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","ACAM","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","THIR","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","ACAM","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","ACAM","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","ACAM","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","ACAM","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","ACAM","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","ACAM","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","ACAM","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","ACAM","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","ACAM","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","ACAM","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","ACAM","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","ACAM","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","ACAM","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","ACAM","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","ACAM","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","AMME","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","AMME","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","AMME","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","AMME","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","AMME","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","AMME","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","AMME","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","AMME","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","AMME","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","AMME","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","TACA","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","ACAM","AMME","BRNI"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","ACAM","AMME","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","ACAM","AMME","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","ACAM","AMME","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","ACAM","AMME","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","ACAM","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","ACAM","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","ACAM","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","ACAM","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","ACAM","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","ACAM","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","ACAM","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","ACAM","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","ACAM","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","ACAM","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","AMME","BRNI","LOMU"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","AMME","BRNI","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","AMME","BRNI","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","AMME","BRNI","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","AMME","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","AMME","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","AMME","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","AMME","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","AMME","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","AMME","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","GITR","LENI","PLER","THIR","MAEL","PLNO","TWIL"
