"feasibility","niche_diff","fitness_diff","niche_diff_cpd","omega_all","comm_pair_overlap","comm_pair_diff","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","rainfall","draw","iteration_num"
0,-1.51589107687631,44.2944625396857,0.0218,0,0,0.0218,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"C",1255,25
"feasibility","niche_diff","fitness_diff","niche_diff_cpd","omega_all","comm_pair_overlap","comm_pair_diff","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","rainfall","draw","iteration_num"
0,-2.6360544202803,56.5273115017709,0.0013,2e-04,0,0.0011,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"C",1691,26
"feasibility","niche_diff","fitness_diff","niche_diff_cpd","omega_all","comm_pair_overlap","comm_pair_diff","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","rainfall","draw","iteration_num"
0,-2.02620548921349,38.0542981255783,0.0074,0,0,0.0074,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"C",3414,27
"feasibility","niche_diff","fitness_diff","niche_diff_cpd","omega_all","comm_pair_overlap","comm_pair_diff","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","rainfall","draw","iteration_num"
0,-2.17200317960191,39.6131706525534,0.0063,0,0,0.0063,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"C",1362,28
"feasibility","niche_diff","fitness_diff","niche_diff_cpd","omega_all","comm_pair_overlap","comm_pair_diff","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","rainfall","draw","iteration_num"
0,-1.69068848811209,26.4052560490876,0.0058,1e-04,0,0.0057,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"C",2845,29
"feasibility","niche_diff","fitness_diff","niche_diff_cpd","omega_all","comm_pair_overlap","comm_pair_diff","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","rainfall","draw","iteration_num"
0,-1.79871189115684,45.1155953319033,0.0055,1e-04,0,0.0054,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"C",2333,30
"feasibility","niche_diff","fitness_diff","niche_diff_cpd","omega_all","comm_pair_overlap","comm_pair_diff","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","rainfall","draw","iteration_num"
0,-2.34844380617792,31.1939468545596,0.0032,0,0,0.0032,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"C",2005,31
