"","ACAM","AMME","GITR","LENI","MAEL","MICA","PLER","PLNO","TWIL","feasibility","niche_diff","fitness_diff","draw"
"192",0,0,1,1,0,1,1,0,0,0,-2.65422039815868,45.8790573443045,668
"193",0,0,1,1,0,1,1,0,0,0,-3.64424980156298,44.0497477979627,1694
"194",0,0,1,1,0,1,1,0,0,0,-2.73051220799618,31.1169840246305,2990
"195",0,0,1,1,0,1,1,0,0,0,-2.93689514365447,38.2003298798885,2523
"196",0,0,1,1,0,1,1,0,0,0,-2.2764787902146,34.9872536024565,3189
"197",0,0,1,1,0,1,1,0,0,0,-2.35288608553419,35.0056754411712,963
"198",0,0,1,1,0,1,1,0,0,0,-3.37938244614434,35.5943131611964,2331
"199",0,0,1,1,0,1,1,0,0,0,-2.22071647455324,34.5539729966908,2108
"200",0,0,1,1,0,1,1,0,0,0,-2.272055187247,43.7382561361142,2474
"201",0,0,1,1,0,1,1,0,0,0,-3.0041077394691,29.479533253265,1354
"202",1,0,1,1,0,1,0,0,0,0,-1.51444773766417,41.5821668123715,491
"203",1,0,1,1,0,1,0,0,0,0,-1.22422728525472,50.845904198098,3721
"204",1,0,1,1,0,1,0,0,0,0,-1.85645455019535,61.8355118323779,3402
"205",1,0,1,1,0,1,0,0,0,0,-2.68425914858823,56.6935599321901,368
"206",1,0,1,1,0,1,0,0,0,0,-0.885596620390129,69.6520521869038,1484
"207",1,0,1,1,0,1,0,0,0,0,-0.695759531203519,75.5603125662715,2487
"208",1,0,1,1,0,1,0,0,0,0,-0.865830242411185,38.4098917379056,1608
"209",1,0,1,1,0,1,0,0,0,0,-0.554428447212875,45.7697999617353,1462
"210",1,0,1,1,0,1,0,0,0,0,-0.455080574754487,59.8245120830728,3495
"211",1,0,1,1,0,1,0,0,0,0,-0.627208597755577,66.5457601660009,3583
"212",1,0,1,1,0,1,0,0,0,0,-0.322251030514255,38.5038159054227,1747
"213",1,0,1,1,0,1,0,0,0,0,-1.05454693888489,40.6157290244611,344
"214",1,0,1,1,0,1,0,0,0,0,-0.896655773464879,45.6117350864106,3343
"215",1,0,1,1,0,1,0,0,0,0,-1.57497623094338,50.4024094485576,2191
"216",1,0,1,1,0,1,0,0,0,0,-1.28752381871729,46.8681394478854,2986
"217",1,0,1,1,0,1,0,0,0,0,-0.0527643316917736,39.2211761881988,3527
"218",1,0,1,1,0,1,0,0,0,0,-0.236394414587681,56.1053331125157,3748
"219",1,0,1,1,0,1,0,0,0,0,-1.74344782203159,49.5217295584282,930
"220",1,0,1,1,0,1,0,0,0,0,-1.46510665300811,50.89291150274,1560
"221",1,0,1,1,0,1,0,0,0,0,-2.47819749216359,51.4793048295668,1549
"222",1,0,1,1,0,1,0,0,0,0,-0.313052124822598,47.4487390114312,3423
"223",1,0,1,1,0,1,0,0,0,0,-0.388894152678018,49.4908485003429,3464
"224",1,0,1,1,0,1,0,0,0,0,-1.67385422188805,29.6332747881648,1646
"225",1,0,1,1,0,1,0,0,0,0,-3.14925709333051,49.2309722625889,2823
"226",1,0,1,1,0,1,0,0,0,0,0.111726458198699,62.2569760920246,2022
"227",1,0,1,1,0,1,0,0,0,0,-0.745103485382111,48.978122263858,1255
"228",1,0,1,1,0,1,0,0,0,0,-2.52134697890427,41.4348231011955,1691
"229",1,0,1,1,0,1,0,0,0,0,-0.957851190382145,45.850122815021,3414
"230",1,0,1,1,0,1,0,0,0,0,0.790758830227018,53.8912372741435,1362
"231",1,0,1,1,0,1,0,0,0,0,-1.39271313166972,51.4253602278301,2845
"232",1,0,1,1,0,1,0,0,0,0,-0.601680450084437,57.7426419720475,2333
"233",1,0,1,1,0,1,0,0,0,0,-1.43329147708661,47.5025628344568,2005
"234",1,0,1,1,0,1,0,0,0,0,-0.896972561254938,23.1662182744966,2937
"235",1,0,1,1,0,1,0,0,0,0,-1.20929155374688,48.0197957388756,1628
"236",1,0,1,1,0,1,0,0,0,0,-2.30986562905938,40.0316870451407,3122
"237",1,0,1,1,0,1,0,0,0,0,-1.02190894407212,38.6243606123151,666
"238",1,0,1,1,0,1,0,0,0,0,-1.24226320654046,56.6051923957715,1125
"239",1,0,1,1,0,1,0,0,0,0,-1.30030792792176,38.1072883648079,33
"240",1,0,1,1,0,1,0,0,0,0,0.0617433190902716,52.0856319198245,1671
"241",1,0,1,1,0,1,0,0,0,0,-0.0747619318157564,37.9599739356283,2714
"242",1,0,1,1,0,1,0,0,0,0,-0.386735861493295,60.5603800084994,946
"243",1,0,1,1,0,1,0,0,0,0,-0.0239329169653797,60.9828787285589,2718
"244",1,0,1,1,0,1,0,0,0,0,-1.0351783613379,41.5124483994837,2372
"245",1,0,1,1,0,1,0,0,0,0,-2.46788549796632,41.9581866786445,1117
"246",1,0,1,1,0,1,0,0,0,0,-1.35024226925315,53.2883921496282,3186
"247",1,0,1,1,0,1,0,0,0,0,-1.05252834956205,43.4700045163884,2648
"248",1,0,1,1,0,1,0,0,0,0,-1.13220313900164,34.5699703599721,3379
"249",1,0,1,1,0,1,0,0,0,0,-1.88936297027151,42.3335292261085,2742
"250",1,0,1,1,0,1,0,0,0,0,-1.06037739089558,31.6133844369943,2336
"251",1,0,1,1,0,1,0,0,0,0,-1.53215831689801,52.1535167403577,267
"252",1,0,1,1,0,1,0,0,0,0,-2.44958126458785,35.8333796330242,1359
"253",1,0,1,1,0,1,0,0,0,0,-1.52993843246986,43.9995093999169,1441
"254",1,0,1,1,0,1,0,0,0,0,-1.83435152264483,47.1391557149031,1962
"255",1,0,1,1,0,1,0,0,0,0,-1.9957981634028,51.12922826937,3717
"256",1,0,1,1,0,1,0,0,0,0,-0.0340717930231196,56.7027345691518,347
"257",1,0,1,1,0,1,0,0,0,0,-0.587942111611416,30.8672409008157,2090
"258",1,0,1,1,0,1,0,0,0,0,-1.43416664039166,48.7868789061046,3406
"259",1,0,1,1,0,1,0,0,0,0,-0.983036112539909,44.1796095137456,2061
"260",1,0,1,1,0,1,0,0,0,0,0.150679480807508,48.135302419409,3699
"261",1,0,1,1,0,1,0,0,0,0,-0.738281759312691,66.8641484589673,1385
"262",1,0,1,1,0,1,0,0,0,0,-0.515048970829348,31.9399846031134,729
"263",1,0,1,1,0,1,0,0,0,0,-2.01519029906873,45.9542795022168,712
"264",1,0,1,1,0,1,0,0,0,0,-0.804220810054867,48.8586950624227,656
"265",1,0,1,1,0,1,0,0,0,0,0.0269570575559199,24.4099250321971,1397
"266",1,0,1,1,0,1,0,0,0,0,-0.950750307214146,43.6975870787258,2074
"267",1,0,1,1,0,1,0,0,0,0,-0.569110609459691,61.690935556989,857
"268",1,0,1,1,0,1,0,0,0,0,-0.864181884895978,62.1000382179731,2257
"269",1,0,1,1,0,1,0,0,0,0,-0.839516370640811,47.8798135144941,1072
"270",1,0,1,1,0,1,0,0,0,0,-0.942447357144909,47.7316968175627,1687
"271",1,0,1,1,0,1,0,0,0,0,-2.12967220446591,51.3634096948467,2575
"272",1,0,1,1,0,1,0,0,0,0,-0.788931086251511,54.9953005548981,3006
"273",1,0,1,1,0,1,0,0,0,0,-0.881413379549824,58.3625388194603,3732
"274",1,0,1,1,0,1,0,0,0,0,-2.34957676931331,42.8400017974028,482
"275",1,0,1,1,0,1,0,0,0,0,-1.23311197183012,64.7537484799208,1341
"276",1,0,1,1,0,1,0,0,0,0,-0.838727517885743,51.8653796056029,3204
"277",1,0,1,1,0,1,0,0,0,0,-0.509788513992511,53.6942743484311,1763
"278",1,0,1,1,0,1,0,0,0,0,-1.35395972200532,35.407834227592,2318
"279",1,0,1,1,0,1,0,0,0,0,-1.48039050624539,61.281750755978,1059
"280",1,0,1,1,0,1,0,0,0,0,-0.903495263693524,36.9682511102867,1290
"281",1,0,1,1,0,1,0,0,0,0,-1.48190479336947,59.380384548424,3146
"282",1,0,1,1,0,1,0,0,0,0,-1.73792365662945,53.964989166931,1594
"283",1,0,1,1,0,1,0,0,0,0,-1.1976505126365,53.3867241922011,2727
"284",1,0,1,1,0,1,0,0,0,0,-0.300183776116975,54.1866182530287,2960
"285",1,0,1,1,0,1,0,0,0,0,-1.01982526101768,58.3180534089943,3738
"286",1,0,1,1,0,1,0,0,0,0,-0.392533054307443,69.8545431315729,1567
"287",1,0,1,1,0,1,0,0,0,0,-1.57111061177151,55.4373023612229,1930
"288",1,0,1,1,0,1,0,0,0,0,-0.972572744533634,47.7907722629,3714
"289",1,0,1,1,0,1,0,0,0,0,-0.662616554788085,42.8515193638975,435
"290",1,0,1,1,0,1,0,0,0,0,-1.96676657764379,50.7606630441951,1461
"291",1,0,1,1,0,1,0,0,0,0,-1.19728483329229,50.3813731877751,2661
"292",1,0,1,1,0,1,0,0,0,0,-1.23002747579196,44.2944765539864,1967
"293",1,0,1,1,0,1,0,0,0,0,-0.249241454954154,30.0550295591359,2087
"294",1,0,1,1,0,1,0,0,0,0,-1.73234905875414,40.6647075034558,2137
"295",1,0,1,1,0,1,0,0,0,0,0.73766140159375,49.795655241539,2578
"296",1,0,1,1,0,1,0,0,0,0,-1.85846904207504,61.694933004925,899
"297",1,0,1,1,0,1,0,0,0,0,-1.36310715339185,44.7171873596382,3030
"298",1,0,1,1,0,1,0,0,0,0,-0.861574391519074,37.520136059752,2602
"299",1,0,1,1,0,1,0,0,0,0,0.258012903258104,55.0734478776528,394
"300",1,0,1,1,0,1,0,0,0,0,-1.98567588590418,41.8323078700398,3326
"301",1,0,1,1,0,1,0,0,0,0,-0.13978117780234,44.0453299437322,2240
"302",1,0,1,1,0,1,0,0,0,1,0.30342529710232,44.1946181812698,1979
"303",1,0,1,1,0,1,0,0,0,0,-1.59801996557194,57.4800112169596,1871
"304",1,0,1,1,0,1,0,0,0,0,-1.35114557271193,46.462000741313,1013
"305",1,0,1,1,0,1,0,0,0,0,-0.288251611532379,32.4988962466799,2509
"306",1,0,1,1,0,1,0,0,0,0,-0.997763967275906,54.8459336422417,602
"307",1,0,1,1,0,1,0,0,0,0,-1.41597783125891,58.1092775339439,2794
"308",1,0,1,1,0,1,0,0,0,0,-1.29117603977056,56.8075510234591,3694
"309",1,0,1,1,0,1,0,0,0,0,-0.846433953119691,32.4671221757281,860
"310",1,0,1,1,0,1,0,0,0,0,-0.370036199212763,75.5997949080669,2978
"311",1,0,1,1,0,1,0,0,0,0,-1.46834749520951,46.1856133462327,1401
"312",1,0,1,1,0,1,0,0,0,0,-0.599150910551139,43.524468317396,763
"313",1,0,1,1,0,1,0,0,0,0,-1.06008743763679,52.1735611675695,192
"314",1,0,1,1,0,1,0,0,0,0,-1.08614881721216,49.7168190590312,1028
"315",1,0,1,1,0,1,0,0,0,0,-1.05819975438613,63.7860532748975,2111
"316",1,0,1,1,0,1,0,0,0,0,-1.78013858462896,57.553166196728,532
"317",1,0,1,1,0,1,0,0,0,0,-0.0275690222263003,31.3808784700292,2623
"318",1,0,1,1,0,1,0,0,0,0,-1.36519980114939,28.1561142239439,2909
"319",1,0,1,1,0,1,0,0,0,0,-0.259100664765879,56.1232773381291,867
"320",1,0,1,1,0,1,0,0,0,0,-0.738954636849175,49.7603901945467,855
"321",1,0,1,1,0,1,0,0,0,0,-0.75590136757493,34.5196392772991,3071
"322",1,0,1,1,0,1,0,0,0,0,-0.217436016638326,58.2243796359925,1248
"323",1,0,1,1,0,1,0,0,0,0,-1.68566055570872,47.9520737758343,2801
