"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"BRHO","GITR","LENI","MICA","PLER","TACA","ACAM","AMME","BRNI","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","MICA","PLER","TACA","ACAM","AMME","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","MICA","PLER","TACA","ACAM","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","MICA","PLER","TACA","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","MICA","PLER","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO"
"BRHO","GITR","LENI","MICA","PLER","THIR","ACAM","AMME","BRNI","LOMU","MAEL","TWIL"
"BRHO","GITR","LENI","MICA","PLER","THIR","ACAM","AMME","BRNI","LOMU","PLNO","TWIL"
"BRHO","GITR","LENI","MICA","PLER","THIR","ACAM","AMME","BRNI","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","MICA","PLER","THIR","ACAM","AMME","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","MICA","PLER","THIR","ACAM","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","MICA","PLER","THIR","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","MICA","PLER","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","MICA","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO"
"BRHO","GITR","LENI","MICA","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","TWIL"
"BRHO","GITR","LENI","MICA","TACA","THIR","ACAM","AMME","BRNI","LOMU","PLNO","TWIL"
"BRHO","GITR","LENI","MICA","TACA","THIR","ACAM","AMME","BRNI","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","MICA","TACA","THIR","ACAM","AMME","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","MICA","TACA","THIR","ACAM","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","MICA","TACA","THIR","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","MICA","TACA","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","MICA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO"
"BRHO","GITR","LENI","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","TWIL"
"BRHO","GITR","LENI","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","PLNO","TWIL"
"BRHO","GITR","LENI","PLER","TACA","THIR","ACAM","AMME","BRNI","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","PLER","TACA","THIR","ACAM","AMME","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","PLER","TACA","THIR","ACAM","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","PLER","TACA","THIR","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","PLER","TACA","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","PLER","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","LENI","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO"
"BRHO","GITR","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","TWIL"
"BRHO","GITR","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","PLNO","TWIL"
"BRHO","GITR","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","MAEL","PLNO","TWIL"
"BRHO","GITR","MICA","PLER","TACA","THIR","ACAM","AMME","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","MICA","PLER","TACA","THIR","ACAM","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","MICA","PLER","TACA","THIR","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","MICA","PLER","TACA","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","MICA","PLER","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","MICA","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","GITR","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO"
"BRHO","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","TWIL"
"BRHO","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","PLNO","TWIL"
"BRHO","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","MAEL","PLNO","TWIL"
"BRHO","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","LOMU","MAEL","PLNO","TWIL"
"BRHO","LENI","MICA","PLER","TACA","THIR","ACAM","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","LENI","MICA","PLER","TACA","THIR","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","LENI","MICA","PLER","TACA","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","LENI","MICA","PLER","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","LENI","MICA","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","LENI","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"BRHO","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","PLNO"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","MAEL","PLNO"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","MAEL","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","LOMU","MAEL","PLNO"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","LOMU","MAEL","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","LOMU","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","ACAM","BRNI","LOMU","MAEL","PLNO"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","ACAM","BRNI","LOMU","MAEL","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","ACAM","BRNI","LOMU","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","ACAM","BRNI","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","ACAM","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","AMME","BRNI","LOMU","MAEL","PLNO"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","AMME","BRNI","LOMU","MAEL","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","AMME","BRNI","LOMU","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","AMME","BRNI","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","AMME","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","THIR","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","ACAM","AMME","BRNI","LOMU","MAEL","PLNO"
"CESO","GITR","LENI","MICA","PLER","TACA","ACAM","AMME","BRNI","LOMU","MAEL","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","ACAM","AMME","BRNI","LOMU","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","ACAM","AMME","BRNI","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","ACAM","AMME","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","ACAM","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","TACA","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO"
"CESO","GITR","LENI","MICA","PLER","THIR","ACAM","AMME","BRNI","LOMU","MAEL","TWIL"
"CESO","GITR","LENI","MICA","PLER","THIR","ACAM","AMME","BRNI","LOMU","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","THIR","ACAM","AMME","BRNI","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","THIR","ACAM","AMME","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","THIR","ACAM","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","THIR","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","PLER","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO"
"CESO","GITR","LENI","MICA","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","TWIL"
"CESO","GITR","LENI","MICA","TACA","THIR","ACAM","AMME","BRNI","LOMU","PLNO","TWIL"
"CESO","GITR","LENI","MICA","TACA","THIR","ACAM","AMME","BRNI","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","TACA","THIR","ACAM","AMME","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","TACA","THIR","ACAM","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","TACA","THIR","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","TACA","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","MICA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO"
"CESO","GITR","LENI","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","TWIL"
"CESO","GITR","LENI","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","PLNO","TWIL"
"CESO","GITR","LENI","PLER","TACA","THIR","ACAM","AMME","BRNI","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","PLER","TACA","THIR","ACAM","AMME","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","PLER","TACA","THIR","ACAM","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","PLER","TACA","THIR","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","PLER","TACA","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","PLER","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","LENI","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO"
"CESO","GITR","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","TWIL"
"CESO","GITR","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","PLNO","TWIL"
"CESO","GITR","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","MAEL","PLNO","TWIL"
"CESO","GITR","MICA","PLER","TACA","THIR","ACAM","AMME","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","MICA","PLER","TACA","THIR","ACAM","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","MICA","PLER","TACA","THIR","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","MICA","PLER","TACA","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","MICA","PLER","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","MICA","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","GITR","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO"
"CESO","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","TWIL"
"CESO","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","PLNO","TWIL"
"CESO","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","MAEL","PLNO","TWIL"
"CESO","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","LOMU","MAEL","PLNO","TWIL"
"CESO","LENI","MICA","PLER","TACA","THIR","ACAM","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","LENI","MICA","PLER","TACA","THIR","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","LENI","MICA","PLER","TACA","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","LENI","MICA","PLER","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","LENI","MICA","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","LENI","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"CESO","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"GITR","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO"
"GITR","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","TWIL"
"GITR","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","PLNO","TWIL"
"GITR","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","MAEL","PLNO","TWIL"
"GITR","LENI","MICA","PLER","TACA","THIR","ACAM","AMME","LOMU","MAEL","PLNO","TWIL"
"GITR","LENI","MICA","PLER","TACA","THIR","ACAM","BRNI","LOMU","MAEL","PLNO","TWIL"
"GITR","LENI","MICA","PLER","TACA","THIR","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"GITR","LENI","MICA","PLER","TACA","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"GITR","LENI","MICA","PLER","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"GITR","LENI","MICA","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"GITR","LENI","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"GITR","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"LENI","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
