"","ANAR","BRHO","CESO","LOMU","TACA","THIR","feasibility","niche_diff","fitness_diff","draw"
"171",1,1,1,0,1,0,0,-1.50229358825289,42.2345695378576,129
"172",1,1,1,0,1,0,0,-1.77980399823249,45.0250431222121,68
"173",1,1,1,0,1,0,0,-1.93478538840803,32.064712897471,3550
"174",1,1,1,0,1,0,0,-2.16810854981144,44.3705073594857,2397
"175",1,1,1,0,1,0,0,-1.98056276063752,28.6308640191465,1007
"176",1,1,1,0,1,0,0,-1.93852594044473,28.4093253955516,636
"177",1,1,1,0,1,0,0,-2.6836087544061,48.3810824889698,3544
"178",1,1,1,0,1,0,0,-1.91265605764584,26.8922143392394,1133
"179",1,1,1,0,1,0,0,-1.69031037364302,24.6190093045006,102
"180",1,1,1,0,1,0,0,-2.15104816801785,30.7589857824839,757
"181",1,1,1,0,1,0,0,-1.51807742603565,45.1628443734239,1959
"182",1,1,1,0,1,0,0,-1.85672776551703,31.8230103713566,990
"183",1,1,1,0,1,0,0,-2.34340717994844,48.3158988998042,1858
"184",1,1,1,0,1,0,0,-1.55400143708596,34.7341948372157,3720
"185",1,1,1,0,1,0,0,-1.95023440965279,38.4458130071542,2353
"186",1,1,1,0,1,0,0,-2.07208672755907,33.7819280764168,2460
"187",1,1,1,0,1,0,0,-1.69348412082775,35.4237575954539,2332
"188",1,1,1,0,1,0,0,-2.22860391892523,41.9634113683686,1585
"189",1,1,1,0,1,0,0,-1.70574748899345,52.6422020028128,2956
"190",1,1,1,0,1,0,0,-2.42361922646672,30.2363768414141,3640
"191",1,1,1,0,1,0,0,-1.95498434319049,36.0384393029665,872
"192",1,1,1,0,1,0,0,-2.52515074758914,19.199137745945,668
"193",1,1,1,0,1,0,0,-2.03077367983683,42.4550237648676,1694
"194",1,1,1,0,1,0,0,-1.04858003265085,30.3768298266008,2990
"195",1,1,1,0,1,0,0,-1.55308477194588,31.31375998436,2523
"196",1,1,1,0,1,0,0,-1.8847850900116,32.7492794154063,3189
"197",1,1,1,0,1,0,0,-1.61452958311065,31.7906704911226,963
"198",1,1,1,0,1,0,0,-1.7458976265175,50.5841425173874,2331
"199",1,1,1,0,1,0,0,-2.82466767880867,21.6779068452857,2108
"200",1,1,1,0,1,0,0,-3.91777649917089,36.3723237656878,2474
"201",1,1,1,0,1,0,0,-2.90829277828776,23.6296108063998,1354
"202",1,1,1,0,0,1,0,-2.15705573989113,47.8983472161163,491
"203",1,1,1,0,0,1,0,-0.163296938706663,54.2828864860684,3721
"204",1,1,1,0,0,1,0,-1.86585892679993,24.0458271951798,3402
"205",1,1,1,0,0,1,0,-0.465452591212997,41.126003939386,368
"206",1,1,1,0,0,1,0,-2.58996026785147,48.7179825041638,1484
"207",1,1,1,0,0,1,0,-2.07855525928685,68.8420382716749,2487
"208",1,1,1,0,0,1,0,-1.68711576901464,67.7888121101456,1608
"209",1,1,1,0,0,1,0,-0.908889094725214,18.3650447414964,1462
"210",1,1,1,0,0,1,0,-0.303553137118433,65.2283911765146,3495
"211",1,1,1,0,0,1,0,-1.35125319498503,22.0356176518878,3583
"212",1,1,1,0,0,1,0,-1.7974006019334,53.7874025152111,1747
"213",1,1,1,0,0,1,0,-0.833610084268616,46.0156269819875,344
"214",1,1,1,0,0,1,0,-0.774913169049045,52.0995134535755,3343
"215",1,1,1,0,0,1,0,-1.33682137382092,41.4027301509772,2191
"216",1,1,1,0,0,1,0,-2.56577897636486,45.134947507029,2986
"217",1,1,1,0,0,1,0,0.11303927338387,56.9612721795097,3527
"218",1,1,1,0,0,1,0,0.614958839296143,58.0600493533459,3748
"219",1,1,1,0,0,1,0,-1.62277544924841,25.2712009153524,930
"220",1,1,1,0,0,1,0,-0.0592059585325775,51.1887221730449,1560
"221",1,1,1,0,0,1,0,-2.08528132499701,54.0109925897277,1549
"222",1,1,1,0,0,1,0,-0.893189324207194,45.8975482837859,3423
"223",1,1,1,0,0,1,0,-1.47591967712083,44.1491564313565,3464
"224",1,1,1,0,0,1,0,-1.10511229944584,41.6549789790541,1646
"225",1,1,1,0,0,1,0,-1.25048028431487,61.6355582407385,2823
"226",1,1,1,0,0,1,0,-0.651383406312166,50.0382818395809,2022
"227",1,1,1,0,0,1,0,0.433777510383274,44.7412260822445,1255
"228",1,1,1,0,0,1,0,-2.08740956668285,56.2646974617359,1691
"229",1,1,1,0,0,1,1,0.340071188889196,40.6402741957115,3414
"230",1,1,1,0,0,1,0,-2.18998449764113,49.5043976421978,1362
"231",1,1,1,0,0,1,0,-1.90613352026836,47.6928780233465,2845
"232",1,1,1,0,0,1,0,-0.293925623600048,61.9720161562974,2333
"233",1,1,1,0,0,1,0,-1.96280602899464,37.8676117329611,2005
"234",1,1,1,0,0,1,0,-0.886748482235934,43.5511462228732,2937
"235",1,1,1,0,0,1,0,-0.170524216230162,41.8324516985554,1628
"236",1,1,1,0,0,1,0,-0.520062485285498,52.6074821428779,3122
"237",1,1,1,0,0,1,0,-0.74865950446908,42.3684115783818,666
"238",1,1,1,0,0,1,0,-1.6470383204268,51.265930628536,1125
"239",1,1,1,0,0,1,0,-0.722524858598417,48.4309259187884,33
"240",1,1,1,0,0,1,0,-0.529473406224261,23.8985183742449,1671
"241",1,1,1,0,0,1,0,-2.0296567412209,29.3828673122535,2714
"242",1,1,1,0,0,1,0,-1.01982073543483,61.4783619543345,946
"243",1,1,1,0,0,1,0,-1.61077136311811,55.2339993342604,2718
"244",1,1,1,0,0,1,0,-0.236669743115238,35.222974114004,2372
"245",1,1,1,0,0,1,1,-0.115241247300337,27.8751947336671,1117
"246",1,1,1,0,0,1,0,-1.32936149759331,69.8895429888313,3186
"247",1,1,1,0,0,1,0,-1.85988393879222,29.0139598893709,2648
"248",1,1,1,0,0,1,0,-0.569463486568923,59.7547788936701,3379
"249",1,1,1,0,0,1,0,-0.643129231111177,66.8983346351363,2742
"250",1,1,1,0,0,1,0,0.20543172163537,48.3644251608635,2336
