"","GITR","LENI","MICA","PLER","ACAM","AMME","PLNO","TWIL","feasibility","niche_diff","fitness_diff","draw"
"94",1,1,1,1,0,0,0,0,0,-2.18755584858533,43.3425013359529,743
"95",1,1,1,1,0,0,0,0,0,-2.88375781618111,36.4052432286399,577
"96",1,1,1,1,0,0,0,0,0,-2.98360869821111,35.4263827181752,3582
"97",1,1,1,1,0,0,0,0,0,-2.29965999950157,42.7790035743212,385
"98",1,1,1,1,0,0,0,0,0,-3.3420704177216,43.2874620005911,1171
"99",1,1,1,1,0,0,0,0,0,-3.46988332959,56.862621291209,1753
"100",1,1,1,1,0,0,0,0,0,-3.06739570445442,31.6973569423809,1190
"101",1,1,1,1,0,0,0,0,0,-3.17650240539737,41.9463099074327,1230
"102",1,1,1,1,0,0,0,0,0,-2.51746885187458,38.5272091911229,1086
"103",1,1,1,1,0,0,0,0,0,-3.05139994415654,23.1490598877239,559
"104",1,1,1,1,0,0,0,0,0,-3.1535145598043,41.141879582491,71
"105",1,1,1,1,0,0,0,0,0,-2.60905823499479,51.5109028294057,682
"106",1,1,1,1,0,0,0,0,0,-2.33078266741159,20.181996229121,3566
"107",1,1,1,1,0,0,0,0,0,-2.3536389012984,44.6405653476523,861
"108",1,1,1,1,0,0,0,0,0,-3.09942829131168,50.0921118298572,3170
"109",1,1,1,1,0,0,0,0,0,-3.01937353775693,52.6749773665025,177
"110",1,1,1,1,0,0,0,0,0,-2.7221333354383,41.0005063434735,1060
"111",1,1,1,1,0,0,0,0,0,-2.47513171677269,42.3716072007927,1750
"112",1,1,1,1,0,0,0,0,0,-2.34957604241413,39.1295872194725,811
"113",1,1,1,1,0,0,0,0,0,-2.71844530563964,35.2566460183227,2844
"114",1,1,1,1,0,0,0,0,0,-2.49913440080011,34.7957502451566,2167
"115",1,1,1,1,0,0,0,0,0,-3.30408462924322,53.2428228816084,2233
"116",1,1,1,1,0,0,0,0,0,-2.98833954980717,54.9379817652841,1588
"117",1,1,1,1,0,0,0,0,0,-2.47425298252309,34.8874291273545,2584
"118",1,1,1,1,0,0,0,0,0,-1.979403684921,36.7079842568666,1822
"119",1,1,1,1,0,0,0,0,0,-3.11122150770249,43.5279138558887,1711
"120",1,1,1,1,0,0,0,0,0,-2.73731574000574,41.9568333195079,245
"121",1,1,1,1,0,0,0,0,0,-2.20872911511257,41.1653550117924,2623
"122",1,1,1,1,0,0,0,0,0,-2.75645984018949,44.8004586324707,1241
"123",1,1,1,1,0,0,0,0,0,-3.66748067373186,46.1536136992035,1373
"124",1,1,1,1,0,0,0,0,0,-2.72665036074291,36.2508630083032,2660
"125",1,1,1,1,0,0,0,0,0,-2.71118620011177,49.3023351683334,2607
"126",1,1,1,1,0,0,0,0,0,-2.72668628882481,46.1740918054068,2633
"127",1,1,1,1,0,0,0,0,0,-2.86922499644067,63.1103590975664,3444
"128",1,1,1,1,0,0,0,0,0,-4.30305889522294,43.0744338927891,1810
"129",1,1,1,1,0,0,0,0,0,-2.81121792923791,42.5711511164602,1597
"130",1,1,1,1,0,0,0,0,0,-2.90400815572528,39.9914677445093,760
"131",1,1,1,1,0,0,0,0,0,-3.1722752250109,29.0845265143328,3036
"132",1,1,1,1,0,0,0,0,0,-2.26073108756063,27.1787764408912,3209
"133",1,1,1,1,0,0,0,0,0,-2.2719627835828,37.5555228507618,2926
"134",1,1,1,1,0,0,0,0,0,-6.11817368219905,27.3008013527179,1290
"135",1,1,1,1,0,0,0,0,0,-2.97845572438669,48.4056450376149,2831
"136",1,1,1,1,0,0,0,0,0,-2.43140642430351,46.4160050222986,333
"137",1,1,1,1,0,0,0,0,0,-3.14778717241417,38.5959902391683,1413
"138",1,1,1,1,0,0,0,0,0,-1.9297499647175,49.3822033115553,3162
"139",1,1,1,1,0,0,0,0,0,-3.40692851836679,32.320521967848,2684
"140",1,1,1,1,0,0,0,0,0,-2.70558080437195,48.5326392192758,349
"141",1,1,1,1,0,0,0,0,0,-2.85924505295556,51.1771639486357,3704
"142",1,1,1,1,0,0,0,0,0,-2.83192117916759,41.8030725523501,1212
"143",1,1,1,1,0,0,0,0,0,-3.02884744882285,61.2015670689207,752
"144",1,1,1,1,0,0,0,0,0,-2.83859653446664,42.1389896413997,2949
"145",1,1,1,1,0,0,0,0,0,-3.77144007212649,19.468521449634,1514
"146",1,1,1,1,0,0,0,0,0,-3.00080111446078,37.0760897627817,1817
"147",1,1,1,1,0,0,0,0,0,-2.44067930233362,51.6988202060213,3658
"148",1,1,1,1,0,0,0,0,0,-6.28242827375652,46.8398147887864,2720
"149",1,1,1,1,0,0,0,0,0,-2.61251163357177,44.0894916097115,2510
"150",1,1,1,1,0,0,0,0,0,-4.95868359338425,33.2137520059238,1549
"151",1,1,1,1,0,0,0,0,0,-3.54580702080626,45.0347796877057,555
"152",1,1,1,1,0,0,0,0,0,-1.97272877653533,45.5032087892176,1622
"153",1,1,1,1,0,0,0,0,0,-2.68143802554672,41.969855396472,129
"154",1,1,1,1,0,0,0,0,0,-2.66279767861901,43.7961633173973,3132
"155",1,1,1,1,0,0,0,0,0,-3.14054500255667,47.8192629821715,2899
"156",1,1,1,1,0,0,0,0,0,-3.14012476837066,47.0458453265457,1700
"157",1,1,1,1,0,0,0,0,0,-3.61138555148179,28.924553198413,3028
"158",1,1,1,1,0,0,0,0,0,-2.95714009262491,41.4356238478971,670
"159",1,1,1,1,0,0,0,0,0,-3.32034140204936,43.8889964267164,3646
"160",1,1,1,1,0,0,0,0,0,-2.73642332517935,34.332664827238,706
"161",1,1,1,1,0,0,0,0,0,-6.75114677171019,57.0964857119475,2224
"162",1,1,1,1,0,0,0,0,0,-5.01908242009907,57.5253722577013,847
"163",1,1,1,1,0,0,0,0,0,-1.96884794769627,42.0255915562236,304
"164",1,1,1,1,0,0,0,0,0,-2.75434179261524,50.9323423410332,55
"165",1,1,1,1,0,0,0,0,0,-2.18913681361375,30.1958457480965,2804
"166",1,1,1,1,0,0,0,0,0,-2.68905413036606,36.580206978192,3118
"167",1,1,1,1,0,0,0,0,0,-3.18411428282472,45.4052240725245,1684
"168",1,1,1,1,0,0,0,0,0,-3.28513500071114,41.9844497563466,976
"169",1,1,1,1,0,0,0,0,0,-3.28034388716257,45.0641609598866,3179
"170",1,1,1,1,0,0,0,0,0,-4.02019895635088,51.1835644729013,164
"171",1,1,1,1,0,0,0,0,0,-2.76832601268335,47.9309844172788,2703
"172",1,1,1,1,0,0,0,0,0,-3.23149895600852,52.5443892177856,1840
"173",1,1,1,1,0,0,0,0,0,-6.09254479291327,54.9382015094442,2538
"174",1,1,1,1,0,0,0,0,0,-2.26669307096144,50.2928547776724,1641
"175",1,1,1,1,0,0,0,0,0,-3.04428559746869,40.3562793047929,3161
"176",1,1,1,1,0,0,0,0,0,-2.64788788217938,52.9697472782242,1288
"177",1,1,1,1,0,0,0,0,0,-3.04023128443766,52.4026670704154,2304
"178",1,1,1,1,0,0,0,0,0,-3.12606537983083,48.1169623427482,1649
"179",1,1,1,1,0,0,0,0,0,-4.14202046099942,33.4583872051565,1408
"180",1,1,1,1,0,0,0,0,0,-2.72255587783495,37.3207927579542,1347
"181",1,1,1,1,0,0,0,0,0,-2.28733133598535,33.6953504686846,3573
"182",1,1,1,1,0,0,0,0,0,-2.00041816795947,47.121841831332,2240
"183",1,1,1,1,0,0,0,0,0,-2.848584903653,48.6236334697294,838
"184",1,1,1,1,0,0,0,0,0,-1.83285502853564,45.6019769750115,2439
"185",1,1,1,1,0,0,0,0,0,-2.53846541949249,35.1894355848752,1721
"186",1,1,1,1,0,0,0,0,0,-2.35394497895682,28.0894908997433,1734
"187",1,1,1,1,0,0,0,0,0,-2.6135176627927,37.4931763988763,684
"188",1,1,1,1,0,0,0,0,0,-2.6696828277856,45.2556708192444,1841
"189",1,1,1,1,0,0,0,0,0,-2.66858936876192,44.4187892183278,3346
"190",1,1,1,1,0,0,0,0,0,-2.61629151061166,34.9291273012868,1002
"191",1,1,1,1,0,0,0,0,0,-2.08527823937596,54.105210568819,3295
"192",1,1,1,1,0,0,0,0,0,-2.73637440229927,47.2549141449706,1567
"193",1,1,1,1,0,0,0,0,0,-2.21385036220088,45.6285401420262,801
"194",1,1,1,1,0,0,0,0,0,-2.24847333294793,38.8564353785377,896
"195",1,1,1,1,0,0,0,0,0,-2.57739212638379,50.4994161503251,572
"196",1,1,1,1,0,0,0,0,0,-3.71157414892277,35.2612656425675,2772
"197",1,1,1,1,0,0,0,0,0,-2.6810165027267,46.4440442339375,2017
"198",1,1,1,1,0,0,0,0,0,-7.03342346665889,33.7866321489999,275
"199",1,1,1,1,0,0,0,0,0,-2.61217392798089,46.3172481617563,2587
"200",1,1,1,1,0,0,0,0,0,-5.05179097668026,43.2317702181812,2617
"201",1,1,1,1,0,0,0,0,0,-3.36978574148018,24.2701005064661,1745
"202",1,1,1,0,1,0,0,0,0,-1.94978953865426,58.4102462331408,576
"203",1,1,1,0,1,0,0,0,0,-2.28861173195195,59.1051399160932,2747
"204",1,1,1,0,1,0,0,0,0,-0.30122971073653,60.5408888967942,72
"205",1,1,1,0,1,0,0,0,0,-2.21553221424904,47.2387456214478,3526
"206",1,1,1,0,1,0,0,0,0,0.156514563923891,67.5281259398257,645
"207",1,1,1,0,1,0,0,0,0,-1.29498043683193,51.762162192548,873
"208",1,1,1,0,1,0,0,0,0,-0.303739241972631,47.5410563489272,2015
"209",1,1,1,0,1,0,0,0,0,-1.73622883856533,57.0907421809322,1202
"210",1,1,1,0,1,0,0,0,0,-1.02217067895988,69.7968614450546,2511
"211",1,1,1,0,1,0,0,0,0,-0.557399307741281,55.2713126888401,1968
"212",1,1,1,0,1,0,0,0,0,-2.04833850839581,45.2345104565325,1372
"213",1,1,1,0,1,0,0,0,0,-1.6269141835527,58.8410933783724,1681
"214",1,1,1,0,1,0,0,0,0,-0.302716662632093,49.7360829787026,1335
"215",1,1,1,0,1,0,0,0,0,-0.317159077251564,44.6790508652004,1550
"216",1,1,1,0,1,0,0,0,0,-0.123368063421899,44.6793758942555,1093
"217",1,1,1,0,1,0,0,0,0,-1.22377297023068,59.0838413316367,3142
"218",1,1,1,0,1,0,0,0,0,0.168420582340383,53.4771930921739,173
"219",1,1,1,0,1,0,0,0,0,-0.605084415796136,59.6253664915819,3167
"220",1,1,1,0,1,0,0,0,0,-1.26876446264555,48.3572239091718,1173
"221",1,1,1,0,1,0,0,0,0,-0.341637562710369,32.5105670694228,3542
"222",1,1,1,0,1,0,0,0,0,-0.14341639049872,45.6960163371355,3267
"223",1,1,1,0,1,0,0,0,0,-0.397880493378974,57.5379687082344,1436
"224",1,1,1,0,1,0,0,0,0,-1.00639539942875,35.579325325506,3502
"225",1,1,1,0,1,0,0,0,0,-1.95954549061554,68.8311501257357,1363
"226",1,1,1,0,1,0,0,0,0,-1.06257300021391,47.6217733578353,3020
"227",1,1,1,0,1,0,0,0,0,-0.832843770142689,52.9255056379684,3048
"228",1,1,1,0,1,0,0,0,0,-0.373744011228139,40.1108288296732,3615
"229",1,1,1,0,1,0,0,0,0,-0.431769080218964,50.9530016786761,8
"230",1,1,1,0,1,0,0,0,0,-1.29866844418249,62.5902993713127,2342
"231",1,1,1,0,1,0,0,0,0,-0.992535516498952,54.9430886799696,1981
"232",1,1,1,0,1,0,0,0,0,-1.7441767595615,46.0816514804476,1244
"233",1,1,1,0,1,0,0,0,0,-0.312255880352643,56.8624681306797,286
"234",1,1,1,0,1,0,0,0,0,-0.0899052651126242,43.5988505346016,2978
"235",1,1,1,0,1,0,0,0,0,-1.28684313585354,47.7490297861947,213
"236",1,1,1,0,1,0,0,0,0,-0.573404003898049,53.90605680847,3357
"237",1,1,1,0,1,0,0,0,0,-0.779695361503802,40.74599714903,1257
"238",1,1,1,0,1,0,0,0,0,-0.583591981660477,40.793481609428,3181
"239",1,1,1,0,1,0,0,0,0,-0.78444516440455,57.059800792972,3094
"240",1,1,1,0,1,0,0,0,0,-1.07884466987568,49.6653580390605,3230
"241",1,1,1,0,1,0,0,0,0,-0.993682122547545,62.1805449191826,2557
"242",1,1,1,0,1,0,0,0,0,-2.81849011466031,73.9282838164194,1503
"243",1,1,1,0,1,0,0,0,0,-1.22854353169896,49.833946910966,1011
"244",1,1,1,0,1,0,0,0,0,-2.46841297351061,51.3242225104101,1924
"245",1,1,1,0,1,0,0,0,0,-1.51841801204925,55.3697187644302,671
"246",1,1,1,0,1,0,0,0,0,-1.07825139483701,64.6284220100852,209
"247",1,1,1,0,1,0,0,0,0,-0.701413873974593,60.9375354208798,2477
"248",1,1,1,0,1,0,0,0,0,-1.32404033745009,70.2213758812026,152
"249",1,1,1,0,1,0,0,0,0,-0.989858656381756,18.2834761608095,2631
"250",1,1,1,0,1,0,0,0,0,-1.00201658152934,46.0005337399447,1051
"251",1,1,1,0,1,0,0,0,0,-0.587048474559711,51.5483095241652,3728
"252",1,1,1,0,1,0,0,0,0,-0.590418162161032,28.1985870711483,2751
"253",1,1,1,0,1,0,0,0,0,-0.253903438759801,64.8010514954464,1158
"254",1,1,1,0,1,0,0,0,0,-1.21800087839619,67.6771100787572,1703
"255",1,1,1,0,1,0,0,0,0,-0.96251395939958,55.8116255399026,3076
"256",1,1,1,0,1,0,0,0,0,-0.859246021841047,56.7694665231259,3380
"257",1,1,1,0,1,0,0,0,0,-0.696612236981144,57.3525541751779,3533
"258",1,1,1,0,1,0,0,0,0,-1.0257100031967,48.7154293282913,1626
"259",1,1,1,0,1,0,0,0,0,-0.903871272845185,50.0423889733925,2229
"260",1,1,1,0,1,0,0,0,0,-0.183293530989737,67.7496188735767,3560
"261",1,1,1,0,1,0,0,0,0,-0.339879948116145,62.2809773788723,3637
"262",1,1,1,0,1,0,0,0,0,-1.35058138051197,62.5051446255228,1326
"263",1,1,1,0,1,0,0,0,0,-1.07614634655566,53.2660284396363,96
"264",1,1,1,0,1,0,0,0,0,-1.90114324924011,53.8162697634795,2901
"265",1,1,1,0,1,0,0,0,0,-1.22340175186829,70.6552864581013,2011
"266",1,1,1,0,1,0,0,0,0,-1.56082669869029,62.1563233815542,962
"267",1,1,1,0,1,0,0,0,0,-1.29631959074302,56.2325892021822,2662
"268",1,1,1,0,1,0,0,0,0,0.108583645451328,35.5435645583054,735
"269",1,1,1,0,1,0,0,0,0,-2.15204049348012,60.8785602415557,2263
"270",1,1,1,0,1,0,0,0,0,-1.73182455775135,37.7066562542106,2080
"271",1,1,1,0,1,0,0,0,0,-0.656964401081412,55.0415711566189,2278
"272",1,1,1,0,1,0,0,0,0,-0.0084578796121435,38.089324948173,2415
"273",1,1,1,0,1,0,0,0,0,-0.456043089590445,61.6920551616394,2318
"274",1,1,1,0,1,0,0,0,0,-0.403244752204273,61.9277459328605,524
"275",1,1,1,0,1,0,0,0,0,0.0334898448339023,60.8258394606752,1727
"276",1,1,1,0,1,0,0,0,0,-2.19624626916306,80.35376748342,1695
"277",1,1,1,0,1,0,0,0,0,-2.32224480715403,49.6818319884707,64
"278",1,1,1,0,1,0,0,0,0,-1.04631301454138,50.986256115317,1380
"279",1,1,1,0,1,0,0,0,0,-3.17886146880885,50.9006362371269,400
"280",1,1,1,0,1,0,0,0,0,0.222906393847604,26.6688045596509,444
"281",1,1,1,0,1,0,0,0,0,-1.06624176384532,61.9845796478585,365
"282",1,1,1,0,1,0,0,0,0,-0.926708236511818,51.1350540782569,294
"283",1,1,1,0,1,0,0,0,0,-0.459367501973784,58.6001672855735,665
"284",1,1,1,0,1,0,0,0,0,0.651952447605674,36.3875036458774,3350
"285",1,1,1,0,1,0,0,0,0,-1.58117487868936,70.262146623708,2699
"286",1,1,1,0,1,0,0,0,0,-0.39315081311547,58.867482080819,1571
"287",1,1,1,0,1,0,0,0,0,-0.254176840963595,61.4532101874565,703
"288",1,1,1,0,1,0,0,0,0,-1.98230256443218,35.4821736998172,3451
"289",1,1,1,0,1,0,0,0,0,-1.90650633825275,54.2047803819179,605
"290",1,1,1,0,1,0,0,0,0,-2.05566659729343,39.6116297985601,1634
"291",1,1,1,0,1,0,0,0,0,-1.63673197698633,66.2309643518876,3649
"292",1,1,1,0,1,0,0,0,0,-0.656333972397921,52.2652362790064,1352
"293",1,1,1,0,1,0,0,0,0,-0.479657398385469,61.5298919697599,2711
"294",1,1,1,0,1,0,0,0,0,-0.262001420179214,55.8677653924865,743
"295",1,1,1,0,1,0,0,0,0,-0.600636956024157,44.6978489077682,577
"296",1,1,1,0,1,0,0,0,0,-1.22857685963219,53.9778513326621,3582
"297",1,1,1,0,1,0,0,0,0,-0.488111592740913,51.1706611093665,385
"298",1,1,1,0,1,0,0,0,0,-2.42878847717584,49.0880164604896,1171
"299",1,1,1,0,1,0,0,0,0,-0.606039727378003,76.6282804151707,1753
"300",1,1,1,0,1,0,0,0,0,-1.77713762211879,35.1269159375299,1190
"301",1,1,1,0,1,0,0,0,0,-1.12757774359969,59.3089697580065,1230
"302",1,1,1,0,1,0,0,0,0,-0.870798280994554,41.1184621405717,1086
"303",1,1,1,0,1,0,0,0,0,-1.39669864939928,33.3531548461867,559
"304",1,1,1,0,1,0,0,0,0,-1.48231694784074,55.0834996609898,71
"305",1,1,1,0,1,0,0,0,0,-0.497370456936438,67.229037703375,682
"306",1,1,1,0,1,0,0,0,0,-1.20428406796462,39.7298081599722,3566
"307",1,1,1,0,1,0,0,0,0,-1.069819175867,78.6057544254502,861
"308",1,1,1,0,1,0,0,0,0,-1.35794652977421,65.8569886912255,3170
"309",1,1,1,0,1,0,0,0,0,-1.36374738237249,71.1635534930226,177
"310",1,1,1,0,1,0,0,0,0,-1.02451102274338,46.7781788260283,1060
"311",1,1,1,0,1,0,0,0,0,-0.896853373072493,44.582223558034,1750
"312",1,1,1,0,1,0,0,0,0,-0.617779398507484,48.4196534631439,811
"313",1,1,1,0,1,0,0,0,0,-1.43868084073928,58.4862421279377,2844
"314",1,1,1,0,1,0,0,0,0,-11.2646275286122,54.0182264481577,2167
"315",1,1,1,0,1,0,0,0,0,-0.405000232150501,66.3074265219568,2233
"316",1,1,1,0,1,0,0,0,0,-0.776293468325318,59.926724846458,1588
"317",1,1,1,0,1,0,0,0,0,-1.14306303417184,45.6880503131438,2584
"318",1,1,1,0,1,0,0,0,0,-0.890860562606863,51.4422260270473,1822
"319",1,1,1,0,1,0,0,0,0,-0.726364559669632,51.1137452474259,1711
"320",1,1,1,0,1,0,0,0,0,-0.521311854470824,57.8980208564916,245
"321",1,1,1,0,1,0,0,0,0,-0.0932887853522282,54.3864893656931,2623
"322",1,1,1,0,1,0,0,0,0,-1.23240744160568,61.1441368489317,1241
"323",1,1,1,0,1,0,0,0,0,-1.48779455703781,53.3535909549259,1373
"324",1,1,1,0,1,0,0,0,0,-1.48113452646044,62.2382072472758,2660
"325",1,1,1,0,1,0,0,0,0,-0.621990457132219,67.0681083654204,2607
"326",1,1,1,0,1,0,0,0,0,-0.590028525790576,64.3573659450019,2633
"327",1,1,1,0,1,0,0,0,0,0.124240834531016,74.1010499397651,3444
"328",1,1,1,0,1,0,0,0,0,-0.859648543914516,56.3952582759668,1810
"329",1,1,1,0,1,0,0,0,0,0.149242377523452,59.1148604642196,1597
"330",1,1,1,0,1,0,0,0,0,-1.33262206081002,49.8537217911082,760
"331",1,1,1,0,1,0,0,0,0,-1.88323831476988,47.2418160976638,3036
"332",1,1,1,0,1,0,0,0,0,-1.167853432047,29.9247855270389,3209
"333",1,1,1,0,1,0,0,0,0,-0.12446695062054,48.6007906399313,2926
"334",1,1,1,0,1,0,0,0,0,-0.722268832229305,37.3547126130259,1290
"335",1,1,1,0,1,0,0,0,0,-0.237936007218538,51.8034058184014,2831
"336",1,1,1,0,1,0,0,0,0,-0.749254533323707,74.1762549070779,333
"337",1,1,1,0,1,0,0,0,0,-0.669550878699528,53.7610424195423,1413
"338",1,1,1,0,1,0,0,0,0,-0.661561891059727,75.7230205653003,3162
"339",1,1,1,0,1,0,0,0,0,-1.53390633505576,45.2280729816088,2684
"340",1,1,1,0,1,0,0,0,0,-1.11490318370113,58.5103390829764,349
