"","ANAR","BRHO","BRNI","CESO","LOMU","TACA","THIR","feasibility","niche_diff","fitness_diff","draw"
"79",1,1,1,1,0,0,0,0,-1.70308588050606,43.8705613040239,1839
"80",1,1,1,1,0,0,0,0,-1.52041176520614,52.4986094253097,1778
"81",1,1,1,1,0,0,0,0,-1.45099244261742,48.0149708939887,1241
"82",1,1,1,1,0,0,0,0,-1.79794183352891,45.7682631723733,3738
"83",1,1,1,1,0,0,0,0,-1.3972320086715,47.6134047122594,3052
"84",1,1,1,1,0,0,0,0,-3.06598207309129,50.3110118116385,670
"85",1,1,1,1,0,0,0,0,-1.32546807401361,44.3103165730616,2618
"86",1,1,1,1,0,0,0,0,-1.95978100289448,32.8045498948312,3658
"87",1,1,1,1,0,0,0,0,-3.03373549605596,34.484867564554,2601
"88",1,1,1,1,0,0,0,0,-1.92991173107941,37.8749927438953,2106
"89",1,1,1,1,0,0,0,0,-1.59549352525529,48.066519726084,2309
"90",1,1,1,1,0,0,0,0,-1.98367092233464,44.3360009601192,1429
"91",1,1,1,1,0,0,0,0,-1.25293690969625,44.1014057186349,2479
"92",1,1,1,1,0,0,0,0,-1.55056235302408,42.9897021545315,122
"93",1,1,1,1,0,0,0,0,-1.63320579731912,40.3982339899455,799
"94",1,1,1,1,0,0,0,0,-1.35712955764473,48.1600419652346,3128
"95",1,1,1,1,0,0,0,0,-1.32077603830019,44.0745748985457,3449
"96",1,1,1,1,0,0,0,0,-1.39664927816534,41.1178948555018,1740
"97",1,1,1,1,0,0,0,0,-1.59840371807255,53.1949329510043,2897
"98",1,1,1,1,0,0,0,0,-2.10768357149423,52.2782971636565,888
"99",1,1,1,1,0,0,0,0,-1.10208137994071,48.8647889186093,511
"100",1,1,1,1,0,0,0,0,-1.44967557096068,44.5326187718908,2250
"101",1,1,1,1,0,0,0,0,-1.73385441682051,43.4343809401494,576
"102",1,1,1,1,0,0,0,0,-1.67039810192254,44.878076055772,637
"103",1,1,1,1,0,0,0,0,-1.63897944261936,48.5338005261642,2676
"104",1,1,1,1,0,0,0,0,-1.96942735459963,50.213610095708,2783
"105",1,1,1,1,0,0,0,0,-1.17976044468588,41.1116102122855,61
"106",1,1,1,1,0,0,0,0,-2.2017151245302,43.9999966020144,1104
"107",1,1,1,1,0,0,0,0,-1.46653774786303,54.187505564099,3731
"108",1,1,1,1,0,0,0,0,-1.78885031620289,52.3555538296876,2072
"109",1,1,1,1,0,0,0,0,-2.02954453813245,48.3306269493119,3535
"110",1,1,1,1,0,0,0,0,-2.36933515114309,31.6329395882438,2866
"111",1,1,1,1,0,0,0,0,-1.89141923900608,50.1248987431419,2295
"112",1,1,1,1,0,0,0,0,-1.92262537300981,46.2898234880566,158
"113",1,1,1,1,0,0,0,0,-1.33447590512543,68.2735874856557,3407
"114",1,1,1,1,0,0,0,0,-1.77471712345151,57.3889020661848,2797
"115",1,1,1,1,0,0,0,0,-2.56947751314461,50.1443874194102,1304
"116",1,1,1,1,0,0,0,0,-1.29299238724763,45.3756760155539,2273
"117",1,1,1,1,0,0,0,0,-2.71060186375344,53.5917349019438,48
"118",1,1,1,1,0,0,0,0,-1.75672463409127,35.2122107712433,1987
"119",1,1,1,1,0,0,0,0,-1.96332312924688,56.9248622129867,3742
"120",1,1,1,1,0,0,0,0,-1.604431294901,48.5897387230322,323
"121",1,1,1,1,0,0,0,0,-1.53484503858785,43.8827499058372,3124
"122",1,1,1,1,0,0,0,0,-1.87507644290642,55.0402081621522,258
"123",1,1,1,1,0,0,0,0,-2.02791571985887,55.90806840842,546
"124",1,1,1,1,0,0,0,0,-3.83482360002109,41.8896630219967,3633
"125",1,1,1,1,0,0,0,0,-1.26246376759257,51.069055897866,3674
"126",1,1,1,1,0,0,0,0,-2.11367449705509,48.7336789655872,351
"127",1,1,1,1,0,0,0,0,-1.68325758532558,61.5044732865302,2174
"128",1,1,1,1,0,0,0,0,-1.12821583605249,46.045811490372,708
"129",1,1,1,1,0,0,0,0,-1.59848211638862,38.015234233616,1771
"130",1,1,1,1,0,0,0,0,-1.90371813365281,42.4394687844493,2530
"131",1,1,1,1,0,0,0,0,-2.01011538475904,39.9799063398486,547
"132",1,1,1,1,0,0,0,0,-1.69192906503752,45.0832503657405,3740
"133",1,1,1,1,0,0,0,0,-1.72353558016934,33.5691740023305,3335
"134",1,1,1,1,0,0,0,0,-0.976851462496124,45.6752061027616,2571
"135",1,1,1,1,0,0,0,0,-1.97209488090902,29.7017898433538,995
"136",1,1,1,1,0,0,0,0,-2.0748745599154,58.9657462138783,1132
"137",1,1,1,1,0,0,0,0,-1.40379485249549,33.608726721336,2482
"138",1,1,1,1,0,0,0,0,-1.76698291161397,46.371579493133,198
"139",1,1,1,1,0,0,0,0,-1.40639818961822,42.2405486613729,3198
"140",1,1,1,1,0,0,0,0,-2.1838017685221,42.7052926723371,676
"141",1,1,1,1,0,0,0,0,-2.72429542151988,50.9510193577541,982
"142",1,1,1,1,0,0,0,0,-1.30676968891254,44.5760433032245,184
"143",1,1,1,1,0,0,0,0,-1.60834701998304,24.3418461938439,2435
"144",1,1,1,1,0,0,0,0,-1.46684620355605,48.0997657002688,973
"145",1,1,1,1,0,0,0,0,-1.31787904838224,47.7566627520342,884
"146",1,1,1,1,0,0,0,0,-1.54709555371311,54.7707052182114,240
"147",1,1,1,1,0,0,0,0,-2.40496326040013,42.5688555572681,2603
"148",1,1,1,1,0,0,0,0,-1.8365411526203,65.3066408037685,560
"149",1,1,1,1,0,0,0,0,-1.60543255818332,38.4077323813349,567
"150",1,1,1,1,0,0,0,0,-2.1180433246251,56.3768526007347,2484
"151",1,1,1,1,0,0,0,0,-1.70175420455541,45.7354713509175,2370
"152",1,1,1,1,0,0,0,0,-1.70935168032458,41.1957036807434,2709
"153",1,1,1,1,0,0,0,0,-1.39444537346877,45.7080124177681,2675
"154",1,1,1,1,0,0,0,0,-2.46576320744132,45.5344479929156,3726
"155",1,1,1,1,0,0,0,0,-2.27972836523884,49.2287159289529,1459
"156",1,1,1,1,0,0,0,0,-1.60020455555406,45.1422852095955,2495
"157",1,1,1,1,0,0,0,0,-1.37400972610739,44.0757185121921,577
"158",1,1,1,1,0,0,0,0,-1.52890388724782,48.3080599707876,1812
"159",1,1,1,1,0,0,0,0,-2.3826305036286,44.4770923372017,2392
"160",1,1,1,1,0,0,0,0,-1.8674672578025,26.9167500853344,3580
"161",1,1,1,1,0,0,0,0,-2.45788364707777,43.5423365536694,2827
"162",1,1,1,1,0,0,0,0,-2.11888126882071,56.5026252249487,2574
"163",1,1,1,1,0,0,0,0,-1.8826892459556,47.9702039231509,2452
"164",1,1,1,1,0,0,0,0,-1.43330195964634,43.4980174774734,2892
"165",1,1,1,1,0,0,0,0,-1.56519654822148,46.7574481801391,2505
"166",1,1,1,1,0,0,0,0,-1.27787215321609,44.5694855842416,3232
"167",1,1,1,1,0,0,0,0,-1.86950048811399,44.5438701872424,3664
"168",1,1,1,1,0,0,0,0,-2.03511753118257,37.4407271757643,3040
"169",1,1,1,1,0,0,0,0,-1.2253749748567,39.8926166692222,1998
"170",1,1,1,1,0,0,0,0,-1.98318256342987,51.9539377257367,1691
"171",1,1,1,1,0,0,0,0,-1.69716848582405,49.8057397055332,1003
"172",1,1,1,1,0,0,0,0,-1.42796003231853,36.6685797077806,2208
"173",1,1,1,1,0,0,0,0,-1.32399600948761,42.5285724011445,1852
"174",1,1,1,1,0,0,0,0,-1.82878502531516,46.6751459475905,2958
"175",1,1,1,1,0,0,0,0,-1.39832501205218,57.15971906739,2397
"176",1,1,1,1,0,0,0,0,-2.57561232408421,47.9367003032717,3465
"177",1,1,1,1,0,0,0,0,-1.37703356280134,49.9735483500892,1505
"178",1,1,1,1,0,0,0,0,-2.10538005572569,56.3036749133067,3258
"179",1,1,1,1,0,0,0,0,-2.02193768456897,40.9517524887141,428
"180",1,1,1,1,0,0,0,0,-1.46249858069219,43.0680508150503,3021
"181",1,1,1,1,0,0,0,0,-3.77852295916009,39.3313073743706,2120
"182",1,1,1,1,0,0,0,0,-1.81417084976169,42.1227974961112,3411
"183",1,1,1,1,0,0,0,0,-1.85528861909963,39.5333744393149,2659
"184",1,1,1,1,0,0,0,0,-1.54106541101251,52.8435139248136,1500
"185",1,1,1,1,0,0,0,0,-1.57927133419856,50.2478006245635,2867
"186",1,1,1,1,0,0,0,0,-1.437900486521,53.0487806023452,337
"187",1,1,1,1,0,0,0,0,-1.63550711229535,50.7081659372639,583
"188",1,1,1,1,0,0,0,0,-2.1353253345798,37.7543458303082,2896
"189",1,1,1,1,0,0,0,0,-0.95296846950781,35.4536270192906,35
"190",1,1,1,1,0,0,0,0,-1.84080745296125,47.0458357044202,640
"191",1,1,1,1,0,0,0,0,-1.75801485064688,50.6790369056954,3600
"192",1,1,1,1,0,0,0,0,-1.87521236681491,27.9110699722495,2337
"193",1,1,1,1,0,0,0,0,-3.47009229137592,51.1545768912669,1836
"194",1,1,1,1,0,0,0,0,-1.76003835526178,40.8749574557676,1996
"195",1,1,1,1,0,0,0,0,-1.63819977407076,42.7164519849685,152
"196",1,1,1,1,0,0,0,0,-2.12493954263906,42.4366091398113,2194
"197",1,1,1,1,0,0,0,0,-1.86796764460739,39.7369956813546,1427
"198",1,1,1,1,0,0,0,0,-2.04568278880602,54.656338254171,1143
"199",1,1,1,1,0,0,0,0,-2.24928826242508,48.7718576927432,2771
"200",1,1,1,1,0,0,0,0,-3.03862310647349,37.2496862798988,1499
"201",1,1,1,1,0,0,0,0,-1.27717501696824,47.2639352090508,1850
"202",1,1,1,0,1,0,0,0,-2.31843880238629,32.0082875410313,2515
"203",1,1,1,0,1,0,0,0,-1.60159304765461,58.8148908182899,2388
"204",1,1,1,0,1,0,0,0,-2.19427388412382,47.7231391942033,926
"205",1,1,1,0,1,0,0,0,-2.31566584206502,40.7574424756507,931
"206",1,1,1,0,1,0,0,0,-1.82334450964244,56.7743014203853,14
"207",1,1,1,0,1,0,0,0,-2.88888112110414,51.1797125803503,434
"208",1,1,1,0,1,0,0,0,-2.51317401431178,44.175443917066,2318
"209",1,1,1,0,1,0,0,0,-1.80464556198222,45.898146449391,2871
"210",1,1,1,0,1,0,0,0,-1.44262546159748,40.2915282734111,1935
"211",1,1,1,0,1,0,0,0,-2.52249297883947,46.5826880769721,2457
"212",1,1,1,0,1,0,0,0,-2.26160869273948,39.1575839751926,2209
"213",1,1,1,0,1,0,0,0,-2.06294153933683,51.2985923068288,2692
"214",1,1,1,0,1,0,0,0,-2.02515376690274,50.886347218154,2582
"215",1,1,1,0,1,0,0,0,-1.88076195968554,43.3243535601061,2957
"216",1,1,1,0,1,0,0,0,-1.62555497503625,45.0868104874541,315
"217",1,1,1,0,1,0,0,0,-1.20903289430281,54.1341149484855,116
"218",1,1,1,0,1,0,0,0,-2.00708963910543,62.5535523444985,3693
"219",1,1,1,0,1,0,0,0,-2.32885567125497,45.0372317393303,455
"220",1,1,1,0,1,0,0,0,-2.31654936208816,29.2263433810872,876
"221",1,1,1,0,1,0,0,0,-2.3033754480568,51.7910900412549,1247
"222",1,1,1,0,1,0,0,0,-1.65612761377767,61.0021258619653,873
"223",1,1,1,0,1,0,0,0,-2.29215432976522,53.840466372891,3466
"224",1,1,1,0,1,0,0,0,-1.72377380408303,45.7877137350185,646
"225",1,1,1,0,1,0,0,0,-2.93830085364129,45.3882369578144,3037
"226",1,1,1,0,1,0,0,0,-1.54949746115699,61.7007289032587,324
"227",1,1,1,0,1,0,0,0,-2.10786234830463,46.2521535819626,1253
"228",1,1,1,0,1,0,0,0,-2.06140362192835,47.1965742277918,666
"229",1,1,1,0,1,0,0,0,-2.45829900007534,47.5448069623151,2405
"230",1,1,1,0,1,0,0,0,-1.48963190995742,54.0804922711877,67
"231",1,1,1,0,1,0,0,0,-0.719666131263754,48.0885788546972,2272
"232",1,1,1,0,1,0,0,0,-1.71898150445268,53.1945829576868,1921
"233",1,1,1,0,1,0,0,0,-2.49407099965607,40.6731649208929,1433
"234",1,1,1,0,1,0,0,0,-1.99779548939558,64.8683371157437,1264
"235",1,1,1,0,1,0,0,0,-2.43114010363761,36.4167116244102,2045
"236",1,1,1,0,1,0,0,0,-1.79794794091942,49.4500356792067,2216
"237",1,1,1,0,1,0,0,0,-2.19986840094568,45.1375503082419,44
"238",1,1,1,0,1,0,0,0,-1.41058597555763,38.4377773192901,2728
"239",1,1,1,0,1,0,0,0,-2.27940655643625,27.5201330249654,2652
"240",1,1,1,0,1,0,0,0,-2.23000744109891,54.4489430540563,948
"241",1,1,1,0,1,0,0,0,-2.65166288264157,48.3509999886262,1341
"242",1,1,1,0,1,0,0,0,-1.59151058239988,53.2237867515086,2492
"243",1,1,1,0,1,0,0,0,-2.06307554405055,39.444682627455,2914
"244",1,1,1,0,1,0,0,0,-1.57701629626951,42.2154234350396,3701
"245",1,1,1,0,1,0,0,0,-2.15557110895219,41.8866267388043,1239
"246",1,1,1,0,1,0,0,0,-2.66527947762714,46.3667082807663,1926
"247",1,1,1,0,1,0,0,0,-2.4562837092914,54.1660830108463,1885
"248",1,1,1,0,1,0,0,0,-2.02800504531971,54.323087253905,2037
"249",1,1,1,0,1,0,0,0,-1.58267123461344,51.2610821589464,761
"250",1,1,1,0,1,0,0,0,-3.71501691079613,44.523662733224,1135
"251",1,1,1,0,1,0,0,0,-2.15912843068866,50.6931363567285,12
"252",1,1,1,0,1,0,0,0,-2.08756167413919,54.4408455603828,975
"253",1,1,1,0,1,0,0,0,-2.64639732764561,43.6877631308775,378
"254",1,1,1,0,1,0,0,0,-1.3221618110016,47.1726490821361,1246
"255",1,1,1,0,1,0,0,0,-1.75909059481873,49.1721913406582,3552
"256",1,1,1,0,1,0,0,0,-1.47284571692199,40.3358562705771,642
"257",1,1,1,0,1,0,0,0,-2.17349482059805,39.2413719275218,3333
"258",1,1,1,0,1,0,0,0,-1.50979574340392,54.6687681656411,3016
"259",1,1,1,0,1,0,0,0,-1.86816815668955,50.0142161062196,1950
"260",1,1,1,0,1,0,0,0,-1.62872036456418,62.7710860383862,233
"261",1,1,1,0,1,0,0,0,-1.58647613550903,44.9064120689148,3093
"262",1,1,1,0,1,0,0,0,-1.6398613523518,62.2347034331369,1378
"263",1,1,1,0,1,0,0,0,-2.00223433422408,37.1792872610942,3512
"264",1,1,1,0,1,0,0,0,-3.93706663068439,52.3274537639781,3597
"265",1,1,1,0,1,0,0,0,-1.70078880530232,49.6196972135313,2598
"266",1,1,1,0,1,0,0,0,-1.50655453392951,45.1645616873869,1840
"267",1,1,1,0,1,0,0,0,-1.93454295008296,48.3275466081084,2504
"268",1,1,1,0,1,0,0,0,-1.78351288615515,52.1291490636896,3051
"269",1,1,1,0,1,0,0,0,-2.04429922090353,48.3102294234459,2093
"270",1,1,1,0,1,0,0,0,-1.40995871184293,48.2650068623333,59
"271",1,1,1,0,1,0,0,0,-1.73440182976571,49.632983714103,1013
"272",1,1,1,0,1,0,0,0,-1.78193261434606,50.2420853442806,2371
"273",1,1,1,0,1,0,0,0,-2.37427575358453,49.7189707038488,1435
"274",1,1,1,0,1,0,0,0,-1.67758963128993,49.095203756998,2060
"275",1,1,1,0,1,0,0,0,-2.22614338983054,54.4241270480452,2123
"276",1,1,1,0,1,0,0,0,-2.45002292093695,50.2557174100412,263
"277",1,1,1,0,1,0,0,0,-1.6235760700815,48.3170664013817,2577
"278",1,1,1,0,1,0,0,0,-1.82135382542731,31.005220895137,2905
"279",1,1,1,0,1,0,0,0,-1.98261833367808,32.7185345224475,1839
"280",1,1,1,0,1,0,0,0,-1.62644381588134,46.8677358239983,1778
"281",1,1,1,0,1,0,0,0,-1.97502188162958,57.1320668036468,1241
"282",1,1,1,0,1,0,0,0,-1.44808613086842,51.1152735396698,3738
"283",1,1,1,0,1,0,0,0,-3.13967695266791,46.2849937266989,3052
"284",1,1,1,0,1,0,0,0,-1.37509498667957,52.2096144397508,670
"285",1,1,1,0,1,0,0,0,-1.37334529910799,55.7402686575213,2618
"286",1,1,1,0,1,0,0,0,-2.39601778060841,42.7297225044165,3658
"287",1,1,1,0,1,0,0,0,-1.7188954290517,39.2213011268042,2601
"288",1,1,1,0,1,0,0,0,-2.51546586092791,42.3360610630738,2106
"289",1,1,1,0,1,0,0,0,-1.84023935869787,53.5005023126189,2309
"290",1,1,1,0,1,0,0,0,-2.18163208180037,51.1040568811897,1429
"291",1,1,1,0,1,0,0,0,-1.90960608623993,46.9755070935588,2479
"292",1,1,1,0,1,0,0,0,-1.79139804065757,47.9378805464212,122
"293",1,1,1,0,1,0,0,0,-2.38387355547049,31.6763595786977,799
"294",1,1,1,0,1,0,0,0,-1.35744489723539,37.0646673978323,3128
"295",1,1,1,0,1,0,0,0,-2.38226512792402,54.9891711240937,3449
"296",1,1,1,0,1,0,0,0,-1.58148007296777,35.8788962146298,1740
"297",1,1,1,0,1,0,0,0,-1.94937988952067,49.4166153232273,2897
"298",1,1,1,0,1,0,0,0,-1.50941903501742,57.7865340249083,888
"299",1,1,1,0,1,0,0,0,-2.5499792914263,54.6211663138875,511
"300",1,1,1,0,1,0,0,0,-1.94103979577105,38.9243360465387,2250
"301",1,1,1,0,1,0,0,0,-3.61654284920572,50.3974673368462,576
"302",1,1,1,0,1,0,0,0,-2.48142952351478,48.4398904116412,637
"303",1,1,1,0,1,0,0,0,-2.54727883374217,50.1961696668747,2676
"304",1,1,1,0,1,0,0,0,-2.22631053736722,55.7937945298415,2783
"305",1,1,1,0,1,0,0,0,-1.28044200267039,47.8016602773832,61
"306",1,1,1,0,1,0,0,0,-1.89152582287495,50.518893228723,1104
"307",1,1,1,0,1,0,0,0,-1.7545111068534,67.2492742932608,3731
"308",1,1,1,0,1,0,0,0,-2.11371067822821,50.1939699204035,2072
"309",1,1,1,0,1,0,0,0,-2.01912415788313,58.2888177380229,3535
"310",1,1,1,0,1,0,0,0,-1.74313066335879,37.080336872333,2866
"311",1,1,1,0,1,0,0,0,-2.52875132677834,56.1177580289367,2295
"312",1,1,1,0,1,0,0,0,-1.63919271876798,45.9125099121595,158
"313",1,1,1,0,1,0,0,0,-2.33276540170645,63.7031157776453,3407
"314",1,1,1,0,1,0,0,0,-2.47199737335892,54.6270141719006,2797
"315",1,1,1,0,1,0,0,0,-3.43240147076896,45.9411628687786,1304
"316",1,1,1,0,1,0,0,0,-2.10735238415279,50.9354437280702,2273
"317",1,1,1,0,1,0,0,0,-2.18981613890564,60.0645761210053,48
"318",1,1,1,0,1,0,0,0,-1.58821633716081,35.9869222609081,1987
"319",1,1,1,0,1,0,0,0,-2.61367019085963,55.2121660475837,3742
"320",1,1,1,0,1,0,0,0,-1.67501292048435,53.7250066240111,323
"321",1,1,1,0,1,0,0,0,-2.01742045442099,48.6105540585265,3124
"322",1,1,1,0,1,0,0,0,-2.53776338789871,56.1694915782789,258
"323",1,1,1,0,1,0,0,0,-2.25191790079988,63.7438314735876,546
"324",1,1,1,0,1,0,0,0,-2.05399159399706,47.2016714247956,3633
"325",1,1,1,0,1,0,0,0,-2.32265056465548,35.6289886606845,3674
"326",1,1,1,0,1,0,0,0,-1.76253365592723,43.7573474944796,351
"327",1,1,1,0,1,0,0,0,-1.67555018400764,55.0333068173722,2174
"328",1,1,1,0,1,0,0,0,-1.36590526686533,62.5184680077676,708
"329",1,1,1,0,1,0,0,0,-1.92320843191407,41.1089888861345,1771
"330",1,1,1,0,1,0,0,0,-2.21004183730265,44.3390891565267,2530
"331",1,1,1,0,1,0,0,0,-2.15618661261071,48.0655987861126,547
"332",1,1,1,0,1,0,0,0,-1.98320087272968,46.9693297049804,3740
"333",1,1,1,0,1,0,0,0,-1.79416142917749,36.6816526386409,3335
"334",1,1,1,0,1,0,0,0,-2.38652035719601,61.0596625340749,2571
"335",1,1,1,0,1,0,0,0,-1.91892942778445,37.7522634807484,995
"336",1,1,1,0,1,0,0,0,-1.97644083839365,66.3914521638121,1132
"337",1,1,1,0,1,0,0,0,-3.51059861335406,37.2578790698265,2482
"338",1,1,1,0,1,0,0,0,-1.9477938970233,51.3297756330809,198
"339",1,1,1,0,1,0,0,0,-1.98474376659202,34.4100939303862,3198
"340",1,1,1,0,1,0,0,0,-2.04499029705098,40.9867524726916,676
"341",1,1,1,0,1,0,0,0,-2.20854319779798,48.0226371022166,982
"342",1,1,1,0,1,0,0,0,-1.39227319909725,51.6740421675386,184
"343",1,1,1,0,1,0,0,0,-1.32118182483016,36.011496258047,2435
"344",1,1,1,0,1,0,0,0,-2.28706318674788,44.6867749756814,973
"345",1,1,1,0,1,0,0,0,-1.96830966014806,59.2583828802825,884
"346",1,1,1,0,1,0,0,0,-2.24779973346117,55.7600237293152,240
"347",1,1,1,0,1,0,0,0,-1.58615385141988,46.6000804605828,2603
"348",1,1,1,0,1,0,0,0,-3.86539066255873,51.5730457196742,560
"349",1,1,1,0,1,0,0,0,-1.72127800532152,41.0516697700135,567
"350",1,1,1,0,1,0,0,0,-1.56474710469296,43.9517201366343,2484
"351",1,1,1,0,1,0,0,0,-2.380687145894,52.9693846294491,2370
"352",1,1,1,0,1,0,0,0,-2.11943180072488,47.8412833191775,2709
"353",1,1,1,0,1,0,0,0,-2.60698375916164,43.0155129219193,2675
"354",1,1,1,0,1,0,0,0,-1.81953568165968,51.8457673165387,3726
"355",1,1,1,0,1,0,0,0,-2.97774574096381,48.9052052973202,1459
"356",1,1,1,0,1,0,0,0,-2.39266970323116,40.0266458157562,2495
"357",1,1,1,0,1,0,0,0,-2.43788108141143,50.6692924957254,577
"358",1,1,1,0,1,0,0,0,-3.02162928223209,39.8854432300494,1812
