"","ACAM","AMME","GITR","LENI","MAEL","MICA","PLER","PLNO","TWIL","feasibility","niche_diff","fitness_diff","draw"
"139",0,0,1,1,0,1,1,0,0,0,-31.0043022279986,27.9565890550142,722
"140",0,0,1,1,0,1,1,0,0,0,-4.1877641298412,59.5996636915703,1764
"141",0,0,1,1,0,1,1,0,0,0,-2.92291844465132,47.3266715936304,1964
"142",0,0,1,1,0,1,1,0,0,0,-3.2668392120698,40.8146847758486,1047
"143",0,0,1,1,0,1,1,0,0,0,-4.64407627529716,35.8273051131643,1926
"144",0,0,1,1,0,1,1,0,0,0,-5.30469112892515,53.0679779804619,2434
"145",0,0,1,1,0,1,1,0,0,0,-2.98890545204743,43.5095830659294,1681
"146",0,0,1,1,0,1,1,0,0,0,-2.72871239187694,37.1615325006317,2751
"147",0,0,1,1,0,1,1,0,0,0,-4.01887212996012,34.5980282550858,1502
"148",0,0,1,1,0,1,1,0,0,0,-2.23968858684731,41.5053710749791,13
"149",0,0,1,1,0,1,1,0,0,0,-2.51698909431537,37.345962324663,2623
"150",0,0,1,1,0,1,1,0,0,0,-3.63294774694544,52.5186332227433,1534
"151",0,0,1,1,0,1,1,0,0,0,-2.47699847418928,27.8244441067277,415
"152",0,0,1,1,0,1,1,0,0,0,-2.42862663113289,42.3852328285024,2417
"153",0,0,1,1,0,1,1,0,0,0,-2.69373839998909,38.5417595158018,1324
"154",0,0,1,1,0,1,1,0,0,0,-2.80005446631559,28.5257217983667,3082
"155",0,0,1,1,0,1,1,0,0,0,-2.78906632069099,50.5594211169422,1497
"156",0,0,1,1,0,1,1,0,0,0,-3.40672595494483,44.9345122750574,3096
"157",0,0,1,1,0,1,1,0,0,0,-3.90594982086657,53.3432379776898,670
"158",0,0,1,1,0,1,1,0,0,0,-2.60827445115201,51.7394931962572,839
"159",0,0,1,1,0,1,1,0,0,0,-2.33773606910331,33.736114121551,2993
"160",0,0,1,1,0,1,1,0,0,0,-3.11373767415278,50.5000900085187,1459
"161",0,0,1,1,0,1,1,0,0,0,-3.03189499164821,39.8964707257039,3477
"162",0,0,1,1,0,1,1,0,0,0,-2.89681989856659,54.3100358341146,1923
"163",0,0,1,1,0,1,1,0,0,0,-3.24118502508232,25.5112565327147,3220
"164",0,0,1,1,0,1,1,0,0,0,-2.84151397206343,33.6673543969635,1823
"165",0,0,1,1,0,1,1,0,0,0,-2.66539044780174,34.5343681790745,2774
"166",0,0,1,1,0,1,1,0,0,0,-4.30299864824319,54.8983406671761,552
"167",0,0,1,1,0,1,1,0,0,0,-3.15033691699446,39.572389601635,3338
"168",0,0,1,1,0,1,1,0,0,0,-2.61757517030294,15.9891289996397,2716
"169",0,0,1,1,0,1,1,0,0,0,-2.54612521063565,36.5193578978586,3145
"170",0,0,1,1,0,1,1,0,0,0,-2.65000485824524,45.8596307739008,976
"171",0,0,1,1,0,1,1,0,0,0,-3.32463297132464,44.59668130554,1556
"172",0,0,1,1,0,1,1,0,0,0,-3.1540861124473,40.8652658823795,2655
"173",0,0,1,1,0,1,1,0,0,0,-2.43692652546451,45.5043258066092,1199
"174",0,0,1,1,0,1,1,0,0,0,-2.67189068413894,40.4692017243967,91
"175",0,0,1,1,0,1,1,0,0,0,-3.42749116719126,44.5266091022518,1260
"176",0,0,1,1,0,1,1,0,0,0,-2.71814564404224,36.5963260783768,1251
"177",0,0,1,1,0,1,1,0,0,0,-2.4990508496293,44.075091568419,163
"178",0,0,1,1,0,1,1,0,0,0,-3.4215405750377,47.023846763653,2588
"179",0,0,1,1,0,1,1,0,0,0,-2.00121474536432,34.8991532277639,3534
"180",0,0,1,1,0,1,1,0,0,0,-2.12114714611382,50.6947760425035,3214
"181",0,0,1,1,0,1,1,0,0,0,-2.86172582354126,60.3268349260335,3264
"182",0,0,1,1,0,1,1,0,0,0,-3.60076544334089,33.0904481130123,19
"183",0,0,1,1,0,1,1,0,0,0,-3.01603830247437,45.5207472538316,871
"184",0,0,1,1,0,1,1,0,0,0,-2.68875808985899,43.2017997666747,681
"185",0,0,1,1,0,1,1,0,0,0,-2.00727816865307,52.2453095295138,2429
"186",0,0,1,1,0,1,1,0,0,0,-2.87867292713107,48.7804343868462,2384
"187",0,0,1,1,0,1,1,0,0,0,-2.46330018496474,50.5134106941785,1989
"188",0,0,1,1,0,1,1,0,0,0,-3.98463460330247,34.4055486624363,15
"189",0,0,1,1,0,1,1,0,0,0,-2.76161930442814,67.3490804139991,1303
"190",0,0,1,1,0,1,1,0,0,0,-3.29171924852616,37.1270100948962,547
"191",0,0,1,1,0,1,1,0,0,0,-3.50179307404414,40.6008276667005,2939
"192",0,0,1,1,0,1,1,0,0,0,-3.24527715443976,39.4660716772566,3434
"193",0,0,1,1,0,1,1,0,0,0,-2.75503208859613,45.5671106891552,242
"194",0,0,1,1,0,1,1,0,0,0,-2.48221161531005,52.843815632703,629
"195",0,0,1,1,0,1,1,0,0,0,-3.11483039311048,50.3865670543854,2921
"196",0,0,1,1,0,1,1,0,0,0,-3.06830390969066,39.6918317867941,1078
"197",0,0,1,1,0,1,1,0,0,0,-2.77776844229724,45.1466794230559,2694
"198",0,0,1,1,0,1,1,0,0,0,-2.47969631738549,29.2761809659576,1292
"199",0,0,1,1,0,1,1,0,0,0,-2.76182598009635,47.3358692812555,2109
"200",0,0,1,1,0,1,1,0,0,0,-2.96500027848989,34.9094970102088,2180
"201",0,0,1,1,0,1,1,0,0,0,-2.70421508416174,33.4902907194004,1649
"202",1,0,1,1,0,1,0,0,0,0,-0.482635947325597,53.6792044964704,2832
"203",1,0,1,1,0,1,0,0,0,0,-0.951819439597451,58.7174054365854,176
"204",1,0,1,1,0,1,0,0,0,0,-0.54386089843857,55.5977778466506,919
"205",1,0,1,1,0,1,0,0,0,0,-1.33686363924663,39.7767259983662,2403
"206",1,0,1,1,0,1,0,0,0,0,-0.65177548134758,51.8531412902692,2871
"207",1,0,1,1,0,1,0,0,0,0,-1.47053489586909,63.5037693607347,1471
"208",1,0,1,1,0,1,0,0,0,0,-0.725339829859579,43.8464824734008,2276
"209",1,0,1,1,0,1,0,0,0,0,-0.0196834373886157,55.7318722807101,333
"210",1,0,1,1,0,1,0,0,0,0,-0.934350160147542,48.852991125727,25
"211",1,0,1,1,0,1,0,0,0,0,-1.12484260745124,40.8072592893897,345
"212",1,0,1,1,0,1,0,0,0,0,-0.268499043754195,40.9216405832375,1087
"213",1,0,1,1,0,1,0,0,0,0,-0.312816873524389,48.4309975374531,1519
"214",1,0,1,1,0,1,0,0,0,0,0.0252387620292782,60.515428989134,1375
"215",1,0,1,1,0,1,0,0,0,0,-1.49713042619629,54.3823495224244,2264
"216",1,0,1,1,0,1,0,0,0,0,-0.874964795494128,69.99584834946,1847
"217",1,0,1,1,0,1,0,0,0,0,-0.66153137142458,56.2062613692238,1948
"218",1,0,1,1,0,1,0,0,0,0,-0.435408462246999,37.7534476013536,1111
"219",1,0,1,1,0,1,0,0,0,0,-0.867082794623456,55.8316254779482,2438
"220",1,0,1,1,0,1,0,0,0,0,-0.811424876321611,48.3231423458957,125
"221",1,0,1,1,0,1,0,0,0,0,0.164962350390053,50.0618097635741,1865
"222",1,0,1,1,0,1,0,0,0,0,-0.694977128103418,65.10218920118,1429
"223",1,0,1,1,0,1,0,0,0,0,-1.71728669226532,58.6615653963792,3463
"224",1,0,1,1,0,1,0,0,0,0,-1.31935546754731,53.7027783596372,381
"225",1,0,1,1,0,1,0,0,0,0,-1.02706500262947,52.4190358791985,2031
"226",1,0,1,1,0,1,0,0,0,0,-2.75256516318739,67.4821203831024,2771
"227",1,0,1,1,0,1,0,0,0,0,-1.37338200573338,53.8075309063468,1899
"228",1,0,1,1,0,1,0,0,0,0,-0.874039246086581,70.9250345903133,3217
"229",1,0,1,1,0,1,0,0,0,0,-0.339681853232859,51.7497575063028,2882
"230",1,0,1,1,0,1,0,0,0,0,-0.553426858481745,40.8923460599666,1704
"231",1,0,1,1,0,1,0,0,0,0,-1.38262330410536,51.2617324077467,3282
"232",1,0,1,1,0,1,0,0,0,0,-1.17542525422805,51.1410983607648,55
"233",1,0,1,1,0,1,0,0,0,0,-1.45689772423113,34.5385896759627,1437
"234",1,0,1,1,0,1,0,0,0,0,-0.796662927686224,56.168765369385,1366
"235",1,0,1,1,0,1,0,0,0,0,-0.981637200497767,67.093338563884,2173
"236",1,0,1,1,0,1,0,0,0,0,-1.40446769794027,63.2321804918333,2096
"237",1,0,1,1,0,1,0,0,0,0,-1.83462162156424,50.6845760383781,1305
"238",1,0,1,1,0,1,0,0,0,0,-1.85992245874457,29.5820820568868,1052
"239",1,0,1,1,0,1,0,0,0,0,-0.859773662713734,67.9526196381475,2562
"240",1,0,1,1,0,1,0,0,0,0,-0.921505045344132,45.1025706843628,3516
"241",1,0,1,1,0,1,0,0,0,0,-0.848828998697637,51.3761282572627,773
"242",1,0,1,1,0,1,0,0,0,0,-1.43809872700047,71.1760530939962,657
"243",1,0,1,1,0,1,0,0,0,0,-0.335866451080659,48.8089048365754,2201
"244",1,0,1,1,0,1,0,0,0,0,-0.0147775865979285,60.8021974384954,3549
"245",1,0,1,1,0,1,0,0,0,0,-1.24904642780438,37.0478820624346,1358
"246",1,0,1,1,0,1,0,0,0,0,-1.61755917847116,48.4025968976028,2080
"247",1,0,1,1,0,1,0,0,0,0,-1.62339575631682,77.8017342210991,3287
"248",1,0,1,1,0,1,0,0,0,0,-2.10911642246049,47.9919484223883,604
"249",1,0,1,1,0,1,0,0,0,0,-1.26666600344727,58.655793273075,1706
"250",1,0,1,1,0,1,0,0,0,0,-1.2852793080558,44.1047853519886,2361
"251",1,0,1,1,0,1,0,0,0,0,-0.989541134811872,53.6678086839925,193
"252",1,0,1,1,0,1,0,0,0,0,-1.00633580298922,61.3019031110457,595
"253",1,0,1,1,0,1,0,0,0,0,-1.1626129167337,54.8872496065341,339
"254",1,0,1,1,0,1,0,0,0,0,-0.101092638748773,51.5956521047238,3230
"255",1,0,1,1,0,1,0,0,0,0,-0.698413553770214,71.0573062294814,2577
"256",1,0,1,1,0,1,0,0,0,0,-0.770628053899612,56.0834349800196,2164
"257",1,0,1,1,0,1,0,0,0,0,-0.491066910936673,57.4767282342934,960
"258",1,0,1,1,0,1,0,0,0,0,-0.780809800223631,72.4636893821052,1800
"259",1,0,1,1,0,1,0,0,0,0,0.102992227504017,54.843562454741,1852
"260",1,0,1,1,0,1,0,0,0,0,-0.667044386593556,51.7521366174356,257
"261",1,0,1,1,0,1,0,0,0,0,-4.13871451833236,48.1072010083469,3212
"262",1,0,1,1,0,1,0,0,0,0,-1.48557068445239,44.9493014725236,2246
"263",1,0,1,1,0,1,0,0,0,0,-0.286876139234087,44.0282526535025,2312
"264",1,0,1,1,0,1,0,0,0,0,-0.115742784201369,63.5384724189409,1120
"265",1,0,1,1,0,1,0,0,0,0,-1.6178492720846,68.3921430645778,2591
"266",1,0,1,1,0,1,0,0,0,0,-2.03462973448796,45.4378823854659,295
"267",1,0,1,1,0,1,0,0,0,0,-0.402199292907731,66.722624568828,1175
"268",1,0,1,1,0,1,0,0,0,0,-4.20140411398479,56.51600087897,594
"269",1,0,1,1,0,1,0,0,0,0,-0.998284618368672,45.0426480157921,1605
"270",1,0,1,1,0,1,0,0,0,0,0.339682950636801,52.7072292723798,2088
"271",1,0,1,1,0,1,0,0,0,0,-0.369265908390054,60.5806289391569,3322
"272",1,0,1,1,0,1,0,0,0,0,-0.0914979510812184,65.3986995356552,541
"273",1,0,1,1,0,1,0,0,0,0,-2.63941801555467,74.4830961644334,1145
"274",1,0,1,1,0,1,0,0,0,0,-0.516311255289252,57.1878559473586,1478
"275",1,0,1,1,0,1,0,0,0,0,-0.19773165269831,53.7820907115935,1780
"276",1,0,1,1,0,1,0,0,0,0,0.015073501573585,59.6794675071654,2507
"277",1,0,1,1,0,1,0,0,0,0,-0.751263344107481,64.8747019827104,1567
"278",1,0,1,1,0,1,0,0,0,1,0.806279141210526,32.3247329364837,3407
"279",1,0,1,1,0,1,0,0,0,0,-1.8259722318003,52.6729167510033,3380
"280",1,0,1,1,0,1,0,0,0,0,0.178796251603477,63.6545448660993,3618
"281",1,0,1,1,0,1,0,0,0,0,-0.0276259613165013,44.1073868877104,3075
"282",1,0,1,1,0,1,0,0,0,0,-1.21842564876512,61.9568562859801,3484
"283",1,0,1,1,0,1,0,0,0,0,-0.972090431579957,62.8873453632511,696
"284",1,0,1,1,0,1,0,0,0,0,-0.546838407489824,51.7593594050635,2402
"285",1,0,1,1,0,1,0,0,0,0,-1.03452225041796,51.9480828902492,425
"286",1,0,1,1,0,1,0,0,0,0,-0.936193898259805,61.2370058214093,3025
"287",1,0,1,1,0,1,0,0,0,0,0.0760098490712933,50.1151110835841,1778
"288",1,0,1,1,0,1,0,0,0,0,-0.99603552268379,59.5434092788129,3353
"289",1,0,1,1,0,1,0,0,0,0,-1.47186278304886,69.3915066769567,662
"290",1,0,1,1,0,1,0,0,0,0,-0.507576321424413,60.0542089908355,1927
"291",1,0,1,1,0,1,0,0,0,0,0.239645564445238,59.4546950515624,3408
"292",1,0,1,1,0,1,0,0,0,0,-0.351714873074859,59.7662103475174,3532
"293",1,0,1,1,0,1,0,0,0,0,-0.200458718340544,70.8736674937939,1035
"294",1,0,1,1,0,1,0,0,0,0,-1.84943991804006,55.4462692852584,2778
"295",1,0,1,1,0,1,0,0,0,0,-0.862146742435668,79.2789490424998,3732
"296",1,0,1,1,0,1,0,0,0,0,-1.44569156488177,56.4538371532553,314
"297",1,0,1,1,0,1,0,0,0,0,-0.30893947642216,54.6314671707212,2052
"298",1,0,1,1,0,1,0,0,0,0,-0.249405615606759,66.3981231334098,2683
"299",1,0,1,1,0,1,0,0,0,0,-1.67897117486151,46.0114900754454,3161
"300",1,0,1,1,0,1,0,0,0,0,-1.52760325218563,54.3441407039019,2321
"301",1,0,1,1,0,1,0,0,0,0,-1.06200129985766,53.2311878267572,2083
"302",1,0,1,1,0,1,0,0,0,0,-0.5748993086152,32.194562414338,2963
"303",1,0,1,1,0,1,0,0,0,0,-0.8125407265938,57.5219047974442,2373
"304",1,0,1,1,0,1,0,0,0,0,0.64090949369191,46.463710231169,1150
"305",1,0,1,1,0,1,0,0,0,0,-1.26492241251001,58.2901997192295,2553
"306",1,0,1,1,0,1,0,0,0,0,-1.27436374206797,47.433426725449,3404
"307",1,0,1,1,0,1,0,0,0,0,-0.654898962136602,65.3352304507846,2197
"308",1,0,1,1,0,1,0,0,0,0,-0.199197994212925,52.7030641755357,336
"309",1,0,1,1,0,1,0,0,0,0,-0.323161632909695,46.6812751071396,2913
"310",1,0,1,1,0,1,0,0,0,0,-1.54897947061711,53.5920568133416,902
"311",1,0,1,1,0,1,0,0,0,0,-0.654284651154011,57.1012053546554,3508
"312",1,0,1,1,0,1,0,0,0,0,-1.09436117646145,51.4263662623977,2319
"313",1,0,1,1,0,1,0,0,0,0,-1.39505120875666,51.3097466703959,584
"314",1,0,1,1,0,1,0,0,0,0,-0.0870316984248387,42.8299487870264,2420
"315",1,0,1,1,0,1,0,0,0,0,-2.0615791422415,56.2746492337765,360
"316",1,0,1,1,0,1,0,0,0,0,-0.760548456391566,56.2066418048628,1338
"317",1,0,1,1,0,1,0,0,0,0,-0.437961668350522,71.1819301399306,3398
"318",1,0,1,1,0,1,0,0,0,0,-0.849753840263144,77.2866689995255,3605
"319",1,0,1,1,0,1,0,0,0,0,-1.54121495436966,49.5062032857958,2061
"320",1,0,1,1,0,1,0,0,0,0,-1.87010391140785,57.912817730749,3637
"321",1,0,1,1,0,1,0,0,0,0,-0.0887763244564017,46.9217000338845,1750
"322",1,0,1,1,0,1,0,0,0,0,-1.5960134598213,54.1522213655111,766
