"cwm.height","cwm.ldmc","cwm.sla","cwm.rmf","cwm.crsl","cwm.pf","cwm.d","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","richness"
39.9692307692308,0.172016933723077,261.63443099,0.447579128066667,4252.95860421026,0.782339403761538,0.546442051282051,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,13
41.2461538461538,0.179185021171795,268.696299756667,0.460737667476923,4254.83918308205,0.784199538607692,0.54789717948718,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,13
38.6615384615385,0.175439347992308,261.395356198974,0.439181068138462,4350.78790835128,0.781693290546154,0.553786923076923,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,13
40.1461538461538,0.178061347248718,261.037316837436,0.441455486182051,4370.48087312051,0.774968294197436,0.563647179487179,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,13
42.6307692307692,0.182762293312821,268.240568713077,0.462380404476923,4215.84875272308,0.786010863838462,0.541345897435897,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,13
40.0461538461538,0.179016620133333,260.939625155385,0.440823805138462,4311.79747799231,0.783504615776923,0.547235641025641,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,13
41.5307692307692,0.181638619389744,260.581585793846,0.443098223182051,4331.49044276154,0.776779619428205,0.557095897435897,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,13
41.3230769230769,0.186184707582051,268.001493922051,0.453982344548718,4313.6780568641,0.785364750623077,0.548690769230769,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,13
42.8076923076923,0.188806706838462,267.643454560513,0.456256762592308,4333.37102163333,0.778639754274359,0.558551025641026,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,13
40.2230769230769,0.185061033658974,260.342511002821,0.434700163253846,4429.31974690256,0.776133506212821,0.564440769230769,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,13
41.6846153846154,0.179262272120513,259.860366236154,0.462223055579487,4004.15583487692,0.785529784171795,0.539631794871795,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,13
39.1,0.175516598941026,252.559422678462,0.440666456241026,4100.10456014615,0.783023536110256,0.545521538461539,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,13
