"cwm.height","cwm.ldmc","cwm.sla","cwm.rmf","cwm.crsl","cwm.pf","cwm.d","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","richness"
41.25,0.171841211075,264.839182040556,0.4510988841,4360.92706229722,0.777228535825,0.5591025,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,12
42.75,0.175716589227778,264.34547341,0.45287851585,4318.68742940833,0.779190804825,0.552005277777778,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,12
44.1333333333333,0.183482017297222,271.995831240556,0.467133600211111,4320.72472318611,0.781205950908333,0.553581666666667,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12
41.3333333333333,0.179424204686111,264.086475719722,0.443780617594444,4424.66917556111,0.778490848841667,0.559962222222222,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,12
42.9416666666667,0.182264703880556,263.698599744722,0.446244570475,4446.00322072778,0.771205436130556,0.570644166666667,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,12
41.725,0.171924899602778,255.266920726667,0.452708054544444,4089.353435075,0.778669635186111,0.550148333333333,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,12
43.1083333333333,0.179690327672222,262.917278557222,0.466963138905556,4091.39072885278,0.780684781269444,0.551724722222222,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,12
40.3083333333333,0.175632515061111,255.007923036389,0.443610156288889,4195.33518122778,0.777969679202778,0.558105277777778,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,12
41.9166666666667,0.178473014255556,254.620047061389,0.446074109169444,4216.66922639444,0.770684266491667,0.568787222222222,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,12
44.6083333333333,0.183565705825,262.423569926667,0.468742770655556,4049.15109596389,0.782647050269444,0.5446275,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,12
41.8083333333333,0.179507893213889,254.514214405833,0.445389788038889,4153.09554833889,0.779931948202778,0.551008055555556,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,12
43.4166666666667,0.182348392408333,254.126338430833,0.447853740919444,4174.42959350556,0.772646535491667,0.56169,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,12
43.1916666666667,0.187273321283333,262.164572236389,0.4596448724,4155.13284211667,0.781947094286111,0.552584444444444,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,12
44.8,0.190113820477778,261.776696261389,0.462108825280556,4176.46688728333,0.774661681575,0.563266388888889,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,12
