"cwm.height","cwm.ldmc","cwm.sla","cwm.rmf","cwm.crsl","cwm.pf","cwm.d","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","richness"
27.65,0.197588683483333,265.760776906667,0.404123073683333,4038.3819082,0.758464803058333,0.607041666666667,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
57.2,0.1899161394,236.050787244167,0.35013955335,4697.62580349167,0.752849539141667,0.625929166666667,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
43.5,0.18474261955,243.337994541667,0.392276985966667,4406.2470714,0.747507377525,0.585383333333333,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
22.15,0.183668994483333,242.526013148333,0.384249505433333,4418.69144253333,0.768986509433333,0.581591666666667,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4
19.75,0.207705330941667,223.669936608333,0.352171588225,4900.25935703333,0.7727211666,0.581579166666667,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
31.85,0.194057497108333,271.076385485833,0.397642099225,3797.93668836667,0.745425651225,0.606741666666667,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
26.125,0.18268106245,266.593169701667,0.389780339266667,4710.08922915,0.755271015425,0.583728333333333,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4
23.2,0.193284051941667,267.225161294167,0.3481065216,4938.48159965833,0.770121699891667,0.582175,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4
20.125,0.181908983066667,239.989503244167,0.347595137683333,4250.47961665833,0.768558190975,0.576604166666667,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
24.625,0.193535117525,238.5083773525,0.352934032933333,4123.76071799167,0.774444997975,0.5553125,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
28.775,0.216831401733333,261.459450844167,0.395699286016667,4129.872599325,0.780490436225,0.560041666666667,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
20.375,0.2046579639,237.731384281667,0.325640338166667,4441.70595645,0.772345130025,0.579183333333333,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4
25.2,0.213179461483333,236.567756356667,0.333032196808333,4505.70809195,0.750488891891667,0.611229166666667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
63.6375,0.201140444833333,231.932730254167,0.400158954166667,4358.66226479167,0.732805717125,0.6665125,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
49.9375,0.195966924983333,239.219937551667,0.442296386783333,4067.2835327,0.727463555508333,0.625966666666667,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
28.5875,0.194893299916667,238.407956158333,0.43426890625,4079.72790383333,0.748942687416667,0.622175,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4
26.1875,0.218929636375,219.551879618333,0.402190989041667,4561.29581833333,0.752677344583333,0.6221625,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
38.2875,0.205281802541667,266.958328495833,0.447661500041667,3458.97314966667,0.725381829208333,0.647325,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
32.5625,0.193905367883333,262.475112711667,0.439799740083333,4371.12569045,0.735227193408333,0.624311666666667,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
29.6375,0.204508357375,263.107104304167,0.398125922416667,4599.51806095833,0.750077877875,0.622758333333333,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4
26.5625,0.1931332885,235.871446254167,0.3976145385,3911.51607795833,0.748514368958333,0.6171875,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
31.0625,0.204759422958333,234.3903203625,0.40295343375,3784.79717929167,0.754401175958333,0.595895833333333,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4
35.2125,0.228055707166667,257.341393854167,0.445718686833333,3790.909060625,0.760446614208333,0.600625,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4
26.8125,0.215882269333333,233.613327291667,0.375659738983333,4102.74241775,0.752301308008333,0.619766666666667,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
31.6375,0.224403766916667,232.449699366667,0.383051597625,4166.74455325,0.730445069875,0.6518125,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
79.4875,0.1882943809,209.509947889167,0.38831286645,4726.52742799167,0.721848291591667,0.644854166666667,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4
58.1375,0.187220755833333,208.697966495833,0.380285385916667,4738.971799125,0.7433274235,0.6410625,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
55.7375,0.211257092291667,189.841889955833,0.348207468708333,5220.539713625,0.747062080666667,0.64105,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4
67.8375,0.197609258458333,237.248338833333,0.393677979708333,4118.21704495833,0.719766565291667,0.6662125,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
62.1125,0.1862328238,232.765123049167,0.38581621975,5030.36958574167,0.729611929491667,0.643199166666667,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
59.1875,0.196835813291667,233.397114641667,0.344142402083333,5258.76195625,0.744462613958333,0.641645833333333,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
56.1125,0.185460744416667,206.161456591667,0.343631018166667,4570.75997325,0.742899105041667,0.636075,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
60.6125,0.197086878875,204.6803307,0.348969913416667,4444.04107458333,0.748785912041667,0.614783333333333,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
64.7625,0.220383163083333,227.631404191667,0.3917351665,4450.15295591667,0.754831350291667,0.6195125,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
56.3625,0.20820972525,203.903337629167,0.32167621865,4761.98631304167,0.746686044091667,0.638654166666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
61.1875,0.216731222833333,202.739709704167,0.329068077291667,4825.98844854167,0.724829805958333,0.6707,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
44.4375,0.182047235983333,215.985173793333,0.422422818533333,4447.59306703333,0.737985261883333,0.600516666666667,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4
42.0375,0.206083572441667,197.129097253333,0.390344901325,4929.16098153333,0.74171991905,0.600504166666667,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
54.1375,0.192435738608333,244.535546130833,0.435815412325,3826.83831286667,0.714424403675,0.625666666666667,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4
48.4125,0.18105930395,240.052330346667,0.427953652366667,4738.99085365,0.724269767875,0.602653333333333,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
45.4875,0.191662293441667,240.684321939167,0.3862798347,4967.38322415833,0.739120452341667,0.6011,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4
42.4125,0.180287224566667,213.448663889167,0.385768450783333,4279.38124115833,0.737556943425,0.595529166666667,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
46.9125,0.191913359025,211.9675379975,0.391107346033333,4152.66234249167,0.743443750425,0.5742375,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
51.0625,0.215209643233333,234.918611489167,0.433872599116667,4158.774223825,0.749489188675,0.578966666666667,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
42.6625,0.2030362054,211.190544926667,0.363813651266667,4470.60758095,0.741343882475,0.598108333333333,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
47.4875,0.211557702983333,210.026917001667,0.371205509908333,4534.60971645,0.719487644341667,0.630154166666667,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20.6875,0.205009947375,196.31711586,0.382317420791667,4941.60535266667,0.763199050958333,0.5967125,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4
32.7875,0.191362113541667,243.7235647375,0.427787931791667,3839.282684,0.735903535583333,0.621875,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4
27.0625,0.179985678883333,239.240348953333,0.419926171833333,4751.43522478333,0.745748899783333,0.598861666666667,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4
24.1375,0.190588668375,239.872340545833,0.378252354166667,4979.82759529167,0.76059958425,0.597308333333333,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4
21.0625,0.1792135995,212.636682495833,0.37774097025,4291.82561229167,0.759036075333333,0.5917375,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4
25.5625,0.190839733958333,211.155556604167,0.3830798655,4165.106713625,0.764922882333333,0.570445833333333,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4
29.7125,0.214136018166667,234.106630095833,0.425845118583333,4171.21859495833,0.770968320583333,0.575175,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
21.3125,0.201962580333333,210.378563533333,0.355786170733333,4483.05195208333,0.762823014383333,0.594316666666667,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4
26.1375,0.210484077916667,209.214935608333,0.363178029375,4547.05408758333,0.74096677625,0.6263625,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4
30.3875,0.21539845,224.8674881975,0.395710014583333,4320.8505985,0.73963819275,0.6218625,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4
24.6625,0.204022015341667,220.384272413333,0.387848254625,5233.00313928333,0.74948355695,0.598849166666667,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4
21.7375,0.214625004833333,221.016264005833,0.346174436958333,5461.39550979167,0.764334241416667,0.597295833333333,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4
18.6625,0.203249935958333,193.780605955833,0.345663053041667,4773.39352679167,0.7627707325,0.591725,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4
23.1625,0.214876070416667,192.299480064167,0.351001948291667,4646.674628125,0.7686575395,0.570433333333333,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
27.3125,0.238172354625,215.250553555833,0.393767201375,4652.78650945833,0.77470297775,0.5751625,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
18.9125,0.225998916791667,191.522486993333,0.323708253525,4964.61986658333,0.76655767155,0.594304166666667,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4
23.7375,0.234520414375,190.358859068333,0.331100112166667,5028.62200208333,0.744701433416667,0.62635,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4
36.7625,0.190374181508333,267.790721290833,0.433318765625,4130.68047061667,0.722188041575,0.624011666666667,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
33.8375,0.200977171,268.422712883333,0.391644947958333,4359.072841125,0.737038726041667,0.622458333333333,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
30.7625,0.189602102125,241.187054833333,0.391133564041667,3671.070858125,0.735475217125,0.6168875,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
35.2625,0.201228236583333,239.705928941667,0.396472459291667,3544.35195945833,0.741362024125,0.595595833333333,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
39.4125,0.224524520791667,262.657002433333,0.439237712375,3550.46384079167,0.747407462375,0.600325,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
