"cwm.height","cwm.ldmc","cwm.sla","cwm.rmf","cwm.crsl","cwm.pf","cwm.d","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","richness"
40.0571428571429,0.178823634338095,265.444951087143,0.456780838061905,4162.16046337381,0.788447415778571,0.536941428571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,14
37.6571428571429,0.175345509242857,258.665503497857,0.436763995819048,4251.25570826667,0.786120185435714,0.542410476190476,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,14
39.0357142857143,0.177780222838095,258.333038376429,0.438875955430952,4269.54203269524,0.779875545969048,0.551566428571429,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,14
38.8428571428571,0.182001590445238,265.222953066905,0.448982639557143,4253.00196007619,0.787847453507143,0.543761666666667,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,14
40.2214285714286,0.184436304040476,264.890487945476,0.451094599169048,4271.28828450476,0.781602814040476,0.552917619047619,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,14
37.8214285714286,0.180958178945238,258.11104035619,0.43107775692619,4360.38352939762,0.779275583697619,0.558386666666667,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,14
40.1285714285714,0.185323343147619,264.799774240714,0.4505080382,4216.79656045714,0.789529398364286,0.537678333333333,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,14
41.5071428571429,0.187758056742857,264.467309119286,0.452619997811905,4235.08288488571,0.783284758897619,0.546834285714286,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,14
39.1071428571429,0.184279931647619,257.68786153,0.432603155569048,4324.17812977857,0.780957528554762,0.552303333333333,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,14
40.2928571428571,0.19093601285,264.245311099048,0.444821799307143,4325.9243815881,0.782684796626191,0.553654523809524,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,14
39.25,0.182073323469048,257.018157655,0.450361928509524,4020.22456531429,0.789082681530952,0.536086666666667,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,14
40.6285714285714,0.184508037064286,256.685692533571,0.452473888121429,4038.51088974286,0.782838042064286,0.545242619047619,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,14
38.2285714285714,0.181029911969048,249.906244944286,0.432457045878571,4127.60613463571,0.780510811721429,0.550711666666667,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,14
39.4142857142857,0.187685993171429,256.463694513333,0.444675689616667,4129.35238644524,0.782238079792857,0.552062857142857,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,14
40.7,0.19100774587381,256.040515687143,0.446201088259524,4093.14698682619,0.78392002465,0.545979523809524,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,14
38.4142857142857,0.185102749038095,257.198726681429,0.438455123461905,4085.47952831667,0.793325734235714,0.535642857142857,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,14
39.7928571428571,0.187537462633333,256.86626156,0.44056708307381,4103.76585274524,0.787081094769048,0.54479880952381,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,14
37.3928571428571,0.184059337538095,250.086813970714,0.420550240830952,4192.8610976381,0.78475386442619,0.550267857142857,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,14
38.5785714285714,0.190715418740476,256.644263539762,0.432768884569048,4194.60734944762,0.786481132497619,0.551619047619048,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,14
39.8642857142857,0.194037171442857,256.221084713571,0.434294283211905,4158.40194982857,0.788163077354762,0.545535714285714,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,14
38.9857142857143,0.190787151764286,248.439468127857,0.434148173521429,3961.82995468571,0.787716360521429,0.543944047619048,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,14
