"cwm.height","cwm.ldmc","cwm.sla","cwm.rmf","cwm.crsl","cwm.pf","cwm.d","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","richness"
53.1,0.190000885386667,255.278033115333,0.402131286413333,4281.26501639333,0.75822943918,0.62103,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5
42.14,0.185862069506667,261.107798953333,0.435841232506667,4048.16203072,0.753955709886667,0.588593333333333,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5
25.06,0.185003169453333,260.458213838667,0.42941924808,4058.11752762667,0.771139015413333,0.58556,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5
23.14,0.20423223862,245.373352606667,0.403756914313333,4443.37185922667,0.774126741146667,0.58555,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5
32.82,0.193313971553333,283.298511708667,0.440133323113333,3561.51372429333,0.752290328846667,0.60568,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5
28.24,0.184212823826667,279.711939081333,0.433843915146667,4291.23575692,0.760166620206667,0.587269333333333,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5
25.9,0.19269521542,280.217532355333,0.400504861013333,4473.94965332667,0.77204716778,0.586026666666667,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5
23.44,0.18359516032,258.429005915333,0.40009575388,3923.54806692667,0.770796360646667,0.58157,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5
27.04,0.192896067886667,257.244105202,0.40436687008,3822.17294799333,0.775505806246667,0.564536666666667,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5
30.36,0.211533095253333,275.604963995333,0.438579072546667,3827.06245306,0.780342156846667,0.56832,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5
23.64,0.201794344986667,256.622510745333,0.382531914266667,4076.52913876,0.773825911886667,0.583633333333333,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5
27.5,0.208611543053333,255.691608405333,0.38844540118,4127.73084716,0.75634092138,0.60927,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5
65.78,0.17972403424,237.339807223333,0.39265441624,4575.55714695333,0.749463498753333,0.603703333333333,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5
48.7,0.178865134186667,236.690222108667,0.386232431813333,4585.51264386,0.76664680428,0.60067,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5
46.78,0.198094203353333,221.605360876667,0.360570098046667,4970.76697546,0.769634530013333,0.60066,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5
56.46,0.187175936286667,259.530519978667,0.396946506846667,4088.90884052667,0.747798117713333,0.62079,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5
51.88,0.17807478856,255.943947351333,0.39065709888,4818.63087315333,0.755674409073333,0.602379333333333,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5
49.54,0.186557180153333,256.449540625333,0.357318044746667,5001.34476956,0.767554956646667,0.601136666666667,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5
47.08,0.177457125053333,234.661014185333,0.356908937613333,4450.94318316,0.766304149513333,0.59668,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5
50.68,0.18675803262,233.476113472,0.361180053813333,4349.56806422667,0.771013595113333,0.579646666666667,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5
54,0.205395059986667,251.836972265333,0.39539225628,4354.45756929333,0.775849945713333,0.58343,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5
47.28,0.19565630972,232.854519015333,0.339345098,4603.92425499333,0.769333700753333,0.598743333333333,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5
51.14,0.202473507786667,231.923616675333,0.345258584913333,4655.12596339333,0.751848710246667,0.62438,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5
37.74,0.174726318306667,242.519987946667,0.419942377906667,4352.40965818667,0.762373074986667,0.568233333333333,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5
35.82,0.193955387473333,227.435126714667,0.39428004414,4737.66398978667,0.76536080072,0.568223333333333,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5
45.5,0.183037120406667,265.360285816667,0.43065645294,3855.80585485333,0.74352438842,0.588353333333333,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,5
40.92,0.17393597268,261.773713189333,0.424367044973333,4585.52788748,0.75140067978,0.569942666666667,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,5
38.58,0.182418364273333,262.279306463333,0.39102799084,4768.24178388667,0.763281227353333,0.5687,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,5
36.12,0.173318309173333,240.490780023333,0.390618883706667,4217.84019748667,0.76203042022,0.564243333333333,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5
39.72,0.18261921674,239.30587931,0.394889999906667,4116.46507855333,0.76673986582,0.54721,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5
43.04,0.201256244106667,257.666738103333,0.429102202373333,4121.35458362,0.77157621642,0.550993333333333,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5
36.32,0.19151749384,238.684284853333,0.373055044093333,4370.82126932,0.76505997146,0.566306666666667,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5
40.18,0.198334691906667,237.753382513333,0.378968531006667,4422.02297772,0.747574980953333,0.591943333333333,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5
18.74,0.19309648742,226.7855416,0.387858059713333,4747.61948669333,0.782544106246667,0.56519,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5
28.42,0.182178220353333,264.710700702,0.424234468513333,3865.76135176,0.760707693946667,0.58532,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5
23.84,0.173077072626667,261.124128074667,0.417945060546667,4595.48338438667,0.768583985306667,0.566909333333333,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5
21.5,0.18155946422,261.629721348667,0.384606006413333,4778.19728079333,0.78046453288,0.565666666666667,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5
19.04,0.17245940912,239.841194908667,0.38419689928,4227.79569439333,0.779213725746667,0.56121,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5
22.64,0.181760316686667,238.656294195333,0.38846801548,4126.42057546,0.783923171346667,0.544176666666667,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5
25.96,0.200397344053333,257.017152988667,0.422680217946667,4131.31008052667,0.788759521946667,0.54796,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5
19.24,0.190658593786667,238.034699738667,0.366633059666667,4380.77676622667,0.782243276986667,0.563273333333333,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5
23.1,0.197475791853333,237.103797398667,0.37254654658,4431.97847462667,0.76475828648,0.58891,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5
26.5,0.20140728952,249.62583947,0.398572134746667,4251.01568336,0.76369541968,0.58531,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5
21.92,0.192306141793333,246.039266842667,0.39228272678,4980.73771598667,0.77157171104,0.566899333333333,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5
19.58,0.200788533386667,246.544860116667,0.358943672646667,5163.45161239333,0.783452258613333,0.565656666666667,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5
17.12,0.191688478286667,224.756333676667,0.358534565513333,4613.05002599333,0.78220145148,0.5612,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5
20.72,0.200989385853333,223.571432963333,0.362805681713333,4511.67490706,0.78691089708,0.544166666666667,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5
24.04,0.21962641322,241.932291756667,0.39701788418,4516.56441212667,0.79174724768,0.54795,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,5
17.32,0.209887662953333,222.949838506667,0.3409707259,4766.03109782667,0.78523100272,0.563263333333333,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5
21.18,0.21670486102,222.018936166667,0.346884212813333,4817.23280622667,0.767746012213333,0.5889,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5
31.6,0.181387874726667,283.964425944667,0.42865913558,4098.87958105333,0.74973529874,0.587029333333333,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5
29.26,0.18987026632,284.470019218667,0.395320081446667,4281.59347746,0.761615846313333,0.585786666666667,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5
26.8,0.18077021122,262.681492778667,0.394910974313333,3731.19189106,0.76036503918,0.58133,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5
30.4,0.190071118786667,261.496592065333,0.399182090513333,3629.81677212667,0.76507448478,0.564296666666667,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5
33.72,0.208708146153333,279.857450858667,0.43339429298,3634.70627719333,0.76991083538,0.56808,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5
27,0.198969395886667,260.874997608667,0.3773471347,3884.17296289333,0.76339459042,0.583393333333333,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5
30.86,0.205786593953333,259.944095268667,0.383260621613333,3935.37467129333,0.745909599913333,0.60903,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5
24.68,0.180769118593333,280.883446591333,0.38903067348,5011.31551008667,0.769492137673333,0.567376,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5
22.22,0.171669063493333,259.094920151333,0.388621566346667,4460.91392368667,0.76824133054,0.562919333333333,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5
25.82,0.18096997106,257.910019438,0.392892682546667,4359.53880475333,0.77295077614,0.545886,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5
29.14,0.199606998426667,276.270878231333,0.427104885013333,4364.42830982,0.77778712674,0.549669333333333,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5
22.42,0.18986824816,257.288424981333,0.371057726733333,4613.89499552,0.77127088178,0.564982666666667,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,5
26.28,0.196685446226667,256.357522641333,0.376971213646667,4665.09670392,0.753785891273333,0.590619333333333,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5
19.88,0.180151455086667,259.600513425333,0.355282512213333,4643.62782009333,0.780121878113333,0.561676666666667,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5
23.48,0.189452362653333,258.415612712,0.359553628413333,4542.25270116,0.784831323713333,0.544643333333333,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5
26.8,0.20808939002,276.776471505333,0.39376583088,4547.14220622667,0.789667674313333,0.548426666666667,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5
20.08,0.198350639753333,257.794018255333,0.3377186726,4796.60889192667,0.783151429353333,0.56374,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5
23.94,0.20516783782,256.863115915333,0.343632159513333,4847.81060032667,0.765666438846667,0.589376666666667,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5
